sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
0,0,0,0.0,-0.12965511293596924,-0.12965511293596924,1784275740.091269,1784275741.5247622,1784275740.8080156,1.17454707,"[dac] CH_A set to -0.130 V (code=32343)
"
1,0,1,-0.12965511293596924,-0.25931022587193847,-0.12965511293596924,1784275741.524981,1784275742.955085,1784275742.2400331,1.12494428,"[dac] CH_A set to -0.259 V (code=31918)
"
2,0,2,-0.25931022587193847,-0.38896533880790773,-0.12965511293596926,1784275742.955364,1784275744.3946822,1784275743.675023,1.06327595,"[dac] CH_A set to -0.389 V (code=31493)
"
3,0,3,-0.38896533880790773,-0.5186204517438769,-0.1296551129359692,1784275744.394887,1784275745.8165839,1784275745.1057353,1.01367316,"[dac] CH_A set to -0.519 V (code=31068)
"
4,0,4,-0.5186204517438769,-0.6482755646798462,-0.1296551129359692,1784275745.816728,1784275747.256907,1784275746.5368176,0.945301756,"[dac] CH_A set to -0.648 V (code=30643)
"
5,0,5,-0.6482755646798462,-0.7779306776158155,-0.12965511293596932,1784275747.2571058,1784275748.698598,1784275747.9778519,0.880952195,"[dac] CH_A set to -0.778 V (code=30219)
"
6,0,6,-0.7779306776158155,-0.9075857905517847,-0.1296551129359692,1784275748.69887,1784275750.141762,1784275749.420316,0.858161725,"[dac] CH_A set to -0.908 V (code=29794)
"
7,0,7,-0.9075857905517847,-1.0372409034877539,-0.1296551129359692,1784275750.141956,1784275751.581741,1784275750.8618486,0.792471548,"[dac] CH_A set to -1.037 V (code=29369)
"
8,0,8,-1.0372409034877539,-1.1668960164237232,-0.12965511293596932,1784275751.581943,1784275753.0150669,1784275752.2985048,0.716056444,"[dac] CH_A set to -1.167 V (code=28944)
"
9,0,9,-1.1668960164237232,-1.2965511293596923,-0.1296551129359691,1784275753.015279,1784275754.4425862,1784275753.7289326,0.706672133,"[dac] CH_A set to -1.297 V (code=28519)
"
10,0,10,-1.2965511293596923,-1.4262062422956616,-0.12965511293596932,1784275754.442785,1784275755.8769112,1784275755.1598482,0.60746656,"[dac] CH_A set to -1.426 V (code=28094)
"
11,0,11,-1.4262062422956616,-1.555861355231631,-0.12965511293596932,1784275755.877148,1784275757.313379,1784275756.5952635,0.557863773,"[dac] CH_A set to -1.556 V (code=27669)
"
12,0,12,-1.555861355231631,-1.6855164681676,-0.1296551129359691,1784275757.313597,1784275758.735157,1784275758.0243769,0.52971084,"[dac] CH_A set to -1.686 V (code=27245)
"
13,0,13,-1.6855164681676,-1.8151715811035694,-0.12965511293596932,1784275758.7353659,1784275760.176676,1784275759.4560208,0.443911426,"[dac] CH_A set to -1.815 V (code=26820)
"
14,0,14,-1.8151715811035694,-1.9448266940395385,-0.1296551129359691,1784275760.176877,1784275761.6137102,1784275760.8952937,0.394308639,"[dac] CH_A set to -1.945 V (code=26395)
"
15,0,15,-1.9448266940395385,-2.0744818069755078,-0.12965511293596932,1784275761.613964,1784275763.05824,1784275762.336102,0.331299694,"[dac] CH_A set to -2.075 V (code=25970)
"
16,0,16,-2.0744818069755078,-2.204136919911477,-0.1296551129359691,1784275763.058454,1784275764.491752,1784275763.775103,0.279015675,"[dac] CH_A set to -2.204 V (code=25545)
"
17,0,17,-2.204136919911477,-2.3337920328474464,-0.12965511293596954,1784275764.491986,1784275765.922949,1784275765.2074676,0.245500279,"[dac] CH_A set to -2.334 V (code=25120)
"
18,0,18,-2.3337920328474464,-2.4634471457834155,-0.1296551129359691,1784275765.9231622,1784275767.358131,1784275766.6406465,0.21600673,"[dac] CH_A set to -2.463 V (code=24696)
"
19,0,19,-2.4634471457834155,-2.5931022587193846,-0.1296551129359691,1784275767.358403,1784275768.7916532,1784275768.075028,0.169085175,"[dac] CH_A set to -2.593 V (code=24271)
"
20,0,20,-2.5931022587193846,-2.722757371655354,-0.12965511293596954,1784275768.791856,1784275770.2182279,1784275769.505042,0.155679016,"[dac] CH_A set to -2.723 V (code=23846)
"
21,0,21,-2.722757371655354,-2.8524124845913232,-0.1296551129359691,1784275770.2184708,1784275771.6578,1784275770.9381354,0.0873076077,"[dac] CH_A set to -2.852 V (code=23421)
"
22,0,22,-2.8524124845913232,-2.9820675975272923,-0.1296551129359691,1784275771.658008,1784275773.106476,1784275772.3822422,0.0698796015,"[dac] CH_A set to -2.982 V (code=22996)
"
23,0,23,-2.9820675975272923,-3.111722710463262,-0.12965511293596954,1784275773.1067252,1784275774.533133,1784275773.8199291,0.0578140588,"[dac] CH_A set to -3.112 V (code=22571)
"
24,0,24,-3.111722710463262,-3.241377823399231,-0.1296551129359691,1784275774.533356,1784275775.967678,1784275775.250517,0.0390454368,"[dac] CH_A set to -3.241 V (code=22146)
"
25,0,25,-3.241377823399231,-3.3710329363352,-0.1296551129359691,1784275775.9679182,1784275777.3983328,1784275776.6831255,0.0216174307,"[dac] CH_A set to -3.371 V (code=21722)
"
26,0,26,-3.3710329363352,-3.500688049271169,-0.1296551129359691,1784275777.3987122,1784275778.8300412,1784275778.1143765,-0.00251324648,"[dac] CH_A set to -3.501 V (code=21297)
"
27,0,27,-3.500688049271169,-3.6303431622071387,-0.12965511293596954,1784275778.830291,1784275780.249888,1784275779.5400896,0.00821127212,"[dac] CH_A set to -3.630 V (code=20872)
"
28,0,28,-3.6303431622071387,-3.759998275143108,-0.1296551129359691,1784275780.2502131,1784275781.691072,1784275780.9706426,-0.0199409814,"[dac] CH_A set to -3.760 V (code=20447)
"
