transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
0,sentinel,down,60,27,0,54,3.4258330955080973,3.5563865717091963,1784364376.432545,1784364380.499305,1784364382.165301,1784364381.332303,1.2,-0.210572,-0.36028,-0.000384,0.0021,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3080762,3133014,0,0,0,0,1,1,1784364380.499305
1,sentinel,up,60,27,1,55,3.4258330955080973,3.2952796193069984,1784364407.566088,1784364411.633728,1784364413.302232,1784364412.46798,1.2,-0.217367,-0.372412,-0.000137,0.001953,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3096260,3239636,0,0,0,0,1,1,1784364411.633728
2,formal,up,73,28,0,56,5.123028286122381,4.992474809921282,1784364452.919327,1784364457.000614,1784364458.6616461,1784364457.83113,0.556763,-0.285262,-0.485129,0.003545,-0.004719,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4045607,4062036,0,0,0,0,1,1,1784364457.000614
3,formal,down,73,28,1,57,5.123028286122381,5.2535817623234795,1784364484.0435672,1784364488.11842,1784364489.7844632,1784364488.9514415,0.527053,-0.281043,-0.478887,0.003701,-0.004787,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4062713,3959395,0,0,0,0,1,1,1784364488.11842
4,formal,down,7,29,0,58,-3.4935011431501337,-3.362947666949035,1784364605.94254,1784364610.0603478,1784364611.752587,1784364610.9064674,0.002322,-0.02777,-0.047516,0.002866,-0.00506,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-520066,449098,0,0,0,0,1,1,1784364610.0603478
5,formal,up,7,29,1,59,-3.4935011431501337,-3.6240546193512326,1784364637.318357,1784364641.436728,1784364643.118243,1784364642.2774854,0.007298,-0.043584,-0.074731,0.003028,-0.005232,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-748129,663781,0,0,0,0,1,1,1784364641.436728
6,formal,up,34,30,0,60,0.031442714279531714,-0.0991107619215672,1784364704.6463842,1784364708.7756212,1784364710.467463,1784364709.621542,1.039071,0.280403,0.479211,0.000336,-0.001781,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4042219,3978619,0,0,0,0,1,1,1784364708.7756212
7,formal,down,34,30,1,61,0.031442714279531714,0.16199619048063063,1784364736.032966,1784364740.16034,1784364741.84257,1784364741.001455,1.051938,0.278626,0.477277,0.000278,-0.001666,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4021217,3963968,0,0,0,0,1,1,1784364740.16034
8,formal,down,46,31,0,62,1.5980844286927152,1.728637904893814,1784364783.255994,1784364787.38006,1784364789.059297,1784364788.2196784,1.2,0.084391,0.14494,-0.002021,0.00344,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1224497,1409539,0,0,0,0,1,1,1784364787.38006
9,formal,up,46,31,1,63,1.5980844286927152,1.4675309524916162,1784364814.694771,1784364818.7896352,1784364820.467774,1784364819.6287045,1.2,0.078657,0.135281,-0.002125,0.003526,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1137607,1322819,0,0,0,0,1,1,1784364818.7896352
