dmm_sequence_index,source_sequence_index,side,read_index,t_start_unix,t_end_unix,t_mid_unix,dc_dmm
0,54,pre,0,1784364382.166344,1784364382.3714921,1784364382.268918,1.36625513
1,54,pre,1,1784364382.372479,1784364382.577606,1784364382.4750423,1.35955206
2,54,pre,2,1784364382.5778089,1784364382.77969,1784364382.6787496,1.3461459
3,54,pre,3,1784364382.779884,1784364382.985018,1784364382.882451,1.34480528
4,54,pre,4,1784364382.9852622,1784364383.1860108,1784364383.0856366,1.3381022
5,54,pre,5,1784364383.186214,1784364383.3871958,1784364383.286705,1.34078343
6,54,pre,6,1784364383.387372,1784364383.5925329,1784364383.4899526,1.35821144
7,54,pre,7,1784364383.592732,1784364383.793549,1784364383.6931405,1.34346467
8,54,post,0,1784364402.369035,1784364402.5697322,1784364402.4693837,1.34212405
9,54,post,1,1784364402.570731,1784364402.775846,1784364402.6732883,1.34078343
10,54,post,2,1784364402.776033,1784364402.981168,1784364402.8786006,1.35955206
11,54,post,3,1784364402.981363,1784364403.185409,1784364403.083386,1.34078343
12,54,post,4,1784364403.185756,1784364403.391094,1784364403.288425,1.32737727
13,54,post,5,1784364403.391406,1784364403.5965528,1784364403.4939795,1.36491452
14,54,post,6,1784364403.596731,1784364403.800586,1784364403.6986585,1.35016774
15,54,post,7,1784364403.800756,1784364404.004312,1784364403.902534,1.30592742
16,55,pre,0,1784364413.303416,1784364413.508586,1784364413.406001,1.35687082
17,55,pre,1,1784364413.508777,1784364413.711359,1784364413.6100678,1.31665235
18,55,pre,2,1784364413.71157,1784364413.9166842,1784364413.814127,1.33005851
19,55,pre,3,1784364413.916887,1784364414.122014,1784364414.0194507,1.35418959
20,55,pre,4,1784364414.1221912,1784364414.326991,1784364414.2245913,1.34078343
21,55,pre,5,1784364414.327177,1784364414.5279858,1784364414.4275813,1.35955206
22,55,pre,6,1784364414.528162,1784364414.733288,1784364414.630725,1.3381022
23,55,pre,7,1784364414.7334669,1784364414.934,1784364414.8337336,1.3461459
24,55,post,0,1784364433.515734,1784364433.7168908,1784364433.6163125,1.33005851
25,55,post,1,1784364433.717879,1784364433.918117,1784364433.817998,1.33139912
26,55,post,2,1784364433.91831,1784364434.123451,1784364434.0208805,1.30056496
27,55,post,3,1784364434.123636,1784364434.326415,1784364434.2250257,1.30994927
28,55,post,4,1784364434.326657,1784364434.531824,1784364434.4292407,1.30726804
29,55,post,5,1784364434.532002,1784364434.7371259,1784364434.634564,1.32871789
30,55,post,6,1784364434.737328,1784364434.937868,1784364434.837598,1.32201481
31,55,post,7,1784364434.938059,1784364435.1432261,1784364435.0406427,1.36625513
32,56,pre,0,1784364458.662709,1784364458.8678532,1784364458.7652812,0.580654243
33,56,pre,1,1784364458.8688178,1784364459.069283,1784364458.9690504,0.559204389
34,56,pre,2,1784364459.069501,1784364459.27289,1784364459.1711955,0.537754535
35,56,pre,3,1784364459.273073,1784364459.476104,1784364459.3745885,0.551160694
36,56,pre,4,1784364459.4764612,1784364459.676817,1784364459.5766392,0.571269932
37,56,pre,5,1784364459.676985,1784364459.882133,1784364459.7795591,0.533732688
38,56,pre,6,1784364459.882296,1784364460.082881,1784364459.9825885,0.600763481
39,56,pre,7,1784364460.0830731,1784364460.286954,1784364460.1850135,0.557863773
40,56,post,0,1784364478.851041,1784364479.0561762,1784364478.9536085,0.5685887
41,56,post,1,1784364479.057191,1784364479.257984,1784364479.1575875,0.560545005
42,56,post,2,1784364479.2581701,1784364479.459462,1784364479.3588161,0.572610548
43,56,post,3,1784364479.459659,1784364479.664811,1784364479.5622349,0.539095151
44,56,post,4,1784364479.6649852,1784364479.869023,1784364479.767004,0.565907468
45,56,post,5,1784364479.869259,1784364480.074399,1784364479.971829,0.564566853
46,56,post,6,1784364480.074555,1784364480.27767,1784364480.1761124,0.560545005
47,56,post,7,1784364480.2778509,1784364480.483001,1784364480.380426,0.556523157
48,57,pre,0,1784364489.785563,1784364489.9907148,1784364489.8881388,0.518985913
49,57,pre,1,1784364489.9908931,1784364490.195113,1784364490.093003,0.528370224
50,57,pre,2,1784364490.195282,1784364490.40043,1784364490.2978559,0.555182542
51,57,pre,3,1784364490.400682,1784364490.602282,1784364490.501482,0.531051456
52,57,pre,4,1784364490.602506,1784364490.8072891,1784364490.7048974,0.52971084
53,57,pre,5,1784364490.807483,1784364491.012657,1784364490.91007,0.556523157
54,57,pre,6,1784364491.0128908,1784364491.222995,1784364491.1179428,0.543116999
55,57,pre,7,1784364491.2231622,1784364491.433248,1784364491.328205,0.541776383
56,57,post,0,1784364510.085671,1784364510.2958322,1784364510.1907516,0.521667145
57,57,post,1,1784364510.296845,1784364510.502083,1784364510.3994641,0.551160694
58,57,post,2,1784364510.5026,1784364510.710457,1784364510.6065285,0.565907468
59,57,post,3,1784364510.71067,1784364510.92083,1784364510.8157501,0.55250131
60,57,post,4,1784364510.921035,1784364511.127305,1784364511.02417,0.517645298
61,57,post,5,1784364511.1277592,1784364511.337953,1784364511.2328563,0.518985913
62,57,post,6,1784364511.3381639,1784364511.5482821,1784364511.443223,0.541776383
63,57,post,7,1784364511.548459,1784364511.758604,1784364511.6535316,0.52971084
64,58,pre,0,1784364611.753671,1784364611.9592772,1784364611.856474,-0.00787575558
65,58,pre,1,1784364611.9603379,1784364612.170466,1784364612.065402,0.0108925038
66,58,pre,2,1784364612.17067,1784364612.373824,1784364612.2722468,0.0229580465
67,58,pre,3,1784364612.374022,1784364612.574326,1784364612.474174,-0.00519466091
68,58,pre,4,1784364612.574537,1784364612.781125,1784364612.6778312,0.0403860527
69,58,pre,5,1784364612.781334,1784364612.983365,1784364612.8823495,0.0256392783
70,58,pre,6,1784364612.983583,1784364613.184639,1784364613.084111,0.0122331197
71,58,pre,7,1784364613.1849222,1784364613.395134,1784364613.290028,0.0082114063
72,58,post,0,1784364632.076501,1784364632.2827232,1784364632.1796122,0.00687074477
73,58,post,1,1784364632.283856,1784364632.488844,1784364632.38635,0.0175955831
74,58,post,2,1784364632.489014,1784364632.689493,1784364632.5892534,0.0242986624
75,58,post,3,1784364632.68969,1784364632.897179,1784364632.7934346,0.0162549673
76,58,post,4,1784364632.897367,1784364633.100472,1784364632.9989195,0.018936199
77,58,post,5,1784364633.100644,1784364633.310753,1784364633.2056985,0.0444079002
78,58,post,6,1784364633.310955,1784364633.518046,1784364633.4145005,0.0524515954
79,58,post,7,1784364633.51823,1784364633.721683,1784364633.6199565,0.00955188798
80,59,pre,0,1784364643.118668,1784364643.319015,1784364643.2188416,0.0350235893
81,59,pre,1,1784364643.319232,1784364643.5289211,1784364643.4240766,0.00284926263
82,59,pre,2,1784364643.5291479,1784364643.7347488,1784364643.6319485,0.0175955831
83,59,pre,3,1784364643.734933,1784364643.942318,1784364643.8386254,0.0162549673
84,59,pre,4,1784364643.9425411,1784364644.1515222,1784364644.0470316,0.018936199
85,59,pre,5,1784364644.1518772,1784364644.3620322,1784364644.2569547,0.0122331197
86,59,pre,6,1784364644.3622642,1784364644.571797,1784364644.4670305,0.018936199
87,59,pre,7,1784364644.5719821,1784364644.772369,1784364644.6721754,0.0162549673
88,59,post,0,1784364663.518424,1784364663.7265348,1784364663.6224794,0.037704821
89,59,post,1,1784364663.7276108,1784364663.929863,1784364663.8287368,-0.00385395369
90,59,post,2,1784364663.930186,1784364664.140327,1784364664.0352564,0.0256392783
91,59,post,3,1784364664.1404958,1784364664.341231,1784364664.2408633,0.0417266685
92,59,post,4,1784364664.34146,1784364664.542031,1784364664.4417455,0.0229580465
93,59,post,5,1784364664.542227,1784364664.742629,1784364664.642428,0.018936199
94,59,post,6,1784364664.7428238,1784364664.9509602,1784364664.8468919,0.0242986624
95,59,post,7,1784364664.951179,1784364665.151541,1784364665.0513601,0.0122331197
96,60,pre,0,1784364710.4686038,1784364710.669871,1784364710.5692375,1.06997903
97,60,pre,1,1784364710.6708732,1784364710.8754911,1784364710.7731822,1.07131965
98,60,pre,2,1784364710.875678,1784364711.076878,1784364710.976278,1.09142888
99,60,pre,3,1784364711.077079,1784364711.287203,1784364711.182141,1.06595718
100,60,pre,4,1784364711.2874272,1784364711.492565,1784364711.389996,1.07400088
101,60,pre,5,1784364711.4927812,1784364711.700917,1784364711.596849,1.05121041
102,60,pre,6,1784364711.7012239,1784364711.9113421,1784364711.806283,1.07802273
103,60,pre,7,1784364711.911527,1784364712.117582,1784364712.0145545,1.07400088
104,60,post,0,1784364730.786627,1784364730.992349,1784364730.889488,1.08338519
105,60,post,1,1784364730.992579,1784364731.2027059,1784364731.0976424,1.06997903
106,60,post,2,1784364731.2028859,1784364731.413028,1784364731.307957,1.09142888
107,60,post,3,1784364731.413215,1784364731.615684,1784364731.5144496,1.04048548
108,60,post,4,1784364731.615902,1784364731.824012,1784364731.7199569,1.06461657
109,60,post,5,1784364731.824378,1784364732.033022,1784364731.9287,1.06997903
110,60,post,6,1784364732.03321,1784364732.2335339,1784364732.1333718,1.07266026
111,60,post,7,1784364732.2337768,1784364732.4341261,1784364732.3339515,1.06461657
112,61,pre,0,1784364741.8436449,1784364742.050595,1784364741.94712,1.0927695
113,61,pre,1,1784364742.0508218,1784364742.2519941,1784364742.151408,1.07936334
114,61,pre,2,1784364742.2521758,1784364742.453354,1784364742.3527648,1.06059472
115,61,pre,3,1784364742.4535549,1784364742.663722,1784364742.5586386,1.04852918
116,61,pre,4,1784364742.663914,1784364742.865518,1784364742.7647161,1.09411012
117,61,pre,5,1784364742.8657331,1784364743.067512,1784364742.9666226,1.09411012
118,61,pre,6,1784364743.067978,1784364743.2711282,1784364743.169553,1.07534149
119,61,pre,7,1784364743.271329,1784364743.475772,1784364743.3735504,1.10483504
120,61,post,0,1784364762.165237,1784364762.375394,1784364762.2703156,1.10483504
121,61,post,1,1784364762.376513,1784364762.586679,1784364762.481596,1.05657287
122,61,post,2,1784364762.586887,1784364762.7944682,1784364762.6906776,1.09545073
123,61,post,3,1784364762.794689,1784364763.0048482,1784364762.8997686,1.05657287
124,61,post,4,1784364763.005055,1784364763.215283,1784364763.110169,1.06193534
125,61,post,5,1784364763.215509,1784364763.4256399,1784364763.3205743,1.08606642
126,61,post,6,1784364763.4258509,1784364763.630134,1784364763.5279925,1.0672978
127,61,post,7,1784364763.630355,1784364763.832576,1784364763.7314653,1.07534149
128,62,pre,0,1784364789.060432,1784364789.2676811,1784364789.1640565,1.56868813
129,62,pre,1,1784364789.268778,1784364789.472299,1784364789.3705387,1.56198505
130,62,pre,2,1784364789.472481,1784364789.677739,1784364789.57511,1.55260074
131,62,pre,3,1784364789.6779451,1784364789.888098,1784364789.7830215,1.55126012
132,62,pre,4,1784364789.888285,1784364790.09043,1784364789.9893575,1.55528197
133,62,pre,5,1784364790.0908182,1784364790.292643,1784364790.1917305,1.57405059
134,62,pre,6,1784364790.2928488,1784364790.501036,1784364790.3969424,1.58879737
135,62,pre,7,1784364790.501319,1784364790.7114692,1784364790.606394,1.5914786
136,62,post,0,1784364809.408205,1784364809.618349,1784364809.513277,1.56064443
137,62,post,1,1784364809.619414,1784364809.8261492,1784364809.7227817,1.56466628
138,62,post,2,1784364809.8263779,1784364810.036553,1784364809.9314654,1.59013798
139,62,post,3,1784364810.036777,1784364810.240442,1784364810.1386094,1.55930382
140,62,post,4,1784364810.2406578,1784364810.4420989,1784364810.3413782,1.57270998
141,62,post,5,1784364810.4423418,1784364810.651093,1784364810.5467174,1.55528197
