sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
0,54,0,0.0,0.1270138061324713,0.1270138061324713,1784364336.6450229,1784364338.069694,1784364337.3573585,1.09679135,"[dac] CH_A set to +0.127 V (code=33184)
"
1,54,1,0.1270138061324713,0.2540276122649426,0.1270138061324713,1784364338.069927,1784364339.495451,1784364338.782689,1.14103167,"[dac] CH_A set to +0.254 V (code=33600)
"
2,54,2,0.2540276122649426,0.3810414183974139,0.12701380613247132,1784364339.4956858,1784364340.9237561,1784364340.209721,1.19867815,"[dac] CH_A set to +0.381 V (code=34016)
"
3,54,3,0.3810414183974139,0.5080552245298852,0.12701380613247126,1784364340.923937,1784364342.345367,1784364341.6346521,1.24425909,"[dac] CH_A set to +0.508 V (code=34432)
"
4,54,4,0.5080552245298852,0.6350690306623564,0.12701380613247126,1784364342.3455622,1784364343.76449,1784364343.055026,1.29922434,"[dac] CH_A set to +0.635 V (code=34849)
"
5,54,5,0.6350690306623564,0.7620828367948278,0.12701380613247137,1784364343.764674,1784364345.189882,1784364344.477278,1.33005851,"[dac] CH_A set to +0.762 V (code=35265)
"
6,54,6,0.7620828367948278,0.8890966429272991,0.12701380613247126,1784364345.190094,1784364346.6102772,1784364345.9001856,1.36893637,"[dac] CH_A set to +0.889 V (code=35681)
"
7,54,7,0.8890966429272991,1.0161104490597703,0.12701380613247126,1784364346.6104681,1784364348.0231612,1784364347.3168147,1.44535147,"[dac] CH_A set to +1.016 V (code=36097)
"
8,54,8,1.0161104490597703,1.1431242551922416,0.12701380613247126,1784364348.023343,1784364349.443529,1784364348.733436,1.46009824,"[dac] CH_A set to +1.143 V (code=36513)
"
9,54,9,1.1431242551922416,1.2701380613247129,0.12701380613247126,1784364349.44402,1784364350.861229,1784364350.1526246,1.48556995,"[dac] CH_A set to +1.270 V (code=36929)
"
10,54,10,1.2701380613247129,1.3971518674571841,0.12701380613247126,1784364350.861475,1784364352.286649,1784364351.5740619,1.50836042,"[dac] CH_A set to +1.397 V (code=37346)
"
11,54,11,1.3971518674571841,1.5241656735896556,0.12701380613247149,1784364352.286838,1784364353.707724,1784364352.997281,1.54321643,"[dac] CH_A set to +1.524 V (code=37762)
"
12,54,12,1.5241656735896556,1.6511794797221269,0.12701380613247126,1784364353.707988,1784364355.129527,1784364354.4187574,1.57002875,"[dac] CH_A set to +1.651 V (code=38178)
"
13,54,13,1.6511794797221269,1.7781932858545981,0.12701380613247126,1784364355.129718,1784364356.548932,1784364355.839325,1.57807244,"[dac] CH_A set to +1.778 V (code=38594)
"
14,54,14,1.7781932858545981,1.9052070919870694,0.12701380613247126,1784364356.549124,1784364357.9676218,1784364357.2583728,1.58477552,"[dac] CH_A set to +1.905 V (code=39010)
"
15,54,15,1.9052070919870694,2.0322208981195407,0.12701380613247126,1784364357.967817,1784364359.386932,1784364358.6773744,1.59952229,"[dac] CH_A set to +2.032 V (code=39427)
"
16,54,16,2.0322208981195407,2.159234704252012,0.12701380613247126,1784364359.3871381,1784364360.815596,1784364360.101367,1.64912508,"[dac] CH_A set to +2.159 V (code=39843)
"
17,54,17,2.159234704252012,2.286248510384483,0.12701380613247126,1784364360.8158028,1784364362.235144,1784364361.5254734,1.59818168,"[dac] CH_A set to +2.286 V (code=40259)
"
18,54,18,2.286248510384483,2.4132623165169544,0.12701380613247126,1784364362.235401,1784364363.652359,1784364362.94388,1.6089066,"[dac] CH_A set to +2.413 V (code=40675)
"
