transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
12,formal,down,3,33,0,66,-4.0157150479545285,-3.8851615717534296,1784281136.932544,1784281141.0357819,1784281141.910362,1784281141.473072,0.007787,-0.050124,-0.08522,0.002847,-0.005118,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-825364,747452,0,0,0,0,1
13,formal,up,3,33,1,67,-4.0157150479545285,-4.146268524155627,1784281150.0166678,1784281154.143998,1784281155.003862,1784281154.5739298,0.01064,-0.057433,-0.09776,0.002823,-0.004968,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-930462,829514,0,0,0,0,1
14,formal,up,17,34,0,68,-2.1879663811391463,-2.3185198573402452,1784281180.3954098,1784281184.5292869,1784281185.412012,1784281184.9706495,0.259293,0.244398,0.414109,0.001177,-0.003893,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3489633,3415278,0,0,0,0,1
15,formal,down,17,34,1,69,-2.1879663811391463,-2.0574129049380474,1784281193.561306,1784281197.664453,1784281198.536111,1784281198.1002822,0.25858,0.244041,0.413924,0.001255,-0.003864,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3495307,3399272,0,0,0,0,1
16,formal,down,63,35,0,70,3.817493524111393,3.948047000312492,1784281271.3421812,1784281275.475659,1784281276.349779,1784281275.9127188,0.948525,-0.311475,-0.528147,-0.001775,0.004225,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4344807,4503935,0,0,0,0,1
17,formal,up,63,35,1,71,3.817493524111393,3.6869400479102943,1784281284.4683342,1784281288.588267,1784281289.462633,1784281289.02545,0.935748,-0.312826,-0.530698,-0.001546,0.004232,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4324482,4472601,0,0,0,0,1
18,formal,up,52,36,0,72,2.3814052858993078,2.250851809698209,1784281311.945235,1784281316.093937,1784281316.961332,1784281316.5276346,1.2,-0.15083,-0.256839,-0.003426,0.006999,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2148437,2323740,0,0,0,0,1
19,formal,down,52,36,1,73,2.3814052858993078,2.5119587621004067,1784281325.1331599,1784281329.264977,1784281330.1295428,1784281329.69726,1.2,-0.151196,-0.257701,-0.003471,0.006973,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2143356,2263443,0,0,0,0,1
20,formal,down,28,37,0,74,-0.7518781429270609,-0.621324666725962,1784281368.405927,1784281372.511826,1784281373.377507,1784281372.9446664,0.898967,0.315236,0.535342,0.000483,-0.00215,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4483949,4419333,0,0,0,0,1
21,formal,up,28,37,1,75,-0.7518781429270609,-0.8824316191281598,1784281381.504668,1784281385.6182961,1784281386.4814138,1784281386.049855,0.890199,0.315923,0.53739,0.000421,-0.002158,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4478444,4448550,0,0,0,0,1
22,sentinel,up,10,38,0,76,-3.1018407145468374,-3.2323941907479363,1784281419.0955431,1784281423.229525,1784281424.112972,1784281423.6712484,0.044964,0.111733,0.189915,0.003243,-0.006476,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1687060,1582471,0,0,0,0,1
23,sentinel,down,10,38,1,77,-3.1018407145468374,-2.9712872383457385,1784281432.243723,1784281436.367532,1784281437.24636,1784281436.806946,0.040854,0.106729,0.181517,0.003285,-0.00649,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1605421,1512773,0,0,0,0,1
24,sentinel,down,70,39,0,78,4.731367857519084,4.861921333720183,1784281530.124668,1784281534.266212,1784281535.1442509,1784281534.7052314,0.544645,-0.311409,-0.527007,-0.000648,0.002344,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4326769,4419333,0,0,0,0,1
25,sentinel,up,70,39,1,79,4.731367857519084,4.600814381317985,1784281543.2936058,1784281547.418925,1784281548.2848582,1784281547.8518915,0.529939,-0.3089,-0.523167,-0.000496,0.00224,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4320417,4385796,0,0,0,0,1
26,formal,up,75,40,0,80,5.384135238524578,5.2535817623234795,1784281560.739258,1784281564.862998,1784281565.7271838,1784281565.295091,0.267837,-0.249848,-0.422467,0.001748,-0.002098,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3512245,3526472,0,0,0,0,1
27,formal,down,75,40,1,81,5.384135238524578,5.514688714725677,1784281573.818513,1784281577.9273689,1784281578.804704,1784281578.3660364,0.258418,-0.246305,-0.4171,0.001738,-0.002267,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3451524,3448136,0,0,0,0,1
28,formal,down,5,41,0,82,-3.7546080955523307,-3.6240546193512317,1784281683.236553,1784281687.3579378,1784281688.234039,1784281687.7959886,-0.00129,0.000243,0.000277,0.003189,-0.005836,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-146763,145070,0,0,0,0,1
29,formal,up,5,41,1,83,-3.7546080955523307,-3.8851615717534296,1784281696.3650858,1784281700.476368,1784281701.355733,1784281700.9160504,-0.001132,-0.007193,-0.012256,0.003249,-0.005823,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-265411,165056,0,0,0,0,1
30,formal,up,21,42,0,84,-1.6657524763347515,-1.7963059525358505,1784281728.194037,1784281732.2998059,1784281733.1862552,1784281732.7430305,0.456987,0.298758,0.50625,0.002371,-0.005462,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4253768,4121402,0,0,0,0,1
31,formal,down,21,42,1,85,-1.6657524763347515,-1.5351990001336526,1784281741.310147,1784281745.4205282,1784281746.283783,1784281745.8521557,0.456501,0.297978,0.505805,0.002449,-0.005453,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4276126,4152482,0,0,0,0,1
32,formal,down,59,43,0,86,3.2952796193069984,3.4258330955080973,1784281807.537642,1784281811.669111,1784281812.533788,1784281812.1014495,1.15653,-0.267559,-0.454814,-0.001776,0.004546,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3766307,3910361,0,0,0,0,1
33,formal,up,59,43,1,87,3.2952796193069984,3.1647261431058995,1784281820.6763132,1784281824.78503,1784281825.666216,1784281825.225623,1.147997,-0.27035,-0.459901,-0.001635,0.004602,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3757500,3958633,0,0,0,0,1
34,formal,up,47,44,0,88,1.728637904893814,1.5980844286927152,1784281851.1076102,1784281855.225348,1784281856.094778,1784281855.660063,1.2,-0.030743,-0.052451,-0.00317,0.005932,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-517864,667338,0,0,0,0,1
35,formal,down,47,44,1,89,1.728637904893814,1.859191381094913,1784281864.214262,1784281868.335671,1784281869.213042,1784281868.7743564,1.2,-0.030859,-0.052648,-0.003207,0.005927,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-495337,660986,0,0,0,0,1
36,formal,down,33,45,0,90,-0.0991107619215672,0.031442714279531714,1784281893.173573,1784281897.2981582,1784281898.1789582,1784281897.7385583,1.158777,0.267992,0.456035,-0.000553,9.7e-05,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3823725,3840324,0,0,0,0,1
37,formal,up,33,45,1,91,-0.0991107619215672,-0.22966423812266612,1784281906.338735,1784281910.4662132,1784281911.332813,1784281910.8995132,1.152902,0.269439,0.459148,-0.000528,0.000122,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3820677,3805433,0,0,0,0,1
38,sentinel,up,30,46,0,92,-0.4907711905248635,-0.6213246667259624,1784281923.8004649,1784281927.938261,1784281928.8155038,1784281928.3768826,0.994775,0.30252,0.514381,-0.003233,0.004257,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4236492,4293063,0,0,0,0,1
39,sentinel,down,30,46,1,93,-0.4907711905248635,-0.3602177143237646,1784281936.933207,1784281941.071913,1784281941.93948,1784281941.5056965,0.99155,0.303133,0.515804,-0.003255,0.004274,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4265879,4370637,0,0,0,0,1
40,sentinel,down,50,47,0,94,2.120298333497111,2.2508518096982097,1784281978.82972,1784281982.959262,1784281983.832441,1784281983.3958516,1.2,-0.096871,-0.165287,-0.002216,0.004736,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1404627,1489907,0,0,0,0,1
41,sentinel,up,50,47,1,95,2.120298333497111,1.989744857296012,1784281991.9565492,1784281996.053097,1784281996.929701,1784281996.491399,1.2,-0.099676,-0.170221,-0.002181,0.004721,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1447563,1570868,0,0,0,0,1
42,formal,up,54,48,0,96,2.6425122383015047,2.511958762100406,1784282006.506598,1784282010.650482,1784282011.534587,1784282011.0925345,1.2,-0.188486,-0.320949,-0.001324,0.003777,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2736507,2853376,0,0,0,0,1
43,formal,down,54,48,1,97,2.6425122383015047,2.7730657145026036,1784282019.681414,1784282023.808515,1784282024.6825888,1784282024.245552,1.2,-0.190878,-0.32539,-0.001257,0.003742,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2724905,2846008,0,0,0,0,1
44,formal,down,26,49,0,98,-1.0129850953292583,-0.8824316191281594,1784282068.679795,1784282072.7833679,1784282073.6618292,1784282073.2225986,0.786404,0.323412,0.549097,-0.00134,0.001229,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4503935,4580662,0,0,0,0,1
45,formal,up,26,49,1,99,-1.0129850953292583,-1.1435385715303572,1784282081.7918248,1784282085.9219751,1784282086.8025339,1784282086.3622546,0.775307,0.323133,0.549588,-0.001421,0.00106,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4556357,4546787,0,0,0,0,1
46,formal,up,13,50,0,100,-2.710180285943541,-2.84073376214464,1784282112.1473129,1784282116.2737489,1784282117.147527,1784282116.710638,0.125465,0.180356,0.306319,0.001217,-0.003191,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2578311,2552989,0,0,0,0,1
47,formal,down,13,50,1,101,-2.710180285943541,-2.579626809742442,1784282125.2976918,1784282129.4301178,1784282130.292015,1784282129.8610663,0.119443,0.176305,0.299824,0.001344,-0.003258,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2542912,2472706,0,0,0,0,1
48,formal,down,67,51,0,102,4.339707428915789,4.470260905116888,1784282216.064841,1784282220.197628,1784282221.069283,1784282220.6334555,0.711304,-0.321692,-0.545322,0.003258,-0.003874,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4556442,4526123,0,0,0,0,1
49,formal,up,67,51,1,103,4.339707428915789,4.20915395271469,1784282229.187474,1784282233.32401,1784282234.193797,1784282233.7589035,0.698659,-0.321558,-0.545365,0.003305,-0.003923,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4544331,4553478,0,0,0,0,1
50,formal,up,42,52,0,104,1.0758705238883213,0.9453170476872224,1784282278.188981,1784282282.2955992,1784282283.1709802,1784282282.7332897,1.2,0.084449,0.14442,-0.003611,0.006023,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1302070,1386250,0,0,0,0,1
51,formal,down,42,52,1,105,1.0758705238883213,1.2064240000894202,1784282291.3018482,1784282295.435317,1784282296.30366,1784282295.8694885,1.2,0.086296,0.147626,-0.003558,0.006098,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1270312,1427493,0,0,0,0,1
52,formal,down,38,53,0,106,0.5536566190839256,0.6842100952850245,1784282307.338182,1784282311.4642382,1784282312.331371,1784282311.8978047,1.2,0.177571,0.302701,-0.003649,0.005792,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2514202,2678242,0,0,0,0,1
53,formal,up,38,53,1,107,0.5536566190839256,0.4231031428828267,1784282320.491061,1784282324.600172,1784282325.480479,1784282325.0403256,1.2,0.179208,0.306144,-0.003632,0.00581,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2604310,2719908,0,0,0,0,1
