transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
0,sentinel,down,60,27,0,54,3.4258330955080973,3.5563865717091963,1784280684.0248718,1784280688.085566,1784280688.9518101,1784280688.5186882,1.108704,-0.28045,-0.476309,8.9e-05,0.001878,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4022233,4066609,0,0,0,0,1
1,sentinel,up,60,27,1,55,3.4258330955080973,3.2952796193069984,1784280696.995945,1784280701.0736482,1784280701.9339972,1784280701.5038228,1.098419,-0.282348,-0.479929,0.000324,0.001654,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4036460,4061613,0,0,0,0,1
2,formal,up,73,28,0,56,5.123028286122381,4.992474809921282,1784280724.197242,1784280728.2815921,1784280729.145477,1784280728.7135346,0.371039,-0.280536,-0.474386,0.004251,-0.005898,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3971928,3961173,0,0,0,0,1
3,formal,down,73,28,1,57,5.123028286122381,5.2535817623234795,1784280737.182643,1784280741.254718,1784280742.1201842,1784280741.6874511,0.35866,-0.277066,-0.469119,0.00419,-0.006,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3954144,3871404,0,0,0,0,1
4,formal,down,7,29,0,58,-3.4935011431501337,-3.362947666949035,1784280839.769346,1784280843.856352,1784280844.718356,1784280844.287354,0.007198,0.048454,0.082389,0.002689,-0.005162,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-777177,709851,0,0,0,0,1
5,formal,up,7,29,1,59,-3.4935011431501337,-3.6240546193512326,1784280852.740671,1784280856.821555,1784280857.686781,1784280857.254168,0.00483,0.041295,0.070383,0.002747,-0.00526,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-701128,609073,0,0,0,0,1
6,formal,up,34,30,0,60,0.031442714279531714,-0.0991107619215672,1784280901.253142,1784280905.325823,1784280906.195334,1784280905.7605786,1.165187,0.264314,0.449973,-0.000877,0.000489,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3780873,3770118,0,0,0,0,1
7,formal,down,34,30,1,61,0.031442714279531714,0.16199619048063063,1784280914.234313,1784280918.290019,1784280919.153888,1784280918.7219534,1.169616,0.262628,0.447728,-0.000847,0.000478,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3820761,3752673,0,0,0,0,1
8,formal,down,46,31,0,62,1.5980844286927152,1.728637904893814,1784280942.817894,1784280946.9019148,1784280947.769579,1784280947.3357468,1.2,0.009386,0.016099,-0.003116,0.005685,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-322998,306653,0,0,0,0,1
9,formal,up,46,31,1,63,1.5980844286927152,1.4675309524916162,1784280955.7980402,1784280959.8794,1784280960.748501,1784280960.3139505,1.2,0.006515,0.011133,-0.003185,0.005717,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-319526,307162,0,0,0,0,1
10,formal,up,77,32,0,64,5.6452421909267745,5.514688714725676,1784281008.745431,1784281012.865768,1784281013.7336771,1784281013.2997227,0.191044,-0.216189,-0.365409,0.002128,-0.00254,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3053662,3063316,0,0,0,0,1
11,formal,down,77,32,1,65,5.6452421909267745,5.775795667127873,1784281021.8432992,1784281025.962774,1784281026.8358002,1784281026.3992872,0.180128,-0.210694,-0.356534,0.002109,-0.002699,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3004543,2974394,0,0,0,0,1
