window_sequence_index,source_sequence_index,window_index,role,direction,grid_index,target_ordinal,pair_position,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
50,66,2,formal,down,3,33,0,-4.0157150479545285,1784281144.169751,1784281145.200094,1784281144.6849225,0.008659,-0.052351,-0.088999,0.002837,-0.005059,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-839846,777770,0,0,0,0,1
51,66,3,formal,down,3,33,0,-4.0157150479545285,1784281145.2004101,1784281146.216995,1784281145.7087026,0.008888,-0.052912,-0.090026,0.002831,-0.005058,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-853735,783275,0,0,0,0,1
52,67,0,formal,up,3,33,1,-4.0157150479545285,1784281155.207745,1784281156.232466,1784281155.7201056,0.010944,-0.05801,-0.098721,0.002808,-0.004984,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-931224,859578,0,0,0,0,1
53,67,1,formal,up,3,33,1,-4.0157150479545285,1784281156.232736,1784281157.2673762,1784281156.7500563,0.011172,-0.058512,-0.099587,0.002791,-0.004975,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-935797,856191,0,0,0,0,1
54,67,2,formal,up,3,33,1,-4.0157150479545285,1784281157.267591,1784281158.285936,1784281157.7767634,0.011369,-0.058976,-0.100375,0.002807,-0.00495,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-954089,868555,0,0,0,0,1
55,67,3,formal,up,3,33,1,-4.0157150479545285,1784281158.286227,1784281159.317857,1784281158.802042,0.01157,-0.059433,-0.101136,0.002783,-0.004936,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-935373,874822,0,0,0,0,1
56,68,0,formal,up,17,34,0,-2.1879663811391463,1784281185.622443,1784281186.653839,1784281186.1381412,0.25946,0.244519,0.414223,0.001224,-0.003875,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3508603,3424254,0,0,0,0,1
57,68,1,formal,up,17,34,0,-2.1879663811391463,1784281186.654047,1784281187.6804311,1784281187.1672392,0.259567,0.244572,0.414394,0.001286,-0.003891,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3536127,3428573,0,0,0,0,1
58,68,2,formal,up,17,34,0,-2.1879663811391463,1784281187.6806579,1784281188.713851,1784281188.1972544,0.259565,0.244529,0.414321,0.00128,-0.003864,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3522492,3428150,0,0,0,0,1
59,68,3,formal,up,17,34,0,-2.1879663811391463,1784281188.714096,1784281189.7543979,1784281189.234247,0.259701,0.244641,0.414631,0.001293,-0.003908,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3509619,3423323,0,0,0,0,1
60,69,0,formal,down,17,34,1,-2.1879663811391463,1784281198.737438,1784281199.774035,1784281199.2557364,0.258402,0.243956,0.413677,0.001347,-0.003931,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3511652,3418750,0,0,0,0,1
61,69,1,formal,down,17,34,1,-2.1879663811391463,1784281199.7742772,1784281200.80708,1784281200.2906785,0.258004,0.243674,0.413257,0.001332,-0.003942,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3503607,3410620,0,0,0,0,1
62,69,2,formal,down,17,34,1,-2.1879663811391463,1784281200.807349,1784281201.8371258,1784281201.3222375,0.258033,0.243754,0.413532,0.001312,-0.00392,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3513261,3426964,0,0,0,0,1
63,69,3,formal,down,17,34,1,-2.1879663811391463,1784281201.837439,1784281202.8679821,1784281202.3527107,0.257961,0.243794,0.413554,0.00134,-0.00392,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3492174,3416294,0,0,0,0,1
64,70,0,formal,down,63,35,0,3.817493524111393,1784281276.55888,1784281277.580301,1784281277.0695906,0.947415,-0.311631,-0.528514,-0.001831,0.004335,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4384441,4495467,0,0,0,0,1
65,70,1,formal,down,63,35,0,3.817493524111393,1784281277.58053,1784281278.586574,1784281278.083552,0.946612,-0.31198,-0.529077,-0.001794,0.004389,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4370468,4495043,0,0,0,0,1
66,70,2,formal,down,63,35,0,3.817493524111393,1784281278.5867898,1784281279.6167738,1784281279.1017818,0.945178,-0.311971,-0.529014,-0.0018,0.004332,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4450413,4535270,0,0,0,0,1
67,70,3,formal,down,63,35,0,3.817493524111393,1784281279.6169941,1784281280.658908,1784281280.137951,0.94385,-0.311939,-0.528968,-0.001746,0.004299,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4321942,4483949,0,0,0,0,1
68,71,0,formal,up,63,35,1,3.817493524111393,1784281289.673032,1784281290.7015328,1784281290.1872826,0.935621,-0.313287,-0.531525,-0.001719,0.00431,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4346332,4497923,0,0,0,0,1
69,71,1,formal,up,63,35,1,3.817493524111393,1784281290.701837,1784281291.724436,1784281291.2131367,0.935219,-0.31347,-0.531879,-0.001739,0.004237,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4318724,4534508,0,0,0,0,1
70,71,2,formal,up,63,35,1,3.817493524111393,1784281291.724664,1784281292.753113,1784281292.2388885,0.933191,-0.313103,-0.531174,-0.001714,0.004227,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4353107,4543569,0,0,0,0,1
71,71,3,formal,up,63,35,1,3.817493524111393,1784281292.75334,1784281293.786509,1784281293.2699246,0.93275,-0.313299,-0.53158,-0.001726,0.00422,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4345316,4507069,0,0,0,0,1
72,72,0,formal,up,52,36,0,2.3814052858993078,1784281317.17185,1784281318.19908,1784281317.6854649,1.2,-0.150921,-0.257072,-0.00351,0.007035,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2173251,2302314,0,0,0,0,1
73,72,1,formal,up,52,36,0,2.3814052858993078,1784281318.1993,1784281319.236923,1784281318.7181115,1.2,-0.150896,-0.256929,-0.003513,0.007078,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2156567,2381497,0,0,0,0,1
74,72,2,formal,up,52,36,0,2.3814052858993078,1784281319.2371452,1784281320.273367,1784281319.7552562,1.2,-0.150833,-0.256848,-0.003524,0.007018,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2136750,2333818,0,0,0,0,1
75,72,3,formal,up,52,36,0,2.3814052858993078,1784281320.2735648,1784281321.3035269,1784281320.7885458,1.2,-0.150963,-0.25702,-0.003543,0.007022,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2203569,2268439,0,0,0,0,1
76,73,0,formal,down,52,36,1,2.3814052858993078,1784281330.335646,1784281331.357585,1784281330.8466153,1.2,-0.151167,-0.257695,-0.003503,0.00702,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2172573,2437306,0,0,0,0,1
77,73,1,formal,down,52,36,1,2.3814052858993078,1784281331.357795,1784281332.3941262,1784281331.8759606,1.2,-0.151327,-0.258053,-0.003517,0.007086,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2208989,2349062,0,0,0,0,1
78,73,2,formal,down,52,36,1,2.3814052858993078,1784281332.394333,1784281333.4153018,1784281332.9048173,1.2,-0.151372,-0.25802,-0.003498,0.007076,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2149199,2327890,0,0,0,0,1
79,73,3,formal,down,52,36,1,2.3814052858993078,1784281333.4155,1784281334.449001,1784281333.9322505,1.2,-0.1513,-0.257896,-0.003549,0.007012,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-2169186,2318913,0,0,0,0,1
80,74,0,formal,down,28,37,0,-0.7518781429270609,1784281373.587893,1784281374.612715,1784281374.1003041,0.897899,0.315393,0.535679,0.000532,-0.002175,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4510202,4480223,0,0,0,0,1
81,74,1,formal,down,28,37,0,-0.7518781429270609,1784281374.61294,1784281375.6358778,1784281375.124409,0.896796,0.315351,0.535629,0.000556,-0.002194,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4537472,4470314,0,0,0,0,1
82,74,2,formal,down,28,37,0,-0.7518781429270609,1784281375.6361039,1784281376.6680498,1784281376.1520767,0.896223,0.315499,0.536033,0.000576,-0.002151,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4510372,4487421,0,0,0,0,1
83,74,3,formal,down,28,37,0,-0.7518781429270609,1784281376.668267,1784281377.6974661,1784281377.1828666,0.895424,0.315502,0.536077,0.000481,-0.002195,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4500887,4483610,0,0,0,0,1
84,75,0,formal,up,28,37,1,-0.7518781429270609,1784281386.685937,1784281387.710957,1784281387.198447,0.888344,0.315852,0.536778,0.00057,-0.002249,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4565334,4477343,0,0,0,0,1
85,75,1,formal,up,28,37,1,-0.7518781429270609,1784281387.711307,1784281388.744971,1784281388.228139,0.888348,0.316035,0.537131,0.000523,-0.002263,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4532390,4456595,0,0,0,0,1
86,75,2,formal,up,28,37,1,-0.7518781429270609,1784281388.745169,1784281389.776563,1784281389.260866,0.887312,0.315849,0.536861,0.000572,-0.002253,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4543230,4514098,0,0,0,0,1
87,75,3,formal,up,28,37,1,-0.7518781429270609,1784281389.77682,1784281390.8026628,1784281390.2897415,0.887025,0.31603,0.537169,0.00056,-0.002266,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4530527,4452191,0,0,0,0,1
88,76,0,sentinel,up,10,38,0,-3.1018407145468374,1784281424.316715,1784281425.344578,1784281424.8306465,0.044591,0.111303,0.189021,0.003278,-0.006535,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1660468,1573240,0,0,0,0,1
89,76,1,sentinel,up,10,38,0,-3.1018407145468374,1784281425.344853,1784281426.3865569,1784281425.865705,0.044253,0.110832,0.188309,0.003307,-0.006526,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1658774,1583148,0,0,0,0,1
90,76,2,sentinel,up,10,38,0,-3.1018407145468374,1784281426.386772,1784281427.42208,1784281426.904426,0.043813,0.11033,0.187485,0.003291,-0.006515,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1668428,1564093,0,0,0,0,1
91,76,3,sentinel,up,10,38,0,-3.1018407145468374,1784281427.422317,1784281428.444611,1784281427.933464,0.043466,0.10995,0.186805,0.003289,-0.006526,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1686128,1551475,0,0,0,0,1
92,77,0,sentinel,down,10,38,1,-3.1018407145468374,1784281437.455909,1784281438.4868438,1784281437.9713764,0.040542,0.106325,0.180784,0.003322,-0.00651,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1625407,1500832,0,0,0,0,1
93,77,1,sentinel,down,10,38,1,-3.1018407145468374,1784281438.4870431,1784281439.5119271,1784281438.999485,0.040258,0.10598,0.180191,0.003328,-0.006498,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1607115,1506591,0,0,0,0,1
94,77,2,sentinel,down,10,38,1,-3.1018407145468374,1784281439.512181,1784281440.5529752,1784281440.032578,0.040007,0.105654,0.17962,0.003309,-0.006496,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1606607,1500154,0,0,0,0,1
95,77,3,sentinel,down,10,38,1,-3.1018407145468374,1784281440.5532181,1784281441.58632,1784281441.069769,0.039711,0.105405,0.179192,0.003315,-0.00651,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1610926,1477035,0,0,0,0,1
96,78,0,sentinel,down,70,39,0,4.731367857519084,1784281535.347884,1784281536.38478,1784281535.866332,0.542711,-0.311041,-0.526336,-0.000648,0.002367,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4334137,4432628,0,0,0,0,1
97,78,1,sentinel,down,70,39,0,4.731367857519084,1784281536.3849978,1784281537.41103,1784281536.898014,0.541893,-0.311054,-0.526392,-0.000631,0.002403,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4322873,4450752,0,0,0,0,1
98,78,2,sentinel,down,70,39,0,4.731367857519084,1784281537.411246,1784281538.447017,1784281537.9291315,0.54089,-0.310954,-0.526356,-0.000586,0.00233,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4308307,4416199,0,0,0,0,1
99,78,3,sentinel,down,70,39,0,4.731367857519084,1784281538.447244,1784281539.4873831,1784281538.9673135,0.539793,-0.310912,-0.526067,-0.000617,0.002309,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4303057,4428394,0,0,0,0,1
100,79,0,sentinel,up,70,39,1,4.731367857519084,1784281548.495323,1784281549.5282738,1784281549.0117984,0.529472,-0.309172,-0.523401,-0.000544,0.00227,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4290607,4440335,0,0,0,0,1
101,79,1,sentinel,up,70,39,1,4.731367857519084,1784281549.528501,1784281550.564041,1784281550.0462708,0.529092,-0.309412,-0.523921,-0.000519,0.002229,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4321518,4392995,0,0,0,0,1
102,79,2,sentinel,up,70,39,1,4.731367857519084,1784281550.5642471,1784281551.600205,1784281551.082226,0.527955,-0.309146,-0.523488,-0.000523,0.002188,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4321264,4408493,0,0,0,0,1
103,79,3,sentinel,up,70,39,1,4.731367857519084,1784281551.6004312,1784281552.628775,1784281552.114603,0.526856,-0.308882,-0.523081,-0.000483,0.002217,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4320163,4403665,0,0,0,0,1
