role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
sentinel,down,60,27,0,54,3.4258330955080973,3.5563865717091963,0.5,1784280682.6073651,1784280684.0248718,0,True,1784280688.085566,1784280688.9518101,1784280688.9520562,1784280689.152905,1784280689.0524807,1.18527199,1784280689.152909,1784280693.22368,1784280691.1863956,1784280693.223885,1784280693.429037,1784280693.326461,1.09679135,0.4992804735235622,1.141095334163132,1.1065447499999999,-0.28105674999999997,-0.47712675,-1.3999999999999998e-05,0.0017775,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4059919,4166371,0,0,0,0,4
sentinel,up,60,27,1,55,3.4258330955080973,3.2952796193069984,0.5,1784280695.5692348,1784280696.995945,1,True,1784280701.0736482,1784280701.9339972,1784280701.934289,1784280702.1383018,1784280702.0362954,1.12092243,1784280702.1383061,1784280706.21421,1784280704.1762109,1784280706.214438,1784280706.4148018,1784280706.31462,1.13298798,0.5001760418764559,1.1269573290420625,1.098111,-0.2831665,-0.48095875000000005,9.125e-05,0.0017047499999999999,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4109207,4134020,0,0,0,0,4
formal,up,73,28,0,56,5.123028286122381,4.992474809921282,0.5,1784280722.782547,1784280724.197242,2,True,1784280728.2815921,1784280729.145477,1784280729.145702,1784280729.348552,1784280729.247127,0.382243096,1784280729.348555,1784280733.423323,1784280731.385807,1784280733.423531,1784280733.6241121,1784280733.5238216,0.392968023,0.500077796794772,0.3876063938649448,0.367611,-0.27945575,-0.47248575,0.004071,-0.00587625,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3990983,3960834,0,0,0,0,4
formal,down,73,28,1,57,5.123028286122381,5.2535817623234795,0.5,1784280735.757613,1784280737.182643,3,True,1784280741.254718,1784280742.1201842,1784280742.120394,1784280742.3241322,1784280742.222263,0.346046468,1784280742.3241348,1784280746.395044,1784280744.3617063,1784280746.395339,1784280746.595503,1784280746.495421,0.370177553,0.500670286872292,0.35812818524948964,0.35683275000000003,-0.27668950000000003,-0.46815625,0.0040955,-0.005913000000000001,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3978280,3905957,0,0,0,0,4
formal,down,7,29,0,58,-3.4935011431501337,-3.362947666949035,0.5,1784280838.34371,1784280839.769346,4,True,1784280843.856352,1784280844.718356,1784280844.7185721,1784280844.922496,1784280844.8205342,0.00553004041,1784280844.9225001,1784280848.9857721,1784280846.953835,1784280848.986002,1784280849.189106,1784280849.087554,0.0162549673,0.49995099786122704,0.010891978310644207,0.006595750000000001,0.04673175,0.07943575,0.00268775,-0.0052125,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-781242,712391,0,0,0,0,4
formal,up,7,29,1,59,-3.4935011431501337,-3.6240546193512326,0.5,1784280851.313397,1784280852.740671,5,True,1784280856.821555,1784280857.686781,1784280857.6870432,1784280857.8892632,1784280857.7881532,-0.00385404505,1784280857.889266,1784280861.964227,1784280859.927733,1784280861.964442,1784280862.169652,1784280862.067047,0.00821127212,0.5000310358588425,0.002178987992480577,0.00448675,0.040048,0.06817575,0.0027672499999999997,-0.00529475,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-687070,615763,0,0,0,0,4
formal,up,34,30,0,60,0.031442714279531714,-0.0991107619215672,0.5,1784280899.8310359,1784280901.253142,6,True,1784280905.325823,1784280906.195334,1784280906.195589,1784280906.400727,1784280906.2981582,1.16784399,1784280906.4007301,1784280910.464393,1784280908.430709,1784280910.4645948,1784280910.6677601,1784280910.5661774,1.17990953,0.4996581825860255,1.173872635788319,1.166505,0.26400525,0.449432,-0.00077925,0.00041125,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3896641,3841002,0,0,0,0,4
formal,down,34,30,1,61,0.031442714279531714,0.16199619048063063,0.5,1784280912.812802,1784280914.234313,7,True,1784280918.290019,1784280919.153888,1784280919.15416,1784280919.359315,1784280919.2567375,1.21208431,1784280919.359318,1784280923.419478,1784280921.3908203,1784280923.4196868,1784280923.6227489,1784280923.5212178,1.19465631,0.5004320849989492,1.2033627796226383,1.1701325,0.26248225000000003,0.44726024999999997,-0.0008112499999999999,0.00041075000000000004,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3810937,6636705,0,0,0,0,4
formal,down,46,31,0,62,1.5980844286927152,1.728637904893814,0.5,1784280941.3956301,1784280942.817894,8,True,1784280946.9019148,1784280947.769579,1784280947.7698,1784280947.974934,1784280947.872367,1.53383212,1784280947.9749372,1784280952.0310972,1784280950.0026827,1784280952.031392,1784280952.236609,1784280952.1340005,1.49495426,0.49988243085001066,1.5143977608369537,1.2,0.00855525,0.014627999999999999,-0.0031375,0.00570075,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-310634,344001,0,0,0,0,4
formal,up,46,31,1,63,1.5980844286927152,1.4675309524916162,0.5,1784280954.3782148,1784280955.7980402,9,True,1784280959.8794,1784280960.748501,1784280960.748777,1784280960.954017,1784280960.851397,1.51908534,1784280960.9540212,1784280965.0151129,1784280962.979336,1784280965.015328,1784280965.217301,1784280965.1163144,1.50433857,0.4989402605940399,1.5117275827332797,1.2,0.0060332499999999996,0.01040375,-0.003136,0.0057155,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-300979,350691,0,0,0,0,4
formal,up,77,32,0,64,5.6452421909267745,5.514688714725676,0.5,1784281007.304128,1784281008.745431,10,True,1784281012.865768,1784281013.7336771,1784281013.733906,1784281013.9384801,1784281013.836193,0.209303651,1784281013.938483,1784281018.0552268,1784281015.9988072,1784281018.055447,1784281018.255604,1784281018.1555257,0.175788254,0.500682468238787,0.19252307930603718,0.18826974999999999,-0.21477675,-0.3630355,0.002038,-0.0026077500000000003,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3050698,3080508,0,0,0,0,4
formal,down,77,32,1,65,5.6452421909267745,5.775795667127873,0.5,1784281020.4137878,1784281021.8432992,11,True,1784281025.962774,1784281026.8358002,1784281026.836013,1784281027.046168,1784281026.9410906,0.214666114,1784281027.046171,1784281031.155335,1784281029.0997574,1784281031.155566,1784281031.363997,1784281031.2597814,0.182491333,0.49984288310712954,0.1985837787016195,0.17840399999999998,-0.20978425,-0.35501275,0.0020492500000000003,-0.0026987499999999998,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2991586,2989299,0,0,0,0,4
formal,down,3,33,0,66,-4.0157150479545285,-3.8851615717534296,0.5,1784281135.4965901,1784281136.932544,12,True,1784281141.0357819,1784281141.910362,1784281141.9105809,1784281142.120785,1784281142.015683,0.0108925467,1784281142.1207879,1784281146.216995,1784281144.1693892,1784281146.217216,1784281146.427466,1784281146.322341,0.00553004041,0.5000876079314491,0.00821082375691655,0.00852475,-0.05198225000000001,-0.08840574999999999,0.0028374999999999997,-0.005069000000000001,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-853735,783275,0,0,0,0,4
formal,up,3,33,1,67,-4.0157150479545285,-4.146268524155627,0.5,1784281148.5917702,1784281150.0166678,13,True,1784281154.143998,1784281155.003862,1784281155.004191,1784281155.207742,1784281155.1059666,0.00687097316,1784281155.207745,1784281159.317857,1784281157.2622418,1784281159.318072,1784281159.5264819,1784281159.422277,0.018936199,0.4995644589198868,0.012898331178505838,0.01126375,-0.05873275,-0.09995475,0.0027972500000000003,-0.0049612499999999995,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-954089,874822,0,0,0,0,4
formal,up,17,34,0,68,-2.1879663811391463,-2.3185198573402452,0.5,1784281178.9542952,1784281180.3954098,14,True,1784281184.5292869,1784281185.412012,1784281185.412284,1784281185.6224399,1784281185.5173619,0.264268901,1784281185.622443,1784281189.7543979,1784281187.6842206,1784281189.754674,1784281189.964853,1784281189.8597636,0.262928285,0.4990000468337708,0.26359993355321387,0.25957325,0.24456524999999998,0.41439224999999996,0.00127075,-0.0038845,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3536127,3428573,0,0,0,0,4
formal,down,17,34,1,69,-2.1879663811391463,-2.0574129049380474,0.5,1784281192.1290822,1784281193.561306,15,True,1784281197.664453,1784281198.536111,1784281198.536329,1784281198.7374341,1784281198.6368816,0.252203358,1784281198.737438,1784281202.8679821,1784281200.8053408,1784281202.868267,1784281203.076571,1784281202.972419,0.25488459,0.5001592559666821,0.25354440100219405,0.2581,0.24379450000000003,0.413505,0.00133275,-0.0039282499999999995,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-3513261,3426964,0,0,0,0,4
formal,down,63,35,0,70,3.817493524111393,3.948047000312492,0.5,1784281269.912975,1784281271.3421812,16,True,1784281275.475659,1784281276.349779,1784281276.3500009,1784281276.5588758,1784281276.4544382,0.964070378,1784281276.55888,1784281280.658908,1784281278.598219,1784281280.659128,1784281280.869277,1784281280.7642026,0.973454689,0.4974241087664168,0.9687383605355618,0.9457637499999999,-0.31188024999999997,-0.52889325,-0.0017927499999999999,0.00433875,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4450413,4535270,0,0,0,0,4
formal,up,63,35,1,71,3.817493524111393,3.6869400479102943,0.5,1784281283.0450492,1784281284.4683342,17,True,1784281288.588267,1784281289.462633,1784281289.4628491,1784281289.6730292,1784281289.5679393,0.949323603,1784281289.673032,1784281293.786509,1784281291.7273083,1784281293.786803,1784281293.996962,1784281293.8918824,0.956026683,0.4993981009633252,0.9526711084226053,0.93419525,-0.31328975000000003,-0.5315395,-0.0017245000000000001,0.0042485,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4353107,4543569,0,0,0,0,4
formal,up,52,36,0,72,2.3814052858993078,2.250851809698209,0.5,1784281310.501098,1784281311.945235,18,True,1784281316.093937,1784281316.961332,1784281316.961688,1784281317.171846,1784281317.066767,1.41049546,1784281317.17185,1784281321.3035269,1784281319.2368445,1784281321.303741,1784281321.511924,1784281321.4078326,1.422561,0.4998951270692495,1.416526964651459,1.2,-0.15090325,-0.25696725000000004,-0.0035224999999999996,0.00703825,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2203569,2381497,0,0,0,0,4
formal,down,52,36,1,73,2.3814052858993078,2.5119587621004067,0.5,1784281323.6907709,1784281325.1331599,19,True,1784281329.264977,1784281330.1295428,1784281330.129816,1784281330.3356428,1784281330.2327294,1.42390162,1784281330.335646,1784281334.449001,1784281332.3899112,1784281334.449242,1784281334.649885,1784281334.5495634,1.422561,0.49971385356349796,1.4232316936136358,1.2,-0.1512915,-0.25791600000000003,-0.00351675,0.0070485,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2208989,2437306,0,0,0,0,4
formal,down,28,37,0,74,-0.7518781429270609,-0.621324666725962,0.5,1784281366.977785,1784281368.405927,20,True,1784281372.511826,1784281373.377507,1784281373.3777332,1784281373.5878909,1784281373.482812,0.864864804,1784281373.587893,1784281377.6974661,1784281375.639914,1784281377.697682,1784281377.907618,1784281377.80265,0.898380201,0.4993479117778447,0.8816006475043554,0.8965855,0.31543625,0.5358545,0.00053625,-0.00217875,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4537472,4487421,0,0,0,0,4
formal,up,28,37,1,75,-0.7518781429270609,-0.8824316191281598,0.5,1784281380.0628748,1784281381.504668,21,True,1784281385.6182961,1784281386.4814138,1784281386.481643,1784281386.685934,1784281386.5837884,0.915808207,1784281386.685937,1784281390.8026628,1784281388.7442985,1784281390.802905,1784281391.013095,1784281390.908,0.914467591,0.499630976534342,0.9151383937187624,0.88775725,0.31594150000000004,0.53698475,0.00055625,-0.00225775,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4565334,4514098,0,0,0,0,4
sentinel,up,10,38,0,76,-3.1018407145468374,-3.2323941907479363,0.5,1784281417.644717,1784281419.0955431,22,True,1784281423.229525,1784281424.112972,1784281424.113204,1784281424.316712,1784281424.214958,0.0725608332,1784281424.316715,1784281428.444611,1784281426.3835604,1784281428.444823,1784281428.654971,1784281428.549897,0.0604952905,0.5002613566389537,0.06652490844031278,0.04403075,0.11060375,0.18790500000000002,0.0032912500000000003,-0.0065255,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-1686128,1583148,0,0,0,0,4
sentinel,down,10,38,1,77,-3.1018407145468374,-2.9712872383457385,0.5,1784281430.8031821,1784281432.243723,23,True,1784281436.367532,1784281437.24636,1784281437.2466,1784281437.4559062,1784281437.351253,0.0524515954,1784281437.455909,1784281441.58632,1784281439.518302,1784281441.586515,1784281441.786697,1784281441.686606,0.0712202174,0.49985525568159944,0.06183318974860129,0.040129500000000005,0.10584099999999999,0.17994675,0.0033185,-0.006503500000000001,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-1625407,1506591,0,0,0,0,4
sentinel,down,70,39,0,78,4.731367857519084,4.861921333720183,0.5,1784281528.692489,1784281530.124668,24,True,1784281534.266212,1784281535.1442509,1784281535.1444511,1784281535.347881,1784281535.2461662,0.561885621,1784281535.347884,1784281539.4873831,1784281537.4151978,1784281539.4876008,1784281539.693033,1784281539.5903168,0.537754535,0.4992993678394581,0.5498369850149204,0.54132175,-0.31099025,-0.52628775,-0.0006205000000000001,0.00235225,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4334137,4450752,0,0,0,0,4
