dmm_sequence_index,source_sequence_index,side,read_index,t_start_unix,t_end_unix,t_mid_unix,dc_dmm
0,54,pre,0,1784348317.3068411,1784348317.5072498,1784348317.4070454,1.4560764
1,54,pre,1,1784348317.508287,1784348317.713422,1784348317.6108546,1.44937332
2,54,pre,2,1784348317.7136068,1784348317.918792,1784348317.8161993,1.45741701
3,54,pre,3,1784348317.919023,1784348318.124156,1784348318.0215895,1.4735044
4,54,pre,4,1784348318.124428,1784348318.3274088,1784348318.2259183,1.45071393
5,54,pre,5,1784348318.3276129,1784348318.529452,1784348318.4285326,1.47484502
6,54,pre,6,1784348318.5296488,1784348318.7306051,1784348318.630127,1.4560764
7,54,pre,7,1784348318.730798,1784348318.934198,1784348318.832498,1.46009824
8,54,post,0,1784348337.523701,1784348337.725155,1784348337.624428,1.47216379
9,54,post,1,1784348337.725343,1784348337.930503,1784348337.8279228,1.42122038
10,54,post,2,1784348337.930708,1784348338.133813,1784348338.0322604,1.43596716
11,54,post,3,1784348338.134028,1784348338.3348439,1784348338.234436,1.45339517
12,54,post,4,1784348338.335051,1784348338.5399199,1784348338.4374855,1.4306047
13,54,post,5,1784348338.540149,1784348338.7418282,1784348338.6409886,1.422561
14,54,post,6,1784348338.742124,1784348338.947264,1784348338.8446941,1.44401085
15,54,post,7,1784348338.9474418,1784348339.1525388,1784348339.0499902,1.43730778
16,55,pre,0,1784348348.45083,1784348348.652815,1784348348.5518227,1.43328593
17,55,pre,1,1784348348.653016,1784348348.853765,1784348348.7533906,1.42926408
18,55,pre,2,1784348348.853952,1784348349.057993,1784348348.9559724,1.44132962
19,55,pre,3,1784348349.058201,1784348349.258889,1784348349.158545,1.44132962
20,55,pre,4,1784348349.259129,1784348349.464275,1784348349.361702,1.44267024
21,55,pre,5,1784348349.46451,1784348349.667201,1784348349.5658555,1.44401085
22,55,pre,6,1784348349.6674109,1784348349.868288,1784348349.7678494,1.4480327
23,55,pre,7,1784348349.868483,1784348350.073623,1784348349.9710531,1.46546071
24,55,post,0,1784348368.672731,1784348368.8778949,1784348368.775313,1.42122038
25,55,post,1,1784348368.8780942,1784348369.083235,1784348368.9806647,1.43462654
26,55,post,2,1784348369.083439,1784348369.28369,1784348369.1835647,1.4306047
27,55,post,3,1784348369.2839448,1784348369.489169,1784348369.3865569,1.41317669
28,55,post,4,1784348369.489402,1784348369.692108,1784348369.590755,1.43998901
29,55,post,5,1784348369.692296,1784348369.897444,1784348369.79487,1.44267024
30,55,post,6,1784348369.8976488,1784348370.098496,1784348369.9980724,1.41987977
31,55,post,7,1784348370.098752,1784348370.3007202,1784348370.199736,1.41183607
32,56,pre,0,1784348393.807542,1784348394.007854,1784348393.9076982,0.642322572
33,56,pre,1,1784348394.008057,1784348394.208241,1784348394.108149,0.603444712
34,56,pre,2,1784348394.208415,1784348394.413558,1784348394.3109865,0.618191487
35,56,pre,3,1784348394.4137821,1784348394.616215,1784348394.5149984,0.619532103
36,56,pre,4,1784348394.616684,1784348394.821852,1784348394.7192678,0.63025703
37,56,pre,5,1784348394.822093,1784348395.02643,1784348394.9242616,0.624894566
38,56,pre,6,1784348395.0266309,1784348395.229772,1784348395.1282015,0.62355395
39,56,pre,7,1784348395.22996,1784348395.435107,1784348395.3325334,0.598082249
40,56,post,0,1784348413.9982169,1784348414.201227,1784348414.099722,0.62355395
41,56,post,1,1784348414.201422,1784348414.406583,1784348414.3040025,0.600763481
42,56,post,2,1784348414.40675,1784348414.611875,1784348414.5093126,0.561885621
43,56,post,3,1784348414.612092,1784348414.817214,1784348414.714653,0.595401017
44,56,post,4,1784348414.817472,1784348415.022624,1784348414.920048,0.619532103
45,56,post,5,1784348415.0228329,1784348415.2248409,1784348415.123837,0.627575798
46,56,post,6,1784348415.2250218,1784348415.4301598,1784348415.327591,0.632938261
47,56,post,7,1784348415.430381,1784348415.635657,1784348415.533019,0.603444712
48,57,pre,0,1784348424.951496,1784348425.156637,1784348425.0540664,0.614169639
49,57,pre,1,1784348425.156847,1784348425.358144,1784348425.2574954,0.592719786
50,57,pre,2,1784348425.358342,1784348425.5592918,1784348425.458817,0.586016706
51,57,pre,3,1784348425.559508,1784348425.7646348,1784348425.6620715,0.610147792
52,57,pre,4,1784348425.7649229,1784348425.970082,1784348425.8675025,0.549820078
53,57,pre,5,1784348425.9702668,1784348426.172796,1784348426.0715313,0.58467609
54,57,pre,6,1784348426.173019,1784348426.3748322,1784348426.2739255,0.598082249
55,57,pre,7,1784348426.374992,1784348426.5801349,1784348426.4775634,0.603444712
56,57,post,0,1784348445.153677,1784348445.358804,1784348445.2562404,0.588697938
57,57,post,1,1784348445.359186,1784348445.5602272,1784348445.4597065,0.590038554
58,57,post,2,1784348445.560456,1784348445.765342,1784348445.662899,0.563226237
59,57,post,3,1784348445.765548,1784348445.966605,1784348445.8660765,0.567248084
60,57,post,4,1784348445.966888,1784348446.1720371,1784348446.0694625,0.575291779
61,57,post,5,1784348446.17229,1784348446.37744,1784348446.2748652,0.569929316
62,57,post,6,1784348446.377643,1784348446.582763,1784348446.4802032,0.565907468
63,57,post,7,1784348446.583025,1784348446.7881868,1784348446.685606,0.587357322
64,58,pre,0,1784348545.6517818,1784348545.853995,1784348545.7528884,-0.00251356623
65,58,pre,1,1784348545.855851,1784348546.058646,1784348545.9572484,0.00150819284
66,58,pre,2,1784348546.058828,1784348546.263965,1784348546.1613965,0.00553017459
67,58,pre,3,1784348546.264145,1784348546.467129,1784348546.3656368,0.0068708818
68,58,pre,4,1784348546.4673128,1784348546.669548,1784348546.5684304,0.0162549673
69,58,pre,5,1784348546.669743,1784348546.8733451,1784348546.771544,0.0149143514
70,58,pre,6,1784348546.873557,1784348547.078699,1784348546.976128,0.0162549673
71,58,pre,7,1784348547.078897,1784348547.2820601,1784348547.1804786,-0.00787584694
72,58,post,0,1784348565.8293781,1784348566.031189,1784348565.9302835,0.0537922112
73,58,post,1,1784348566.03159,1784348566.236767,1784348566.1341786,0.00553004041
74,58,post,2,1784348566.236939,1784348566.441517,1784348566.3392282,0.0524515954
75,58,post,3,1784348566.441687,1784348566.6468182,1784348566.5442526,0.0430672844
76,58,post,4,1784348566.6470022,1784348566.849065,1784348566.7480335,0.0229580465
77,58,post,5,1784348566.84925,1784348567.054368,1784348566.951809,0.0202768148
78,58,post,6,1784348567.054555,1784348567.259678,1784348567.1571164,0.00955188798
