window_sequence_index,source_sequence_index,window_index,role,direction,grid_index,target_ordinal,pair_position,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
0,54,0,sentinel,down,60,27,0,3.4258330955080973,1784348318.934386,1784348321.254449,1784348320.0944176,1.2,-0.28838,-0.493058,-0.001666,0.004996,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4092947,4311017,0,0,0,0,1,1,1784348318.934386
1,54,1,sentinel,down,60,27,0,3.4258330955080973,1784348321.254983,1784348323.581204,1784348322.4180934,1.2,-0.289128,-0.494544,-0.001678,0.00493,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4165185,4365217,0,0,0,0,1,1,1784348321.254983
2,54,2,sentinel,down,60,27,0,3.4258330955080973,1784348323.581486,1784348325.909191,1784348324.7453384,1.2,-0.289841,-0.495733,-0.001626,0.004868,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4144776,4353107,0,0,0,0,1,1,1784348323.581486
3,54,3,sentinel,down,60,27,0,3.4258330955080973,1784348325.9094348,1784348328.231979,1784348327.0707068,1.2,-0.29051,-0.49701,-0.001596,0.00492,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4222942,4316861,0,0,0,0,1,1,1784348325.9094348
4,54,4,sentinel,down,60,27,0,3.4258330955080973,1784348328.2322361,1784348330.5503428,1784348329.3912895,1.2,-0.291268,-0.49817,-0.0017,0.004876,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4118268,4295519,0,0,0,0,1,1,1784348328.2322361
5,54,5,sentinel,down,60,27,0,3.4258330955080973,1784348330.5505202,1784348332.873145,1784348331.7118325,1.2,-0.292178,-0.499995,-0.001634,0.004848,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4132072,4271045,0,0,0,0,1,1,1784348330.5505202
6,54,6,sentinel,down,60,27,0,3.4258330955080973,1784348332.8733912,1784348335.19556,1784348334.0344756,1.2,-0.292757,-0.500791,-0.001619,0.004841,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4215490,4381647,0,0,0,0,1,1,1784348332.8733912
7,54,7,sentinel,down,60,27,0,3.4258330955080973,1784348335.195786,1784348337.523432,1784348336.3596091,1.2,-0.293611,-0.502544,-0.001585,0.004828,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4227092,4286119,0,0,0,0,1,1,1784348335.195786
8,55,0,sentinel,up,60,27,1,3.4258330955080973,1784348350.0738418,1784348352.404272,1784348351.239057,1.2,-0.297071,-0.508539,-0.001528,0.004808,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4227600,4380461,0,0,0,0,1,1,1784348350.0738418
9,55,1,sentinel,up,60,27,1,3.4258330955080973,1784348352.4045131,1784348354.725455,1784348353.564984,1.2,-0.29787,-0.509953,-0.001491,0.004692,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4228023,4340827,0,0,0,0,1,1,1784348352.4045131
10,55,2,sentinel,up,60,27,1,3.4258330955080973,1784348354.725714,1784348357.045526,1784348355.88562,1.2,-0.298167,-0.510382,-0.001469,0.0047,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4263338,4416877,0,0,0,0,1,1,1784348354.725714
11,55,3,sentinel,up,60,27,1,3.4258330955080973,1784348357.045781,1784348359.373673,1784348358.2097268,1.2,-0.298808,-0.511473,-0.001477,0.004769,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4244368,4407476,0,0,0,0,1,1,1784348357.045781
12,55,4,sentinel,up,60,27,1,3.4258330955080973,1784348359.374109,1784348361.7006521,1784348360.5373807,1.2,-0.299337,-0.512469,-0.001507,0.004701,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4283155,4418486,0,0,0,0,1,1,1784348359.374109
13,55,5,sentinel,up,60,27,1,3.4258330955080973,1784348361.700951,1784348364.017292,1784348362.8591216,1.2,-0.299962,-0.513436,-0.001481,0.004602,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4294757,4440335,0,0,0,0,1,1,1784348361.700951
14,55,6,sentinel,up,60,27,1,3.4258330955080973,1784348364.0175118,1784348366.34236,1784348365.179936,1.2,-0.300147,-0.51393,-0.001419,0.004691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4306783,4408408,0,0,0,0,1,1,1784348364.0175118
15,55,7,sentinel,up,60,27,1,3.4258330955080973,1784348366.3427489,1784348368.672448,1784348367.5075984,1.2,-0.300461,-0.514424,-0.001411,0.004646,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4288321,4436863,0,0,0,0,1,1,1784348366.3427489
16,56,0,formal,up,73,28,0,5.123028286122381,1784348395.435292,1784348397.760701,1784348396.5979965,0.601478,-0.39347,-0.668308,0.004055,-0.00489,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5562868,5577688,0,0,0,0,1,1,1784348395.435292
17,56,1,formal,up,73,28,0,5.123028286122381,1784348397.7609768,1784348400.074792,1784348398.9178843,0.598359,-0.392987,-0.667514,0.004092,-0.004961,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5535344,5559734,0,0,0,0,1,1,1784348397.7609768
18,56,2,formal,up,73,28,0,5.123028286122381,1784348400.075038,1784348402.393548,1784348401.234293,0.595957,-0.392623,-0.667061,0.004109,-0.004937,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5580906,5538647,0,0,0,0,1,1,1784348400.075038
19,56,3,formal,up,73,28,0,5.123028286122381,1784348402.393793,1784348404.716418,1784348403.5551057,0.593524,-0.392217,-0.666564,0.004075,-0.005072,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5566171,5562529,0,0,0,0,1,1,1784348402.393793
20,56,4,formal,up,73,28,0,5.123028286122381,1784348404.716736,1784348407.038272,1784348405.8775039,0.591431,-0.391959,-0.666294,0.004141,-0.004994,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5579128,5594626,0,0,0,0,1,1,1784348404.716736
21,56,5,formal,up,73,28,0,5.123028286122381,1784348407.0384698,1784348409.354701,1784348408.1965854,0.588979,-0.391477,-0.665452,0.004146,-0.005024,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5554738,5541950,0,0,0,0,1,1,1784348407.0384698
22,56,6,formal,up,73,28,0,5.123028286122381,1784348409.355058,1784348411.679845,1784348410.5174515,0.5871,-0.391404,-0.665321,0.004131,-0.005013,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5605212,5517391,0,0,0,0,1,1,1784348409.355058
23,56,7,formal,up,73,28,0,5.123028286122381,1784348411.6801019,1784348413.99784,1784348412.838971,0.584558,-0.390692,-0.664224,0.004215,-0.005038,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5556008,5541950,0,0,0,0,1,1,1784348411.6801019
24,57,0,formal,down,73,28,1,5.123028286122381,1784348426.580331,1784348428.899136,1784348427.7397337,0.572044,-0.388479,-0.660799,0.004184,-0.005251,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5586411,5483600,0,0,0,0,1,1,1784348426.580331
25,57,1,formal,down,73,28,1,5.123028286122381,1784348428.899382,1784348431.222982,1784348430.061182,0.570926,-0.388618,-0.661028,0.004187,-0.005232,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5485633,5481144,0,0,0,0,1,1,1784348428.899382
26,57,2,formal,down,73,28,1,5.123028286122381,1784348431.2232661,1784348433.539479,1784348432.3813725,0.568981,-0.388089,-0.6602,0.004228,-0.005193,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5529840,5509515,0,0,0,0,1,1,1784348431.2232661
27,57,3,formal,down,73,28,1,5.123028286122381,1784348433.5397491,1784348435.859259,1784348434.699504,0.567478,-0.387901,-0.659928,0.004175,-0.005205,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5531533,5501723,0,0,0,0,1,1,1784348433.5397491
28,57,4,formal,down,73,28,1,5.123028286122381,1784348435.8597062,1784348438.177716,1784348437.018711,0.565562,-0.387383,-0.658999,0.004254,-0.005226,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5541696,5495541,0,0,0,0,1,1,1784348435.8597062
29,57,5,formal,down,73,28,1,5.123028286122381,1784348438.177927,1784348440.501607,1784348439.339767,0.564157,-0.387275,-0.658733,0.004259,-0.005273,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5495626,5493339,0,0,0,0,1,1,1784348438.177927
30,57,6,formal,down,73,28,1,5.123028286122381,1784348440.501856,1784348442.8260942,1784348441.6639752,0.562711,-0.387037,-0.65838,0.004217,-0.005239,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5505026,5474115,0,0,0,0,1,1,1784348440.501856
31,57,7,formal,down,73,28,1,5.123028286122381,1784348442.826398,1784348445.153452,1784348443.989925,0.561094,-0.386701,-0.657912,0.004227,-0.005298,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5513156,5479027,0,0,0,0,1,1,1784348442.826398
32,58,0,formal,down,7,29,0,-3.4935011431501337,1784348547.282332,1784348549.600542,1784348548.441437,0.004838,-0.047169,-0.080619,0.004928,-0.008701,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-823586,701213,0,0,0,0,1,1,1784348547.282332
33,58,1,formal,down,7,29,0,-3.4935011431501337,1784348549.6016269,1784348551.9233909,1784348550.7625089,0.005317,-0.04915,-0.08406,0.004944,-0.008728,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-891336,720183,0,0,0,0,1,1,1784348549.6016269
34,58,2,formal,down,7,29,0,-3.4935011431501337,1784348551.923681,1784348554.2418659,1784348553.0827734,0.005791,-0.051031,-0.087271,0.004961,-0.008747,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-903700,741354,0,0,0,0,1,1,1784348551.923681
35,58,3,formal,down,7,29,0,-3.4935011431501337,1784348554.242145,1784348556.559799,1784348555.400972,0.006257,-0.052725,-0.090205,0.00497,-0.008749,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-931139,768031,0,0,0,0,1,1,1784348554.242145
36,58,4,formal,down,7,29,0,-3.4935011431501337,1784348556.56005,1784348558.8801112,1784348557.7200806,0.006686,-0.054439,-0.093105,0.004967,-0.008761,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-940709,798010,0,0,0,0,1,1,1784348556.56005
37,58,5,formal,down,7,29,0,-3.4935011431501337,1784348558.880363,1784348561.197803,1784348560.039083,0.007148,-0.055998,-0.095808,0.004983,-0.008777,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-977294,815879,0,0,0,0,1,1,1784348558.880363
38,58,6,formal,down,7,29,0,-3.4935011431501337,1784348561.198101,1784348563.513682,1784348562.3558915,0.007573,-0.057549,-0.098418,0.004988,-0.008796,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-981443,831801,0,0,0,0,1,1,1784348561.198101
39,58,7,formal,down,7,29,0,-3.4935011431501337,1784348563.514154,1784348565.829152,1784348564.671653,0.008003,-0.05896,-0.100833,0.004997,-0.008796,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-998720,862712,0,0,0,0,1,1,1784348563.514154
40,59,0,formal,up,7,29,1,-3.4935011431501337,1784348578.408243,1784348580.732694,1784348579.5704684,0.010721,-0.067382,-0.115312,0.005075,-0.008849,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1125412,980173,0,0,0,0,1,1,1784348578.408243
41,59,1,formal,up,7,29,1,-3.4935011431501337,1784348580.733834,1784348583.052542,1784348581.893188,0.011127,-0.068577,-0.117279,0.005065,-0.008854,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1123888,993300,0,0,0,0,1,1,1784348580.733834
42,59,2,formal,up,7,29,1,-3.4935011431501337,1784348583.052774,1784348585.371901,1784348584.2123375,0.011503,-0.069643,-0.119272,0.00508,-0.00887,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1159795,1007697,0,0,0,0,1,1,1784348583.052774
43,59,3,formal,up,7,29,1,-3.4935011431501337,1784348585.372135,1784348587.691314,1784348586.5317245,0.011884,-0.07077,-0.121127,0.005085,-0.008872,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1187319,1016165,0,0,0,0,1,1,1784348585.372135
44,59,4,formal,up,7,29,1,-3.4935011431501337,1784348587.692472,1784348590.0062258,1784348588.849349,0.012281,-0.071834,-0.123036,0.005086,-0.008886,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1186641,1029631,0,0,0,0,1,1,1784348587.692472
45,59,5,formal,up,7,29,1,-3.4935011431501337,1784348590.006519,1784348592.327918,1784348591.1672187,0.012654,-0.072868,-0.124717,0.005083,-0.008896,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1216367,1050887,0,0,0,0,1,1,1784348590.006519
46,59,6,formal,up,7,29,1,-3.4935011431501337,1784348592.328504,1784348594.64936,1784348593.4889321,0.01302,-0.073807,-0.126393,0.005092,-0.00888,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1215858,1055122,0,0,0,0,1,1,1784348592.328504
47,59,7,formal,up,7,29,1,-3.4935011431501337,1784348594.649965,1784348596.971195,1784348595.81058,0.013407,-0.074837,-0.128082,0.005088,-0.008877,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1237792,1074176,0,0,0,0,1,1,1784348594.649965
48,60,0,formal,up,34,30,0,0.031442714279531714,1784348645.3964999,1784348647.732961,1784348646.5647304,1.102255,0.387952,0.662365,-0.000391,-0.000964,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5675756,5479366,0,0,0,0,1,1,1784348645.3964999
49,60,1,formal,up,34,30,0,0.031442714279531714,1784348647.734161,1784348650.057132,1784348648.8956466,1.103556,0.387582,0.661792,-0.000401,-0.000958,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5646708,5568373,0,0,0,0,1,1,1784348647.734161
50,60,2,formal,up,34,30,0,0.031442714279531714,1784348650.057376,1784348652.3959198,1784348651.2266479,1.104045,0.386987,0.661109,-0.000418,-0.000973,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5566679,5558041,0,0,0,0,1,1,1784348650.057376
51,60,3,formal,up,34,30,0,0.031442714279531714,1784348652.396223,1784348654.733824,1784348653.5650234,1.105448,0.386792,0.660972,-0.000456,-0.000959,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5551266,5536615,0,0,0,0,1,1,1784348652.396223
52,60,4,formal,up,34,30,0,0.031442714279531714,1784348654.734112,1784348657.058536,1784348655.8963242,1.10644,0.386663,0.660691,-0.000432,-0.001039,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5529247,5445999,0,0,0,0,1,1,1784348654.734112
53,60,5,formal,up,34,30,0,0.031442714279531714,1784348657.058811,1784348659.398211,1784348658.2285109,1.107924,0.386604,0.660901,-0.000435,-0.000888,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5579212,5484786,0,0,0,0,1,1,1784348657.058811
54,60,6,formal,up,34,30,0,0.031442714279531714,1784348659.39847,1784348661.725984,1784348660.562227,1.108623,0.386383,0.660557,-0.000405,-0.000923,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5523234,5460227,0,0,0,0,1,1,1784348659.39847
55,60,7,formal,up,34,30,0,0.031442714279531714,1784348661.727169,1784348664.07213,1784348662.8996496,1.109526,0.386344,0.660478,-0.000454,-0.000856,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5513241,5500707,0,0,0,0,1,1,1784348661.727169
56,61,0,formal,down,34,30,1,0.031442714279531714,1784348676.774425,1784348679.108246,1784348677.9413357,1.113043,0.385437,0.659426,-0.000421,-0.000844,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-5543898,5532634,0,0,0,0,1,1,1784348676.774425
