transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
0,sentinel,down,60,27,0,54,3.4258330955080973,3.5563865717091963,1784348311.525224,1784348315.627635,1784348317.303842,1784348316.4657385,1.2,-0.2865,-0.490065,-0.001673,0.004952,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4102517,4225737,0,0,0,0,1,1,1784348315.627635
1,sentinel,up,60,27,1,55,3.4258330955080973,3.2952796193069984,1784348342.716692,1784348346.7842681,1784348348.45054,1784348347.617404,1.2,-0.296267,-0.50745,-0.001476,0.004646,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4205751,4345316,0,0,0,0,1,1,1784348346.7842681
2,formal,up,73,28,0,56,5.123028286122381,4.992474809921282,1784348388.0688262,1784348392.1391208,1784348393.807295,1784348392.973208,0.605819,-0.393906,-0.669151,0.004162,-0.004983,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5562952,5566171,0,0,0,0,1,1,1784348392.1391208
3,formal,down,73,28,1,57,5.123028286122381,5.2535817623234795,1784348419.19821,1784348423.2837481,1784348424.951232,1784348424.11749,0.575106,-0.389389,-0.662488,0.004276,-0.005204,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5569219,5446761,0,0,0,0,1,1,1784348423.2837481
4,formal,down,7,29,0,58,-3.4935011431501337,-3.362947666949035,1784348539.9061089,1784348543.981687,1784348545.6507149,1784348544.816201,0.003991,-0.043918,-0.075045,0.004891,-0.00871,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-799535,641762,0,0,0,0,1,1,1784348543.981687
5,formal,up,7,29,1,59,-3.4935011431501337,-3.6240546193512326,1784348571.033351,1784348575.107105,1784348576.7689931,1784348575.938049,0.010004,-0.065654,-0.112349,0.005072,-0.008854,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1109406,930462,0,0,0,0,1,1,1784348575.107105
6,formal,up,34,30,0,60,0.031442714279531714,-0.0991107619215672,1784348637.931125,1784348642.067231,1784348643.752637,1784348642.909934,1.09954,0.388205,0.663083,-0.000511,-0.000887,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5584717,5549657,0,0,0,0,1,1,1784348642.067231
7,formal,down,34,30,1,61,0.031442714279531714,0.16199619048063063,1784348669.3295228,1784348673.448318,1784348675.11308,1784348674.280699,1.113505,0.385685,0.660308,-0.000593,-0.000731,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5519423,5435328,0,0,0,0,1,1,1784348673.448318
8,formal,down,46,31,0,62,1.5980844286927152,1.728637904893814,1784348716.532875,1784348720.652722,1784348722.3398972,1784348721.4963095,1.2,0.121009,0.207875,-0.003953,0.006704,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1795544,1921559,0,0,0,0,1,1,1784348720.652722
9,formal,up,46,31,1,63,1.5980844286927152,1.4675309524916162,1784348747.956141,1784348752.090358,1784348753.757013,1784348752.9236856,1.2,0.113056,0.194802,-0.004084,0.00688,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1655725,1837295,0,0,0,0,1,1,1784348752.090358
