role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,dmm_pre_read_count,dmm_post_read_count,discard_read_attempt_count,formal_read_retry_count,t_acq_first_attempt_start_unix
sentinel,down,60,27,0,54,3.4258330955080973,3.5563865717091963,0.5,1784348310.09073,1784348311.525224,0,True,1784348315.627635,1784348317.303842,1784348317.3068411,1784348318.934198,1784348318.1215954,1.45976309,1784348318.934386,1784348337.523432,1784348328.2282205,1784348337.523701,1784348339.1525388,1784348338.3365257,1.4396538537499999,0.4999584431976185,1.449709307550557,1.2,-0.29095912500000004,-0.497730625,-0.0016380000000000001,0.004888375,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4227092,4381647,0,0,0,0,8,8,8,1,0,1784348318.934386
sentinel,up,60,27,1,55,3.4258330955080973,3.2952796193069984,0.5,1784348341.298023,1784348342.716692,1,True,1784348346.7842681,1784348348.45054,1784348348.45083,1784348350.073623,1784348349.2607737,1.44317296875,1784348350.0738418,1784348368.672448,1784348359.3729281,1784348368.672731,1784348370.3007202,1784348369.4886916,1.426750425,0.49991079304236885,1.4349631618801644,1.2,-0.298977875,-0.51182575,-0.001472875,0.0047011250000000004,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4306783,4440335,0,0,0,0,8,8,8,1,0,1784348350.0738418
formal,up,73,28,0,56,5.123028286122381,4.992474809921282,0.5,1784348386.641975,1784348388.0688262,2,True,1784348392.1391208,1784348393.807295,1784348393.807542,1784348395.435107,1784348394.618262,0.620034833625,1784348395.435292,1784348413.99784,1784348404.7169738,1784348413.9982169,1784348415.635657,1784348414.816523,0.608136867875,0.49997926642131596,0.614086097437409,0.59267325,-0.39210362499999996,-0.66634225,0.004120499999999999,-0.004991125000000001,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5605212,5594626,0,0,0,0,8,8,8,1,0,1784348395.435292
formal,down,73,28,1,57,5.123028286122381,5.2535817623234795,0.5,1784348417.77459,1784348419.19821,3,True,1784348423.2837481,1784348424.951232,1784348424.951496,1784348426.5801349,1784348425.7653716,0.5923846315,1784348426.580331,1784348445.153452,1784348435.8617713,1784348445.153677,1784348446.7881868,1784348445.9693825,0.57596208725,0.49972254530835586,0.5841779158869509,0.566619125,-0.387685375,-0.6594973749999999,0.004216375,-0.0052396249999999995,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5586411,5509515,0,0,0,0,8,8,8,1,0,1784348426.580331
formal,down,7,29,0,58,-3.4935011431501337,-3.362947666949035,0.5,1784348538.483403,1784348539.9061089,4,True,1784348543.981687,1784348545.6507149,1784348545.6517818,1784348547.2820601,1784348546.466719,0.0063680152575,1784348547.282332,1784348565.829152,1784348556.5593,1784348565.8293781,1784348567.465087,1784348566.645927,0.03418570433625,0.5001475287623783,0.02028096370611701,0.006451625,-0.053377625,-0.09128987499999999,0.0049672499999999994,-0.008756874999999999,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-998720,862712,0,0,0,0,8,8,8,1,0,1784348547.282332
formal,up,7,29,1,59,-3.4935011431501337,-3.6240546193512326,0.5,1784348569.6091719,1784348571.033351,5,True,1784348575.107105,1784348576.7689931,1784348576.7696068,1784348578.408034,1784348577.5886688,0.0273150480625,1784348578.408243,1784348596.971195,1784348587.6904747,1784348596.97146,1784348598.604912,1784348597.7876315,0.03016388495375,0.500115084184376,0.02873979436419505,0.012074624999999999,-0.07121475,-0.12190225,0.0050817499999999995,-0.008873,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-1237792,1074176,0,0,0,0,8,8,8,1,0,1784348578.408243
formal,up,34,30,0,60,0.031442714279531714,-0.0991107619215672,0.5,1784348636.4983401,1784348637.931125,6,True,1784348642.067231,1784348643.752637,1784348643.7537978,1784348645.396296,1784348644.577447,1.1246091274999999,1784348645.3964999,1784348664.07213,1784348654.729845,1784348664.072414,1784348665.731344,1784348664.8979821,1.1264524737500001,0.4996127325402824,1.1255300867569804,1.105977125,0.386913375,0.6611081249999999,-0.000424,-0.0009450000000000001,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5675756,5568373,0,0,0,0,8,8,8,1,0,1784348645.3964999
formal,down,34,30,1,61,0.031442714279531714,0.16199619048063063,0.5,1784348667.883601,1784348669.3295228,7,True,1784348673.448318,1784348675.11308,1784348675.114181,1784348676.774164,1784348675.9446745,1.1381828600000001,1784348676.774425,1784348695.482965,1784348686.133596,1784348695.4831738,1784348697.135582,1784348696.3100286,1.14941052,0.500306619810611,1.143800132622983,1.114636125,0.385267375,0.659239,-0.0004325,-0.000855375,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5553552,5532634,0,0,0,0,8,8,8,1,0,1784348676.774425
formal,down,46,31,0,62,1.5980844286927152,1.728637904893814,0.5,1784348715.08286,1784348716.532875,8,True,1784348720.652722,1784348722.3398972,1784348722.340962,1784348723.975452,1784348723.158232,1.665547625,1784348723.975672,1784348742.678645,1784348733.3278413,1784348742.679821,1784348744.3407218,1784348743.506362,1.6812998625,0.499781027267949,1.6734202944395187,1.2,0.11742612499999999,0.201848375,-0.0039813750000000005,0.006751625,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-1810195,1903182,0,0,0,0,8,8,8,1,0,1784348723.975672
formal,up,46,31,1,63,1.5980844286927152,1.4675309524916162,0.5,1784348746.530122,1784348747.956141,9,True,1784348752.090358,1784348753.757013,1784348753.757558,1784348755.424076,1784348754.5923696,1.6797916675,1784348755.4243178,1784348774.081878,1784348764.7549767,1784348774.0829818,1784348775.730527,1784348774.907594,1.6715803949999999,0.5002458741454625,1.6756840123103909,1.2,0.111185375,0.191338125,-0.004032,0.006850749999999999,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-1736856,1884128,0,0,0,0,8,8,8,1,0,1784348755.4243178
formal,up,77,32,0,64,5.6452421909267745,5.514688714725676,0.5,1784348818.124362,1784348819.566847,10,True,1784348823.69054,1784348825.374279,1784348825.375343,1784348827.012718,1784348826.1979668,0.38190794225,1784348827.0129101,1784348845.682463,1784348836.3580413,1784348845.682852,1784348847.34004,1784348846.5143924,0.362469012375,0.5000916347941837,0.37218669603016175,0.35730137500000003,-0.334935,-0.5686165,0.00245975,-0.002462375,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4796107,4808895,0,0,0,0,8,8,8,1,0,1784348827.0129101
