sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
678,98,25,-0.621324666725962,-0.7518781429270605,-0.13055347620109847,1784350496.4173398,1784350497.8550122,1784350497.136176,0.817943249,"[dac] CH_A set to -0.752 V (code=30304)
"
679,98,26,-0.7518781429270605,-0.8824316191281594,-0.13055347620109892,1784350497.8552,1784350499.301683,1784350498.5784416,0.753593688,"[dac] CH_A set to -0.882 V (code=29876)
"
680,99,0,-1.0129850953292583,-1.0782618334298077,-0.06527673810054946,1784350527.7841852,1784350529.222877,1784350528.503531,0.639641341,"[dac] CH_A set to -1.078 V (code=29234)
"
681,99,1,-1.0782618334298077,-1.1435385715303572,-0.06527673810054946,1784350529.2231538,1784350530.6523352,1784350529.9377446,0.624894566,"[dac] CH_A set to -1.143 V (code=29021)
"
682,100,0,-1.0129850953292583,-1.143538571530357,-0.1305534762010987,1784350559.1902359,1784350560.619877,1784350559.9050565,0.577973011,"[dac] CH_A set to -1.143 V (code=29021)
"
683,100,1,-1.143538571530357,-1.2740920477314557,-0.1305534762010987,1784350560.620098,1784350562.0681531,1784350561.3441257,0.520326529,"[dac] CH_A set to -1.274 V (code=28593)
"
684,100,2,-1.2740920477314557,-1.4046455239325544,-0.1305534762010987,1784350562.068394,1784350563.50937,1784350562.788882,0.470723743,"[dac] CH_A set to -1.405 V (code=28165)
"
685,100,3,-1.4046455239325544,-1.535199000133653,-0.1305534762010987,1784350563.509645,1784350564.936521,1784350564.223083,0.445252041,"[dac] CH_A set to -1.535 V (code=27737)
"
686,100,4,-1.535199000133653,-1.6657524763347518,-0.1305534762010987,1784350564.936723,1784350566.3756218,1784350565.6561723,0.376880633,"[dac] CH_A set to -1.666 V (code=27309)
"
687,100,5,-1.6657524763347518,-1.7963059525358505,-0.1305534762010987,1784350566.37583,1784350567.812428,1784350567.094129,0.284378139,"[dac] CH_A set to -1.796 V (code=26881)
"
688,100,6,-1.7963059525358505,-1.9268594287369492,-0.1305534762010987,1784350567.812674,1784350569.25362,1784350568.5331469,0.261587669,"[dac] CH_A set to -1.927 V (code=26454)
"
689,100,7,-1.9268594287369492,-2.057412904938048,-0.1305534762010987,1784350569.2538161,1784350570.695136,1784350569.974476,0.222709809,"[dac] CH_A set to -2.057 V (code=26026)
"
690,100,8,-2.057412904938048,-2.1879663811391463,-0.13055347620109847,1784350570.695337,1784350572.143923,1784350571.41963,0.169085175,"[dac] CH_A set to -2.188 V (code=25598)
"
