window_sequence_index,source_sequence_index,window_index,role,direction,grid_index,target_ordinal,pair_position,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
10,1,2,sentinel,down,0,0,1,-4.407375476557824,1784345464.065313,1784345466.391606,1784345465.2284596,0.299125,-0.313297,-0.535404,0.005374,-0.008126,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4555341,4414759,0,0,0,0,1,1,1784345464.065313
11,1,3,sentinel,down,0,0,1,-4.407375476557824,1784345466.392182,1784345468.731502,1784345467.561842,0.300607,-0.313928,-0.536443,0.00537,-0.008112,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4573210,4416707,0,0,0,0,1,1,1784345466.392182
12,1,4,sentinel,down,0,0,1,-4.407375476557824,1784345468.731785,1784345471.064408,1784345469.8980966,0.302042,-0.314558,-0.537486,0.005419,-0.008136,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4536455,4428733,0,0,0,0,1,1,1784345468.731785
13,1,5,sentinel,down,0,0,1,-4.407375476557824,1784345471.06463,1784345473.407784,1784345472.236207,0.303531,-0.315089,-0.538506,0.005391,-0.008109,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4570415,4454986,0,0,0,0,1,1,1784345471.06463
14,1,6,sentinel,down,0,0,1,-4.407375476557824,1784345473.4080498,1784345475.737037,1784345474.5725434,0.304971,-0.315725,-0.539659,0.005346,-0.008157,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4562454,4441267,0,0,0,0,1,1,1784345473.4080498
15,1,7,sentinel,down,0,0,1,-4.407375476557824,1784345475.737309,1784345478.080339,1784345476.908824,0.306371,-0.316363,-0.540751,0.005403,-0.008116,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4642061,4451514,0,0,0,0,1,1,1784345475.737309
16,2,0,sentinel,down,80,1,0,6.036902619530071,1784345604.2791822,1784345606.610948,1784345605.445065,0.299388,-0.314516,-0.534224,0.005166,-0.007774,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4515537,4422974,0,0,0,0,1,1,1784345604.2791822
17,2,1,sentinel,down,80,1,0,6.036902619530071,1784345606.6111722,1784345608.9565928,1784345607.7838826,0.295951,-0.313019,-0.531913,0.005184,-0.007869,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4474972,4397653,0,0,0,0,1,1,1784345606.6111722
18,2,2,sentinel,down,80,1,0,6.036902619530071,1784345608.9568799,1784345611.278961,1784345610.1179204,0.292739,-0.311594,-0.52955,0.005274,-0.007855,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4470822,4388760,0,0,0,0,1,1,1784345608.9568799
19,2,3,sentinel,down,80,1,0,6.036902619530071,1784345611.279423,1784345613.6177769,1784345612.4485998,0.289823,-0.310447,-0.527539,0.00523,-0.007903,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4446517,4375464,0,0,0,0,1,1,1784345611.279423
20,2,4,sentinel,down,80,1,0,6.036902619530071,1784345613.6180348,1784345615.96266,1784345614.7903476,0.287017,-0.309277,-0.525758,0.005236,-0.007876,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4429580,4347518,0,0,0,0,1,1,1784345613.6180348
21,2,5,sentinel,down,80,1,0,6.036902619530071,1784345615.962921,1784345618.287671,1784345617.125296,0.284173,-0.308016,-0.523603,0.005272,-0.007944,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4405274,4336678,0,0,0,0,1,1,1784345615.962921
22,2,6,sentinel,down,80,1,0,6.036902619530071,1784345618.2879539,1784345620.638592,1784345619.463273,0.281543,-0.30695,-0.521757,0.005218,-0.007982,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4398245,4339642,0,0,0,0,1,1,1784345618.2879539
23,2,7,sentinel,down,80,1,0,6.036902619530071,1784345620.6388521,1784345622.974692,1784345621.8067722,0.278933,-0.305769,-0.519719,0.005244,-0.007977,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4377158,4300093,0,0,0,0,1,1,1784345620.6388521
24,3,0,sentinel,up,80,1,1,6.036902619530071,1784345635.671529,1784345638.014395,1784345636.842962,0.264349,-0.299175,-0.508693,0.005371,-0.008073,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4295265,4203210,0,0,0,0,1,1,1784345635.671529
25,3,1,sentinel,up,80,1,1,6.036902619530071,1784345638.014647,1784345640.3399649,1784345639.177306,0.262455,-0.298396,-0.507404,0.005331,-0.008113,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4299669,4196435,0,0,0,0,1,1,1784345638.014647
26,3,2,sentinel,up,80,1,1,6.036902619530071,1784345640.340263,1784345642.669993,1784345641.505128,0.260293,-0.297296,-0.5056,0.005357,-0.008109,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4262576,4152567,0,0,0,0,1,1,1784345640.340263
27,3,3,sentinel,up,80,1,1,6.036902619530071,1784345642.6704671,1784345645.006583,1784345643.838525,0.25838,-0.296488,-0.504133,0.005308,-0.008111,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4308985,4147570,0,0,0,0,1,1,1784345642.6704671
28,3,4,sentinel,up,80,1,1,6.036902619530071,1784345645.00686,1784345647.350146,1784345646.178503,0.256354,-0.295406,-0.502365,0.00531,-0.008093,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4306613,4170605,0,0,0,0,1,1,1784345645.00686
29,3,5,sentinel,up,80,1,1,6.036902619530071,1784345647.350425,1784345649.688512,1784345648.5194685,0.254421,-0.294482,-0.500794,0.005309,-0.008125,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4212610,4128346,0,0,0,0,1,1,1784345647.350425
30,3,6,sentinel,up,80,1,1,6.036902619530071,1784345649.6887941,1784345652.0219252,1784345650.8553596,0.252589,-0.293582,-0.499306,0.005338,-0.00814,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4223366,4125382,0,0,0,0,1,1,1784345649.6887941
31,3,7,sentinel,up,80,1,1,6.036902619530071,1784345652.0222778,1784345654.371113,1784345653.1966953,0.250917,-0.292943,-0.498103,0.005356,-0.008071,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4196689,4120386,0,0,0,0,1,1,1784345652.0222778
32,4,0,formal,up,18,2,0,-2.057412904938048,1784345754.494859,1784345756.837169,1784345755.666014,0.183234,0.256087,0.43659,0.001971,-0.004901,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3683567,3608450,0,0,0,0,1,1,1784345754.494859
33,4,1,formal,up,18,2,0,-2.057412904938048,1784345756.837476,1784345759.163023,1784345758.0002494,0.181192,0.254774,0.434337,0.00206,-0.004906,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3688564,3586092,0,0,0,0,1,1,1784345756.837476
34,4,2,formal,up,18,2,0,-2.057412904938048,1784345759.16326,1784345761.495501,1784345760.3293805,0.179484,0.253775,0.432687,0.002036,-0.004951,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3667985,3581011,0,0,0,0,1,1,1784345759.16326
35,4,3,formal,up,18,2,0,-2.057412904938048,1784345761.49576,1784345763.832833,1784345762.6642966,0.177784,0.252709,0.430883,0.00208,-0.004983,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3667816,3561448,0,0,0,0,1,1,1784345761.49576
36,4,4,formal,up,18,2,0,-2.057412904938048,1784345763.833075,1784345766.179034,1784345765.0060544,0.176232,0.25183,0.429424,0.002123,-0.005027,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3639784,3525964,0,0,0,0,1,1,1784345763.833075
37,4,5,formal,up,18,2,0,-2.057412904938048,1784345766.179379,1784345768.512011,1784345767.345695,0.174705,0.250799,0.427786,0.002172,-0.005044,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3640546,3513769,0,0,0,0,1,1,1784345766.179379
38,4,6,formal,up,18,2,0,-2.057412904938048,1784345768.5122519,1784345770.8541608,1784345769.6832063,0.173237,0.24985,0.4262,0.002129,-0.005048,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3608111,3512499,0,0,0,0,1,1,1784345768.5122519
39,4,7,formal,up,18,2,0,-2.057412904938048,1784345770.854482,1784345773.188382,1784345772.021432,0.171874,0.248969,0.424752,0.002162,-0.005056,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3600066,3514870,0,0,0,0,1,1,1784345770.854482
40,5,0,formal,down,18,2,1,-2.057412904938048,1784345785.915512,1784345788.2511911,1784345787.0833516,0.164268,0.243842,0.416222,0.002254,-0.005155,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3524101,3435857,0,0,0,0,1,1,1784345785.915512
41,5,1,formal,down,18,2,1,-2.057412904938048,1784345788.251538,1784345790.583949,1784345789.4177437,0.163268,0.243358,0.415371,0.002276,-0.005228,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3533840,3408248,0,0,0,0,1,1,1784345788.251538
42,5,2,formal,down,18,2,1,-2.057412904938048,1784345790.584169,1784345792.918241,1784345791.751205,0.162307,0.242676,0.414225,0.002281,-0.005205,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3510127,3407063,0,0,0,0,1,1,1784345790.584169
43,5,3,formal,down,18,2,1,-2.057412904938048,1784345792.918519,1784345795.251323,1784345794.084921,0.161215,0.241938,0.412974,0.002336,-0.005169,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3517495,3397070,0,0,0,0,1,1,1784345792.918519
44,5,4,formal,down,18,2,1,-2.057412904938048,1784345795.2515872,1784345797.5878441,1784345796.4197156,0.160317,0.241403,0.412036,0.002314,-0.00525,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3508434,3389448,0,0,0,0,1,1,1784345795.2515872
45,5,5,formal,down,18,2,1,-2.057412904938048,1784345797.588172,1784345799.931273,1784345798.7597225,0.159417,0.240699,0.410911,0.002358,-0.005256,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3493613,3389956,0,0,0,0,1,1,1784345797.588172
46,5,6,formal,down,18,2,1,-2.057412904938048,1784345799.931489,1784345802.2709272,1784345801.1012082,0.158568,0.240231,0.410072,0.002329,-0.005242,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3488193,3385976,0,0,0,0,1,1,1784345799.931489
47,5,7,formal,down,18,2,1,-2.057412904938048,1784345802.271677,1784345804.604244,1784345803.4379606,0.157766,0.239649,0.409237,0.002345,-0.005257,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3467784,3362263,0,0,0,0,1,1,1784345802.271677
48,6,0,formal,down,62,3,0,3.6869400479102943,1784345879.045409,1784345881.385278,1784345880.2153435,1.2,-0.323722,-0.553457,-0.000405,0.002517,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4520026,4742923,0,0,0,0,1,1,1784345879.045409
49,6,1,formal,down,62,3,0,3.6869400479102943,1784345881.38557,1784345883.7286668,1784345882.5571184,1.2,-0.324659,-0.555082,-0.000339,0.002479,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4589300,4650868,0,0,0,0,1,1,1784345881.38557
50,6,2,formal,down,62,3,0,3.6869400479102943,1784345883.7289479,1784345886.0451388,1784345884.8870435,1.2,-0.325242,-0.55604,-0.000322,0.002517,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4636979,4715485,0,0,0,0,1,1,1784345883.7289479
51,6,3,formal,down,62,3,0,3.6869400479102943,1784345886.045469,1784345888.375995,1784345887.210732,1.2,-0.326173,-0.557551,-0.000292,0.002534,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4598616,4751223,0,0,0,0,1,1,1784345886.045469
52,6,4,formal,down,62,3,0,3.6869400479102943,1784345888.37625,1784345890.7136252,1784345889.5449376,1.2,-0.326757,-0.558775,-0.000251,0.002437,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4599971,4759268,0,0,0,0,1,1,1784345888.37625
53,6,5,formal,down,62,3,0,3.6869400479102943,1784345890.71394,1784345893.0451672,1784345891.8795536,1.2,-0.327458,-0.560006,-0.000189,0.002425,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4690078,4791195,0,0,0,0,1,1,1784345890.71394
54,6,6,formal,down,62,3,0,3.6869400479102943,1784345893.045422,1784345895.378646,1784345894.212034,1.2,-0.327959,-0.56094,-0.000209,0.002376,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4611404,4763418,0,0,0,0,1,1,1784345893.045422
55,6,7,formal,down,62,3,0,3.6869400479102943,1784345895.378907,1784345897.719485,1784345896.549196,1.2,-0.32867,-0.562266,-0.000193,0.002356,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4665265,4769177,0,0,0,0,1,1,1784345895.378907
56,7,0,formal,up,62,3,1,3.6869400479102943,1784345910.436655,1784345912.776363,1784345911.606509,1.2,-0.331753,-0.567601,-8.6e-05,0.002316,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4711166,4835741,0,0,0,0,1,1,1784345910.436655
57,7,1,formal,up,62,3,1,3.6869400479102943,1784345912.7766778,1784345915.116051,1784345913.9463644,1.2,-0.332552,-0.568974,-9.4e-05,0.002187,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4705068,4819904,0,0,0,0,1,1,1784345912.7766778
58,7,2,formal,up,62,3,1,3.6869400479102943,1784345915.116388,1784345917.462869,1784345916.2896285,1.2,-0.332842,-0.569442,-5.6e-05,0.002205,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4743008,4831337,0,0,0,0,1,1,1784345915.116388
59,7,3,formal,up,62,3,1,3.6869400479102943,1784345917.463181,1784345919.799592,1784345918.6313865,1.2,-0.333649,-0.570844,-5e-05,0.002237,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4697192,4838282,0,0,0,0,1,1,1784345917.463181
60,7,4,formal,up,62,3,1,3.6869400479102943,1784345919.799835,1784345922.1418052,1784345920.97082,1.2,-0.334007,-0.571486,-9.9e-05,0.002172,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4742585,4826595,0,0,0,0,1,1,1784345919.799835
61,7,5,formal,up,62,3,1,3.6869400479102943,1784345922.142068,1784345924.4672089,1784345923.3046384,1.2,-0.334337,-0.572116,-2.6e-05,0.002161,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4700834,4901204,0,0,0,0,1,1,1784345922.142068
62,7,6,formal,up,62,3,1,3.6869400479102943,1784345924.467686,1784345926.810498,1784345925.639092,1.2,-0.334705,-0.57285,-8.1e-05,0.00216,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4755627,4859284,0,0,0,0,1,1,1784345924.467686
63,7,7,formal,up,62,3,1,3.6869400479102943,1784345926.81073,1784345929.1474822,1784345927.979106,1.2,-0.335195,-0.573539,-5.7e-05,0.002132,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4722598,4876222,0,0,0,0,1,1,1784345926.81073
64,8,0,formal,up,78,4,0,5.775795667127873,1784345960.463238,1784345962.791233,1784345961.6272354,0.330713,-0.326446,-0.554386,0.003839,-0.005175,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4683473,4625547,0,0,0,0,1,1,1784345960.463238
65,8,1,formal,up,78,4,0,5.775795667127873,1784345962.7916548,1784345965.12901,1784345963.9603324,0.32795,-0.325235,-0.5525,0.00384,-0.005263,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4622667,4619449,0,0,0,0,1,1,1784345962.7916548
66,8,2,formal,up,78,4,0,5.775795667127873,1784345965.129298,1784345967.4507399,1784345966.290019,0.325816,-0.324641,-0.551461,0.003858,-0.005224,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4638927,4600310,0,0,0,0,1,1,1784345965.129298
67,8,3,formal,up,78,4,0,5.775795667127873,1784345967.450963,1784345969.7743092,1784345968.612636,0.323326,-0.323503,-0.549729,0.003846,-0.005314,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4603274,4605730,0,0,0,0,1,1,1784345967.450963
68,8,4,formal,up,78,4,0,5.775795667127873,1784345969.775511,1784345972.103637,1784345970.939574,0.321307,-0.322837,-0.548572,0.00389,-0.005285,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4616739,4552969,0,0,0,0,1,1,1784345969.775511
69,8,5,formal,up,78,4,0,5.775795667127873,1784345972.103921,1784345974.450676,1784345973.2772985,0.319315,-0.321936,-0.547236,0.003854,-0.00533,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4571347,4580747,0,0,0,0,1,1,1784345972.103921
70,8,6,formal,up,78,4,0,5.775795667127873,1784345974.450946,1784345976.7793658,1784345975.615156,0.317159,-0.321136,-0.545725,0.003901,-0.005348,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4599717,4545432,0,0,0,0,1,1,1784345974.450946
71,8,7,formal,up,78,4,0,5.775795667127873,1784345976.779625,1784345979.1048498,1784345977.9422374,0.315505,-0.320589,-0.544906,0.003932,-0.005349,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4591672,4550090,0,0,0,0,1,1,1784345976.779625
72,9,0,formal,down,78,4,1,5.775795667127873,1784345991.805456,1784345994.139912,1784345992.972684,0.304286,-0.316059,-0.537364,0.003842,-0.005449,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4530104,4470399,0,0,0,0,1,1,1784345991.805456
73,9,1,formal,down,78,4,1,5.775795667127873,1784345994.140183,1784345996.470966,1784345995.3055744,0.302551,-0.315032,-0.535722,0.003987,-0.005485,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4498769,4480392,0,0,0,0,1,1,1784345994.140183
74,9,2,formal,down,78,4,1,5.775795667127873,1784345996.471234,1784345998.79618,1784345997.633707,0.301191,-0.314657,-0.534935,0.003952,-0.005476,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4473109,4436016,0,0,0,0,1,1,1784345996.471234
75,9,3,formal,down,78,4,1,5.775795667127873,1784345998.7964292,1784346001.1295848,1784345999.963007,0.299646,-0.313919,-0.533924,0.004031,-0.005537,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4522397,4455325,0,0,0,0,1,1,1784345998.7964292
76,9,4,formal,down,78,4,1,5.775795667127873,1784346001.130743,1784346003.4626482,1784346002.2966957,0.298241,-0.313441,-0.532929,0.003984,-0.005436,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4467520,4424075,0,0,0,0,1,1,1784346001.130743
77,9,5,formal,down,78,4,1,5.775795667127873,1784346003.462937,1784346005.809619,1784346004.6362782,0.297073,-0.313023,-0.532346,0.004012,-0.005522,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4490470,4428648,0,0,0,0,1,1,1784346003.462937
78,9,6,formal,down,78,4,1,5.775795667127873,1784346005.8100421,1784346008.146894,1784346006.978468,0.295673,-0.312393,-0.531213,0.003996,-0.005554,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4449905,4403919,0,0,0,0,1,1,1784346005.8100421
79,9,7,formal,down,78,4,1,5.775795667127873,1784346008.147954,1784346010.4812841,1784346009.314619,0.294145,-0.311631,-0.529958,0.003984,-0.005552,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4459982,4411541,0,0,0,0,1,1,1784346008.147954
80,10,0,formal,down,2,5,0,-4.1462685241556265,1784346127.965965,1784346130.297672,1784346129.1318185,0.118525,-0.210494,-0.359136,0.003914,-0.006502,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3055948,2953561,0,0,0,0,1,1,1784346127.965965
81,10,1,formal,down,2,5,0,-4.1462685241556265,1784346130.297916,1784346132.637153,1784346131.4675345,0.120929,-0.212553,-0.362769,0.003925,-0.006487,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3101595,2989130,0,0,0,0,1,1,1784346130.297916
82,10,2,formal,down,2,5,0,-4.1462685241556265,1784346132.637504,1784346134.978173,1784346133.8078384,0.123061,-0.214216,-0.365637,0.0039,-0.006514,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3108878,3004374,0,0,0,0,1,1,1784346132.637504
83,10,3,formal,down,2,5,0,-4.1462685241556265,1784346134.978406,1784346137.306405,1784346136.1424055,0.12516,-0.215814,-0.368422,0.00394,-0.006419,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3135809,3032998,0,0,0,0,1,1,1784346134.978406
84,10,4,formal,down,2,5,0,-4.1462685241556265,1784346137.3066912,1784346139.6396859,1784346138.4731884,0.127077,-0.217251,-0.37098,0.003871,-0.006378,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3165449,3047480,0,0,0,0,1,1,1784346137.3066912
85,10,5,formal,down,2,5,0,-4.1462685241556265,1784346139.639909,1784346141.9700742,1784346140.8049917,0.129046,-0.218881,-0.373759,0.003878,-0.006397,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3193820,3080593,0,0,0,0,1,1,1784346139.639909
86,10,6,formal,down,2,5,0,-4.1462685241556265,1784346141.970326,1784346144.294716,1784346143.132521,0.1309,-0.220228,-0.37613,0.003842,-0.006441,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3183234,3087876,0,0,0,0,1,1,1784346141.970326
87,10,7,formal,down,2,5,0,-4.1462685241556265,1784346144.294967,1784346146.621195,1784346145.458081,0.132556,-0.221399,-0.378228,0.003848,-0.006365,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3216685,3103458,0,0,0,0,1,1,1784346144.294967
88,11,0,formal,up,2,5,1,-4.1462685241556265,1784346159.3154712,1784346161.6433358,1784346160.4794035,0.143305,-0.229305,-0.391895,0.003876,-0.006248,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3325932,3228542,0,0,0,0,1,1,1784346159.3154712
89,11,1,formal,up,2,5,1,-4.1462685241556265,1784346161.644456,1784346163.975615,1784346162.8100355,0.144732,-0.230382,-0.39375,0.00378,-0.006233,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3352439,3228033,0,0,0,0,1,1,1784346161.644456
90,11,2,formal,up,2,5,1,-4.1462685241556265,1784346163.976005,1784346166.315609,1784346165.145807,0.14623,-0.231447,-0.395489,0.003807,-0.006198,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3350237,3253694,0,0,0,0,1,1,1784346163.976005
91,11,3,formal,up,2,5,1,-4.1462685241556265,1784346166.315856,1784346168.647087,1784346167.4814715,0.147613,-0.232373,-0.397087,0.003784,-0.006199,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3371409,3270038,0,0,0,0,1,1,1784346166.315856
92,11,4,formal,up,2,5,1,-4.1462685241556265,1784346168.64825,1784346170.985951,1784346169.8171005,0.148948,-0.233328,-0.398709,0.003741,-0.006114,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3400542,3271732,0,0,0,0,1,1,1784346168.64825
93,11,5,formal,up,2,5,1,-4.1462685241556265,1784346170.986389,1784346173.304966,1784346172.1456776,0.150274,-0.234138,-0.400103,0.003756,-0.006159,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3400627,3294005,0,0,0,0,1,1,1784346170.986389
94,11,6,formal,up,2,5,1,-4.1462685241556265,1784346173.305223,1784346175.640824,1784346174.4730234,0.151776,-0.2354,-0.402312,0.003773,-0.006131,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3469732,3315939,0,0,0,0,1,1,1784346173.305223
95,11,7,formal,up,2,5,1,-4.1462685241556265,1784346175.641951,1784346177.9836779,1784346176.8128145,0.153099,-0.236234,-0.403826,0.003766,-0.006101,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-3436703,3318395,0,0,0,0,1,1,1784346175.641951
