window_sequence_index,source_repeat_index,window_index,point_ordinal,grid_index,block_index,condition,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
244,122,0,2,60,10,none,3.4258330955080973,1784289317.384091,1784289318.421342,1784289317.9027164,1.2,-0.306243,-0.523571,-0.000108,0.002341,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4379360,4564656,0,0,0,0,1
245,122,1,2,60,10,none,3.4258330955080973,1784289318.4239712,1784289319.4763122,1784289318.9501417,1.2,-0.306314,-0.523793,-0.000104,0.002343,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4379953,4483102,0,0,0,0,1
246,123,0,2,60,10,none,3.4258330955080973,1784289321.9149241,1784289322.956888,1784289322.435906,1.2,-0.307043,-0.52492,-0.000115,0.002367,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4417215,4435593,0,0,0,0,1
247,123,1,2,60,10,none,3.4258330955080973,1784289322.957079,1784289323.9985962,1784289323.4778376,1.2,-0.306985,-0.524765,-0.000123,0.002347,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4366911,4488946,0,0,0,0,1
248,124,0,2,60,10,none,3.4258330955080973,1784289326.448701,1784289327.494273,1784289326.971487,1.2,-0.306832,-0.52449,-0.000104,0.002295,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4446602,4552800,0,0,0,0,1
249,124,1,2,60,10,none,3.4258330955080973,1784289327.4949,1784289328.5296042,1784289328.012252,1.2,-0.307086,-0.525061,-0.000134,0.002352,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4367673,4461422,0,0,0,0,1
250,125,0,2,60,10,none,3.4258330955080973,1784289330.9904718,1784289332.0259788,1784289331.5082254,1.2,-0.30738,-0.525561,-0.000136,0.002344,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4387067,4483102,0,0,0,0,1
251,125,1,2,60,10,none,3.4258330955080973,1784289332.0266418,1784289333.0717819,1784289332.549212,1.2,-0.307705,-0.525908,-5.1e-05,0.002352,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4396043,4516808,0,0,0,0,1
252,126,0,2,60,10,none,3.4258330955080973,1784289335.5350661,1784289336.562102,1784289336.048584,1.2,-0.307713,-0.526145,-4.7e-05,0.002271,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4391047,4469298,0,0,0,0,1
253,126,1,2,60,10,none,3.4258330955080973,1784289336.5623,1784289337.584532,1784289337.073416,1.2,-0.307855,-0.526388,-8.9e-05,0.002306,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4422720,4466842,0,0,0,0,1
254,127,0,2,60,10,none,3.4258330955080973,1784289340.027885,1784289341.065335,1784289340.5466099,1.2,-0.308236,-0.527008,-6.7e-05,0.002334,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4427717,4554155,0,0,0,0,1
255,127,1,2,60,10,none,3.4258330955080973,1784289341.0656168,1784289342.109514,1784289341.5875654,1.2,-0.308428,-0.527276,-6.1e-05,0.00228,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4394096,4507577,0,0,0,0,1
256,128,0,2,60,10,none,3.4258330955080973,1784289344.5259788,1784289345.5591822,1784289345.0425806,1.2,-0.3085,-0.52738,-8.7e-05,0.002312,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4396636,4513590,0,0,0,0,1
257,128,1,2,60,10,none,3.4258330955080973,1784289345.559414,1784289346.59631,1784289346.0778618,1.2,-0.308512,-0.527484,-1.2e-05,0.002289,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4387659,4511896,0,0,0,0,1
258,129,0,2,60,10,none,3.4258330955080973,1784289349.027275,1784289350.065564,1784289349.5464196,1.2,-0.308734,-0.527902,-7.3e-05,0.002274,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4416622,4513505,0,0,0,0,1
259,129,1,2,60,10,none,3.4258330955080973,1784289350.0658119,1784289351.0954938,1784289350.5806527,1.2,-0.309091,-0.528285,-5.7e-05,0.002279,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4419587,4506476,0,0,0,0,1
260,130,0,2,60,10,none,3.4258330955080973,1784289353.543406,1784289354.571418,1784289354.0574121,1.2,-0.309437,-0.528992,-8e-05,0.00224,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4409085,4534338,0,0,0,0,1
261,130,1,2,60,10,none,3.4258330955080973,1784289354.571639,1784289355.617538,1784289355.0945885,1.2,-0.30943,-0.529061,-1e-05,0.002191,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4433814,4501564,0,0,0,0,1
262,131,0,2,60,10,none,3.4258330955080973,1784289358.077353,1784289359.119402,1784289358.5983775,1.2,-0.309618,-0.529409,-9.8e-05,0.002242,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4385796,4472432,0,0,0,0,1
263,131,1,2,60,10,none,3.4258330955080973,1784289359.119627,1784289360.150201,1784289359.634914,1.2,-0.309777,-0.529612,-5.9e-05,0.002253,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4397568,4479037,0,0,0,0,1
264,132,0,2,60,11,gen,3.4258330955080973,1784289370.284251,1784289371.324801,1784289370.8045259,1.2,-0.310017,-0.530165,-6.3e-05,0.00226,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4449397,4482001,0,0,0,0,1
265,132,1,2,60,11,gen,3.4258330955080973,1784289371.325011,1784289372.3409212,1784289371.832966,1.2,-0.310265,-0.530406,-3e-06,0.002226,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4411965,4554748,0,0,0,0,1
266,133,0,2,60,11,gen,3.4258330955080973,1784289376.9684732,1784289377.9995892,1784289377.4840312,1.2,-0.310934,-0.531542,-1.6e-05,0.002251,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4413320,4496229,0,0,0,0,1
267,133,1,2,60,11,gen,3.4258330955080973,1784289377.999818,1784289379.0414138,1784289378.520616,1.2,-0.310885,-0.531564,-8e-05,0.002191,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4446263,4510964,0,0,0,0,1
268,134,0,2,60,11,gen,3.4258330955080973,1784289383.6591501,1784289384.680104,1784289384.1696272,1.2,-0.311426,-0.532574,-2.1e-05,0.002108,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4437710,4504020,0,0,0,0,1
269,134,1,2,60,11,gen,3.4258330955080973,1784289384.680398,1784289385.721992,1784289385.201195,1.2,-0.311301,-0.532161,-2.7e-05,0.002154,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4480477,4626648,0,0,0,0,1
270,135,0,2,60,11,gen,3.4258330955080973,1784289390.321895,1784289391.351487,1784289390.836691,1.2,-0.31138,-0.532324,-3e-05,0.002182,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4438302,4564572,0,0,0,0,1
271,135,1,2,60,11,gen,3.4258330955080973,1784289391.3517,1784289392.386351,1784289391.8690257,1.2,-0.311594,-0.532758,1.4e-05,0.002188,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4513505,4545686,0,0,0,0,1
272,136,0,2,60,11,gen,3.4258330955080973,1784289397.012798,1784289398.0499551,1784289397.5313766,1.2,-0.312165,-0.533745,2e-05,0.002135,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4452953,4554663,0,0,0,0,1
273,136,1,2,60,11,gen,3.4258330955080973,1784289398.050215,1784289399.0883148,1784289398.569265,1.2,-0.31249,-0.534271,-1.5e-05,0.002134,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4439488,4566689,0,0,0,0,1
274,137,0,2,60,11,gen,3.4258330955080973,1784289403.720095,1784289404.756008,1784289404.2380514,1.2,-0.31251,-0.534365,2.5e-05,0.002142,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4441267,4555595,0,0,0,0,1
275,137,1,2,60,11,gen,3.4258330955080973,1784289404.756233,1784289405.790656,1784289405.2734447,1.2,-0.312476,-0.534145,6e-05,0.002204,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4484118,4532983,0,0,0,0,1
276,138,0,2,60,11,gen,3.4258330955080973,1784289410.444435,1784289411.4846988,1784289410.9645667,1.2,-0.312818,-0.534844,3.3e-05,0.002164,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4447279,4522228,0,0,0,0,1
277,138,1,2,60,11,gen,3.4258330955080973,1784289411.4849532,1784289412.510339,1784289411.997646,1.2,-0.313064,-0.535201,3.2e-05,0.002167,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4493519,4538827,0,0,0,0,1
278,139,0,2,60,11,gen,3.4258330955080973,1784289417.134468,1784289418.1671932,1784289417.6508307,1.2,-0.313534,-0.536155,0.000124,0.002142,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4480307,4570161,0,0,0,0,1
279,139,1,2,60,11,gen,3.4258330955080973,1784289418.167776,1784289419.2023392,1784289418.6850576,1.2,-0.313522,-0.536033,0.000106,0.002167,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4484711,4615384,0,0,0,0,1
280,140,0,2,60,11,gen,3.4258330955080973,1784289423.851514,1784289424.888336,1784289424.369925,1.2,-0.313807,-0.536511,6.8e-05,0.002089,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4500124,4593111,0,0,0,0,1
281,140,1,2,60,11,gen,3.4258330955080973,1784289424.891235,1784289425.9252539,1784289425.4082446,1.2,-0.313552,-0.536116,1.9e-05,0.002117,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4496229,4579223,0,0,0,0,1
282,141,0,2,60,11,gen,3.4258330955080973,1784289430.552018,1784289431.570813,1784289431.0614154,1.2,-0.314406,-0.537392,8.5e-05,0.00214,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4512827,4563809,0,0,0,0,1
283,141,1,2,60,11,gen,3.4258330955080973,1784289431.5715158,1784289432.610091,1784289432.0908034,1.2,-0.314243,-0.53739,3.3e-05,0.002058,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4470145,4572617,0,0,0,0,1
284,142,0,2,60,11,gen,3.4258330955080973,1784289437.234647,1784289438.270577,1784289437.752612,1.2,-0.314285,-0.537499,4.4e-05,0.002035,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4529596,4698124,0,0,0,0,1
285,142,1,2,60,11,gen,3.4258330955080973,1784289438.2710881,1784289439.307699,1784289438.7893934,1.2,-0.314535,-0.537642,8.4e-05,0.002058,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4505544,4598531,0,0,0,0,1
286,143,0,2,60,11,gen,3.4258330955080973,1784289443.943883,1784289444.977958,1784289444.4609203,1.2,-0.314931,-0.538411,9e-05,0.002115,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4528156,4562539,0,0,0,0,1
287,143,1,2,60,11,gen,3.4258330955080973,1784289444.97821,1784289446.0100439,1784289445.4941268,1.2,-0.315101,-0.538612,4.7e-05,0.002056,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4464894,4573548,0,0,0,0,1
288,144,0,3,20,12,both,-1.7963059525358505,1784289520.988238,1784289522.025295,1784289521.5067666,0.435754,0.321239,0.546771,0.001489,-0.003562,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4544755,4485897,0,0,0,0,1
289,144,1,3,20,12,both,-1.7963059525358505,1784289522.025557,1784289523.058996,1784289522.5422764,0.434558,0.320868,0.546099,0.001449,-0.003597,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4553647,4487252,0,0,0,0,1
290,145,0,3,20,12,both,-1.7963059525358505,1784289531.017602,1784289532.048196,1784289531.532899,0.427255,0.31896,0.543149,0.001459,-0.003676,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4534084,4478106,0,0,0,0,1
291,145,1,3,20,12,both,-1.7963059525358505,1784289532.0487602,1784289533.0885482,1784289532.568654,0.426355,0.318683,0.542606,0.001524,-0.003682,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4550005,4468875,0,0,0,0,1
292,146,0,3,20,12,both,-1.7963059525358505,1784289541.039005,1784289542.072483,1784289541.5557442,0.420343,0.317256,0.540257,0.001546,-0.003672,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4510117,4425853,0,0,0,0,1
293,146,1,3,20,12,both,-1.7963059525358505,1784289542.0726988,1784289543.109514,1784289542.5911064,0.419463,0.316918,0.539755,0.001584,-0.003691,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4523329,4423143,0,0,0,0,1
294,147,0,3,20,12,both,-1.7963059525358505,1784289551.063228,1784289552.100767,1784289551.5819974,0.414679,0.31585,0.538056,0.001587,-0.003799,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4493180,4405867,0,0,0,0,1
295,147,1,3,20,12,both,-1.7963059525358505,1784289552.1009762,1784289553.131944,1784289552.61646,0.414347,0.315971,0.538152,0.001558,-0.003788,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4495636,4409339,0,0,0,0,1
296,148,0,3,20,12,both,-1.7963059525358505,1784289561.0395021,1784289562.080081,1784289561.5597916,0.409444,0.31449,0.53586,0.001682,-0.003802,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4472516,4396467,0,0,0,0,1
297,148,1,3,20,12,both,-1.7963059525358505,1784289562.080275,1784289563.107629,1784289562.5939522,0.409083,0.314575,0.535874,0.00162,-0.00377,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4476242,4386135,0,0,0,0,1
298,149,0,3,20,12,both,-1.7963059525358505,1784289571.0535932,1784289572.076554,1784289571.5650735,0.404515,0.313087,0.533515,0.001665,-0.003855,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4468028,4364116,0,0,0,0,1
299,149,1,3,20,12,both,-1.7963059525358505,1784289572.0768268,1784289573.099922,1784289572.5883744,0.404012,0.312891,0.533193,0.001677,-0.003828,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4459136,4368266,0,0,0,0,1
300,150,0,3,20,12,both,-1.7963059525358505,1784289581.055111,1784289582.096566,1784289581.5758386,0.40033,0.312025,0.531716,0.001663,-0.003853,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4434322,4332104,0,0,0,0,1
301,150,1,3,20,12,both,-1.7963059525358505,1784289582.0967832,1784289583.136938,1784289582.6168606,0.400099,0.312039,0.531794,0.001619,-0.003868,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4447364,4360051,0,0,0,0,1
302,151,0,3,20,12,both,-1.7963059525358505,1784289591.096321,1784289592.124607,1784289591.610464,0.396338,0.310872,0.529854,0.00165,-0.003872,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4448465,4365641,0,0,0,0,1
303,151,1,3,20,12,both,-1.7963059525358505,1784289592.125257,1784289593.162982,1784289592.6441195,0.396142,0.310886,0.52992,0.001723,-0.003872,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4433560,4317708,0,0,0,0,1
304,152,0,3,20,12,both,-1.7963059525358505,1784289601.1113331,1784289602.141866,1784289601.6265996,0.392985,0.310145,0.528533,0.001702,-0.003942,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4421873,4310594,0,0,0,0,1
305,152,1,3,20,12,both,-1.7963059525358505,1784289602.142951,1784289603.1857018,1784289602.6643264,0.392703,0.309925,0.528281,0.001687,-0.003869,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4409255,4342013,0,0,0,0,1
306,153,0,3,20,12,both,-1.7963059525358505,1784289611.1639402,1784289612.1980429,1784289611.6809916,0.389604,0.308985,0.526844,0.001713,-0.003901,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4401972,4317877,0,0,0,0,1
307,153,1,3,20,12,both,-1.7963059525358505,1784289612.198598,1784289613.231754,1784289612.715176,0.389436,0.309094,0.526917,0.001697,-0.004012,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4409001,4319655,0,0,0,0,1
308,154,0,3,20,12,both,-1.7963059525358505,1784289621.184022,1784289622.213952,1784289621.698987,0.386199,0.307881,0.524952,0.001686,-0.003951,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4390031,4286797,0,0,0,0,1
309,154,1,3,20,12,both,-1.7963059525358505,1784289622.215474,1784289623.260331,1784289622.7379024,0.38609,0.307963,0.525037,0.001715,-0.003966,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4376142,4292555,0,0,0,0,1
310,155,0,3,20,12,both,-1.7963059525358505,1784289631.208143,1784289632.243924,1784289631.7260334,0.383774,0.307358,0.524184,0.001766,-0.00392,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4378513,4281123,0,0,0,0,1
311,155,1,3,20,12,both,-1.7963059525358505,1784289632.244621,1784289633.267354,1784289632.7559876,0.383461,0.30725,0.524021,0.00175,-0.003961,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4382663,4299246,0,0,0,0,1
312,156,0,3,20,13,none,-1.7963059525358505,1784289641.211655,1784289642.239319,1784289641.725487,0.380858,0.306472,0.522641,0.001747,-0.004018,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4374025,4298145,0,0,0,0,1
313,156,1,3,20,13,none,-1.7963059525358505,1784289642.239685,1784289643.271428,1784289642.7555566,0.380983,0.306766,0.522991,0.001788,-0.004016,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4355732,4275025,0,0,0,0,1
314,157,0,3,20,13,none,-1.7963059525358505,1784289645.717081,1784289646.750294,1784289646.2336874,0.379685,0.306201,0.521986,0.001757,-0.004043,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4357087,4264016,0,0,0,0,1
315,157,1,3,20,13,none,-1.7963059525358505,1784289646.751008,1784289647.780631,1784289647.2658195,0.379207,0.305857,0.521645,0.001748,-0.003998,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4351752,4311441,0,0,0,0,1
316,158,0,3,20,13,none,-1.7963059525358505,1784289650.210121,1784289651.247363,1784289650.7287421,0.37857,0.305964,0.52164,0.001816,-0.004002,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4376650,4273755,0,0,0,0,1
317,158,1,3,20,13,none,-1.7963059525358505,1784289651.247658,1784289652.2852402,1784289651.766449,0.378441,0.305905,0.521666,0.001785,-0.004007,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4372500,4283833,0,0,0,0,1
318,159,0,3,20,13,none,-1.7963059525358505,1784289654.742261,1784289655.776751,1784289655.259506,0.377255,0.305484,0.520848,0.001774,-0.004087,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4361152,4248433,0,0,0,0,1
319,159,1,3,20,13,none,-1.7963059525358505,1784289655.777421,1784289656.802078,1784289656.2897496,0.377154,0.305459,0.520834,0.001774,-0.004,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4367080,4273077,0,0,0,0,1
320,160,0,3,20,13,none,-1.7963059525358505,1784289659.244861,1784289660.2673979,1784289659.7561293,0.376432,0.305269,0.520619,0.001782,-0.004,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4370214,4260205,0,0,0,0,1
321,160,1,3,20,13,none,-1.7963059525358505,1784289660.267638,1784289661.3124301,1784289660.790034,0.376135,0.305317,0.520523,0.00181,-0.004107,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4353784,4242674,0,0,0,0,1
322,161,0,3,20,13,none,-1.7963059525358505,1784289663.7665868,1784289664.797583,1784289664.282085,0.375236,0.304855,0.520004,0.001804,-0.004023,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4366911,4253853,0,0,0,0,1
323,161,1,3,20,13,none,-1.7963059525358505,1784289664.797794,1784289665.834951,1784289665.3163724,0.374802,0.30469,0.519634,0.001744,-0.003991,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4362253,4260374,0,0,0,0,1
324,162,0,3,20,13,none,-1.7963059525358505,1784289668.272481,1784289669.31932,1784289668.7959003,0.374397,0.304791,0.519859,0.001824,-0.003978,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4372839,4259781,0,0,0,0,1
325,162,1,3,20,13,none,-1.7963059525358505,1784289669.319516,1784289670.3609622,1784289669.840239,0.374187,0.304739,0.519738,0.001713,-0.00404,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4390793,4256140,0,0,0,0,1
326,163,0,3,20,13,none,-1.7963059525358505,1784289672.808209,1784289673.850583,1784289673.329396,0.373309,0.304426,0.5192,0.001763,-0.004022,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4337016,4267573,0,0,0,0,1
327,163,1,3,20,13,none,-1.7963059525358505,1784289673.851132,1784289674.880877,1784289674.3660045,0.37302,0.304314,0.519095,0.001768,-0.004025,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4363015,4242928,0,0,0,0,1
328,164,0,3,20,13,none,-1.7963059525358505,1784289677.351052,1784289678.389222,1784289677.870137,0.371953,0.303879,0.518251,0.001756,-0.004119,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4347094,4238271,0,0,0,0,1
329,164,1,3,20,13,none,-1.7963059525358505,1784289678.389447,1784289679.4310699,1784289678.9102583,0.371773,0.303819,0.51815,0.00175,-0.004052,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4359967,4237424,0,0,0,0,1
330,165,0,3,20,13,none,-1.7963059525358505,1784289681.862505,1784289682.896003,1784289682.3792539,0.371339,0.303962,0.518347,0.00182,-0.004056,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4343707,4227346,0,0,0,0,1
331,165,1,3,20,13,none,-1.7963059525358505,1784289682.896302,1784289683.923305,1784289683.4098034,0.371075,0.303711,0.518143,0.001781,-0.00404,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4334984,4246909,0,0,0,0,1
332,166,0,3,20,13,none,-1.7963059525358505,1784289686.3774579,1784289687.41386,1784289686.895659,0.370157,0.303512,0.517599,0.001821,-0.004099,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4328124,4230310,0,0,0,0,1
333,166,1,3,20,13,none,-1.7963059525358505,1784289687.4180129,1784289688.458689,1784289687.938351,0.370183,0.303612,0.517808,0.001807,-0.004072,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4328124,4233952,0,0,0,0,1
334,167,0,3,20,13,none,-1.7963059525358505,1784289690.8813791,1784289691.911005,1784289691.396192,0.369155,0.303076,0.517038,0.001793,-0.004071,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4330157,4235222,0,0,0,0,1
335,167,1,3,20,13,none,-1.7963059525358505,1784289691.911286,1784289692.9496279,1784289692.430457,0.368995,0.303075,0.517002,0.001803,-0.00405,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4343198,4233274,0,0,0,0,1
336,168,0,3,20,14,gen,-1.7963059525358505,1784289703.0792162,1784289704.1186209,1784289703.5989184,0.366839,0.302452,0.515991,0.001794,-0.004127,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4307545,4257664,0,0,0,0,1
337,168,1,3,20,14,gen,-1.7963059525358505,1784289704.119682,1784289705.169941,1784289704.6448116,0.366321,0.302221,0.515598,0.001834,-0.004083,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4323127,4219047,0,0,0,0,1
338,169,0,3,20,14,gen,-1.7963059525358505,1784289709.826508,1784289710.863009,1784289710.3447585,0.365498,0.302123,0.515485,0.001825,-0.004111,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4325245,4217268,0,0,0,0,1
339,169,1,3,20,14,gen,-1.7963059525358505,1784289710.866391,1784289711.911237,1784289711.388814,0.365344,0.30206,0.515422,0.001876,-0.004127,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4304920,4199653,0,0,0,0,1
340,170,0,3,20,14,gen,-1.7963059525358505,1784289716.526458,1784289717.553122,1784289717.0397902,0.364001,0.301558,0.514555,0.00184,-0.0041,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4337016,4219301,0,0,0,0,1
341,170,1,3,20,14,gen,-1.7963059525358505,1784289717.5545118,1784289718.58246,1784289718.0684857,0.363962,0.301703,0.51449,0.00186,-0.004139,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4286542,4220232,0,0,0,0,1
342,171,0,3,20,14,gen,-1.7963059525358505,1784289723.235722,1784289724.263386,1784289723.7495542,0.362938,0.301409,0.514256,0.001857,-0.004097,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4310170,4218708,0,0,0,0,1
343,171,1,3,20,14,gen,-1.7963059525358505,1784289724.263603,1784289725.293269,1784289724.778436,0.362862,0.301448,0.514248,0.001809,-0.004166,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4316014,4208799,0,0,0,0,1
344,172,0,3,20,14,gen,-1.7963059525358505,1784289731.111138,1784289732.1446831,1784289731.6279106,0.361414,0.300763,0.513261,0.001848,-0.004142,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4313134,4206598,0,0,0,0,1
345,172,1,3,20,14,gen,-1.7963059525358505,1784289732.144894,1784289733.1876512,1784289732.6662726,0.361051,0.30068,0.512906,0.001863,-0.004188,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4313050,4184240,0,0,0,0,1
346,173,0,3,20,14,gen,-1.7963059525358505,1784289737.811071,1784289738.8437629,1784289738.327417,0.360018,0.300368,0.512416,0.001885,-0.004181,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4288914,4185426,0,0,0,0,1
347,173,1,3,20,14,gen,-1.7963059525358505,1784289738.844797,1784289739.874309,1784289739.3595529,0.360067,0.300464,0.512722,0.001877,-0.004145,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4276973,4195249,0,0,0,0,1
348,174,0,3,20,14,gen,-1.7963059525358505,1784289744.5271559,1784289745.559795,1784289745.0434754,0.358766,0.299921,0.511661,0.001894,-0.004188,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4289422,4206259,0,0,0,0,1
349,174,1,3,20,14,gen,-1.7963059525358505,1784289745.560181,1784289746.5983481,1784289746.0792646,0.358709,0.299916,0.511684,0.001829,-0.00412,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4277142,4181361,0,0,0,0,1
350,175,0,3,20,14,gen,-1.7963059525358505,1784289751.243572,1784289752.267408,1784289751.7554898,0.357948,0.299805,0.511511,0.001902,-0.004204,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4294249,4189237,0,0,0,0,1
351,175,1,3,20,14,gen,-1.7963059525358505,1784289752.267621,1784289753.3094342,1784289752.7885275,0.357576,0.299578,0.51107,0.001864,-0.004137,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4284849,4185256,0,0,0,0,1
352,176,0,3,20,14,gen,-1.7963059525358505,1784289757.945724,1784289758.98033,1784289758.463027,0.356738,0.299281,0.510807,0.001863,-0.004125,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-4276211,4180429,0,0,0,0,1
