transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
28,formal,up,25,14,0,28,-1.1435385715303568,-1.2740920477314557,1784362996.5923069,1784363000.7086048,1784363002.399086,1784363001.5538454,0.522901,0.280714,0.480043,-0.001807,0.001745,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4006396,4017236,0,0,0,0,1,1,1784363000.7086048
29,formal,down,25,14,1,29,-1.1435385715303568,-1.0129850953292578,1784363027.928061,1784363032.060809,1784363033.7462752,1784363032.903542,0.513592,0.279394,0.478101,-0.001719,0.001631,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3965238,3971166,0,0,0,0,1,1,1784363032.060809
30,formal,down,55,15,0,30,2.7730657145026036,2.9036191907037026,1784363100.958952,1784363105.0707881,1784363106.7478778,1784363105.909333,1.2,-0.115435,-0.198071,-0.001083,0.002741,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1706199,1836194,0,0,0,0,1,1,1784363105.0707881
31,formal,up,55,15,1,31,2.7730657145026036,2.6425122383015047,1784363132.35759,1784363136.799691,1784363138.475827,1784363137.637759,1.2,-0.123809,-0.212786,-0.000933,0.002529,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1799609,1886160,0,0,0,0,1,1,1784363136.799691
32,formal,up,64,16,0,32,3.948047000312492,3.817493524111393,1784363172.6987252,1784363176.808897,1784363178.4852748,1784363177.647086,1.108352,-0.271249,-0.463018,-0.002249,0.005375,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3858447,3929754,0,0,0,0,1,1,1784363176.808897
33,formal,down,64,16,1,33,3.948047000312492,4.078600476513591,1784363204.048104,1784363208.17815,1784363209.856135,1784363209.0171423,1.08799,-0.27484,-0.469864,-0.00223,0.00524,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3841256,3993100,0,0,0,0,1,1,1784363208.17815
34,formal,down,16,17,0,34,-2.3185198573402452,-2.1879663811391463,1784363300.115183,1784363304.2405388,1784363305.924856,1784363305.0826974,0.134053,0.166565,0.284111,0.002723,-0.005533,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2432394,2364136,0,0,0,0,1,1,1784363304.2405388
35,formal,up,16,17,1,35,-2.3185198573402452,-2.449073333541344,1784363331.536383,1784363335.674562,1784363337.3511932,1784363336.5128775,0.115191,0.155517,0.265797,0.002747,-0.005545,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2297318,2193660,0,0,0,0,1,1,1784363335.674562
36,formal,up,35,18,0,36,0.16199619048062974,0.031442714279530826,1784363385.9732149,1784363390.081981,1784363391.7611241,1784363390.9215527,1.102296,0.270853,0.463329,-0.001464,0.001081,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3845405,3911123,0,0,0,0,1,1,1784363390.081981
37,formal,down,35,18,1,37,0.16199619048062974,0.29254966668172866,1784363417.371377,1784363421.482111,1784363423.1724758,1784363422.3272934,1.112536,0.269142,0.461506,-0.001468,0.001122,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3843796,3888681,0,0,0,0,1,1,1784363421.482111
38,formal,down,45,19,0,38,1.4675309524916171,1.598084428692716,1784363463.145949,1784363467.271405,1784363468.9352682,1784363468.1033366,1.2,0.106483,0.182922,-0.002136,0.003542,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1593395,1596359,0,0,0,0,1,1,1784363467.271405
39,formal,up,45,19,1,39,1.4675309524916171,1.3369774762905182,1784363494.5132759,1784363498.629418,1784363500.298131,1784363499.4637744,1.2,0.102091,0.17562,-0.002192,0.003582,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1529710,1636671,0,0,0,0,1,1,1784363498.629418
40,formal,up,58,20,0,40,3.1647261431059004,3.0341726669048015,1784363540.225446,1784363544.3328042,1784363546.003156,1784363545.1679802,1.2,-0.183686,-0.314146,-0.003003,0.006244,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2635221,2736338,0,0,0,0,1,1,1784363544.3328042
41,formal,down,58,20,1,41,3.1647261431059004,3.2952796193069993,1784363571.542538,1784363575.672554,1784363577.346339,1784363576.5094466,1.2,-0.190077,-0.325802,-0.003049,0.006282,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2704580,2823820,0,0,0,0,1,1,1784363575.672554
42,formal,down,22,21,0,42,-1.535199000133653,-1.4046455239325542,1784363651.7616751,1784363655.882797,1784363657.5548859,1784363656.7188416,0.397812,0.257497,0.439064,0.002313,-0.005183,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3680434,3640716,0,0,0,0,1,1,1784363655.882797
43,formal,up,22,21,1,43,-1.535199000133653,-1.665752476334752,1784363683.147548,1784363687.289424,1784363688.970297,1784363688.1298604,0.373599,0.252149,0.430517,0.002378,-0.005234,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3624540,3559924,0,0,0,0,1,1,1784363687.289424
44,formal,up,39,22,0,44,0.6842100952850245,0.5536566190839256,1784363734.6816242,1784363738.8468149,1784363740.509606,1784363739.6782103,1.2,0.220855,0.378102,-0.000685,0.000728,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3190009,3144870,0,0,0,0,1,1,1784363738.8468149
45,formal,down,39,22,1,45,0.6842100952850245,0.8147635714861234,1784363766.104683,1784363770.236256,1784363771.922243,1784363771.0792494,1.2,0.217316,0.372625,-0.000682,0.000773,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3130558,3144532,0,0,0,0,1,1,1784363770.236256
46,formal,down,41,23,0,46,0.9453170476872224,1.0758705238883213,1784363800.352422,1784363804.4887009,1784363806.165306,1784363805.3270035,1.2,0.180363,0.309187,-0.002178,0.002938,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2655207,2715166,0,0,0,0,1,1,1784363804.4887009
47,formal,up,41,23,1,47,0.9453170476872224,0.8147635714861234,1784363831.7719,1784363835.882895,1784363837.546889,1784363836.714892,1.2,0.178939,0.307258,-0.002128,0.00293,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2586441,2674008,0,0,0,0,1,1,1784363835.882895
48,formal,up,79,24,0,48,5.906349143328972,5.775795667127873,1784363913.397542,1784363917.5229802,1784363919.212359,1784363918.3676696,0.244285,-0.215472,-0.366292,0.004037,-0.005759,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3131828,3044600,0,0,0,0,1,1,1784363917.5229802
49,formal,down,79,24,1,49,5.906349143328972,6.036902619530071,1784363944.845977,1784363949.004676,1784363950.689066,1784363949.846871,0.215873,-0.204421,-0.3481,0.003915,-0.005799,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3009963,2896228,0,0,0,0,1,1,1784363949.004676
50,formal,down,1,25,0,50,-4.276822000356725,-4.1462685241556265,1784364083.970434,1784364088.1236649,1784364089.8037398,1784364088.9637022,0.119604,-0.159435,-0.272195,0.003427,-0.005496,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2370234,2250062,0,0,0,0,1,1,1784364088.1236649
51,formal,up,1,25,1,51,-4.276822000356725,-4.407375476557824,1784364115.3498912,1784364119.4607282,1784364121.1433501,1784364120.3020391,0.145336,-0.173712,-0.297282,0.003507,-0.005515,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2534527,2458902,0,0,0,0,1,1,1784364119.4607282
52,sentinel,up,20,26,0,52,-1.7963059525358505,-1.9268594287369494,1784364169.659633,1784364173.797424,1784364175.489316,1784364174.6433702,0.235666,0.215207,0.367148,0.001423,-0.003545,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3137079,2994381,0,0,0,0,1,1,1784364173.797424
53,sentinel,down,20,26,1,53,-1.7963059525358505,-1.6657524763347515,1784364200.892517,1784364204.969862,1784364206.636223,1784364205.8030424,0.237616,0.215431,0.368487,0.001547,-0.003559,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3108285,3038418,0,0,0,0,1,1,1784364204.969862
