kind,epoch,direction,index,bias,timestamp_unix,dc_dmm,dc_board,I1,Q1,I2,Q2
formal,1,up,29,-0.621324666725962,1784191683.626849,0.972114073,0.925713,0.534003,0.900487,-0.029738,0.055535
formal,1,up,30,-0.4907711905248635,1784191685.454818,1.0337824,0.9792,0.525127,0.885369,-0.024755,0.046441
formal,1,up,31,-0.36021771432376504,1784191687.2693639,1.1008132,1.032288,0.512378,0.865085,-0.021766,0.040396
formal,1,up,32,-0.22966423812266612,1784191689.096375,1.1262849,1.084146,0.496114,0.837564,-0.019533,0.036402
formal,1,up,33,-0.0991107619215672,1784191690.913565,1.14907537,1.132347,0.47772,0.807615,-0.017262,0.032236
formal,1,up,34,0.031442714279531714,1784191692.74266,1.18661261,1.178277,0.455166,0.769061,-0.014796,0.027779
formal,1,up,35,0.16199619048062974,1784191694.5556421,1.2107437,1.199833,0.429361,0.726618,-0.012206,0.023889
formal,1,up,36,0.29254966668172866,1784191696.375583,1.31531173,1.2,0.398723,0.674684,-0.010157,0.0192
formal,1,up,37,0.4231031428828276,1784191698.192339,1.34748651,1.2,0.364047,0.616395,-0.008571,0.01657
formal,1,up,38,0.5536566190839256,1784191700.019092,1.35150836,1.2,0.326866,0.553069,-0.009158,0.017753
formal,1,up,39,0.6842100952850245,1784191701.819076,1.41451731,1.2,0.287198,0.486192,-0.009751,0.018658
formal,1,up,40,0.8147635714861234,1784191703.644632,1.43730778,1.2,0.246238,0.416892,-0.010428,0.019793
formal,1,up,41,0.9453170476872224,1784191705.4720461,1.41987977,1.2,0.203012,0.344267,-0.010399,0.019864
formal,1,up,42,1.0758705238883213,1784191707.30412,1.45473578,1.2,0.158376,0.268528,-0.010239,0.019401
formal,1,up,43,1.2064240000894193,1784191709.1391182,1.49361364,1.2,0.112476,0.190932,-0.010536,0.019862
formal,1,up,44,1.3369774762905182,1784191710.962902,1.46680132,1.2,0.066369,0.112907,-0.010671,0.020013
formal,1,up,45,1.4675309524916171,1784191712.794555,1.53785396,1.2,0.020306,0.034491,-0.010819,0.020134
formal,1,up,46,1.5980844286927152,1784191714.620718,1.47484502,1.2,-0.026229,-0.044663,-0.010786,0.019941
formal,1,up,47,1.728637904893814,1784191716.436289,1.50299795,1.2,-0.072965,-0.12374,-0.010749,0.019801
formal,1,up,48,1.859191381094913,1784191718.2480378,1.43596716,1.2,-0.11906,-0.201842,-0.010827,0.0198
formal,1,up,49,1.989744857296012,1784191720.0686789,1.47618564,1.2,-0.164485,-0.27889,-0.010702,0.019516
formal,1,up,50,2.120298333497111,1784191721.896288,1.43864839,1.2,-0.208776,-0.353469,-0.009997,0.018421
formal,1,up,51,2.250851809698209,1784191723.7212212,1.40647361,1.2,-0.251939,-0.426351,-0.009647,0.017585
formal,1,up,52,2.3814052858993078,1784191725.510452,1.38770499,1.2,-0.29462,-0.498204,-0.008649,0.015877
formal,1,up,53,2.5119587621004067,1784191727.294859,1.34078343,1.2,-0.335039,-0.566351,-0.008438,0.01544
formal,1,up,54,2.6425122383015047,1784191729.093108,1.32737727,1.2,-0.372339,-0.629186,-0.008112,0.014328
formal,1,up,55,2.7730657145026036,1784191730.8833659,1.27777449,1.2,-0.405043,-0.684071,-0.005712,0.010347
formal,1,up,56,2.9036191907037026,1784191732.675265,1.21878739,1.2,-0.434599,-0.733369,-0.002805,0.00511
formal,1,up,57,3.0341726669048015,1784191734.475904,1.16382214,1.186705,-0.46078,-0.776851,0.001863,-0.003384
formal,1,up,58,3.1647261431059004,1784191736.2574432,1.2107437,1.143727,-0.48444,-0.816347,0.006134,-0.011162
formal,1,up,59,3.2952796193069984,1784191738.041464,1.10617566,1.093831,-0.504054,-0.84931,0.01013,-0.019025
formal,1,up,60,3.4258330955080973,1784191739.832511,1.05389164,1.042498,-0.519743,-0.875846,0.013811,-0.025296
formal,1,up,61,3.5563865717091963,1784191741.6175349,0.992223311,0.989537,-0.531094,-0.894412,0.017239,-0.031926
formal,1,up,62,3.6869400479102943,1784191743.402424,0.92117067,0.935467,-0.538968,-0.906877,0.022755,-0.042528
formal,1,up,63,3.817493524111393,1784191745.190733,0.878270963,0.879934,-0.544031,-0.915697,0.026948,-0.050128
formal,1,up,64,3.948047000312492,1784191746.9737222,0.852799262,0.822852,-0.547383,-0.921038,0.031204,-0.05778
formal,1,up,65,4.078600476513591,1784191748.7630038,0.752253073,0.766414,-0.548844,-0.922388,0.034044,-0.062911
formal,1,up,66,4.20915395271469,1784191750.5421,0.741528146,0.708423,-0.547531,-0.919986,0.034697,-0.064478
formal,1,up,67,4.339707428915789,1784191752.332497,0.657069347,0.651264,-0.542621,-0.911726,0.034782,-0.064458
formal,1,up,68,4.470260905116888,1784191754.120893,0.577973011,0.593355,-0.536072,-0.900697,0.033681,-0.062596
formal,1,up,69,4.600814381317985,1784191755.907506,0.545798231,0.537213,-0.528526,-0.887872,0.032901,-0.061182
formal,1,up,70,4.731367857519084,1784191757.6983218,0.449273889,0.482708,-0.518464,-0.87088,0.030727,-0.057632
formal,1,up,71,4.861921333720183,1784191759.483249,0.390286791,0.428765,-0.505976,-0.849533,0.028609,-0.053452
formal,1,up,72,4.992474809921282,1784191761.276455,0.332640309,0.37713,-0.490595,-0.823404,0.024501,-0.045814
formal,1,up,73,5.123028286122381,1784191763.069083,0.32593723,0.326889,-0.470461,-0.789622,0.019517,-0.03679
formal,1,up,74,5.2535817623234795,1784191764.855896,0.261587669,0.280296,-0.447946,-0.75228,0.016782,-0.031497
formal,1,up,75,5.384135238524578,1784191766.646654,0.242819047,0.236024,-0.422492,-0.709658,0.013553,-0.025615
formal,1,up,76,5.514688714725676,1784191768.440963,0.174447638,0.194955,-0.393119,-0.660139,0.011908,-0.022465
formal,1,up,77,5.6452421909267745,1784191770.232494,0.165063327,0.15684,-0.358821,-0.602594,0.010092,-0.019219
formal,1,up,78,5.775795667127873,1784191772.022654,0.142272858,0.12259,-0.32055,-0.538509,0.009179,-0.017725
formal,1,up,79,5.906349143328972,1784191773.816809,0.114119925,0.091871,-0.277801,-0.466919,0.009398,-0.017996
formal,1,up,80,6.036902619530071,1784191775.5991738,0.075242065,0.065371,-0.234076,-0.393218,0.009669,-0.018507
formal,1,down,0,6.036902619530071,1784191777.38431,0.0524515954,0.055873,-0.230247,-0.387819,0.009961,-0.018239
formal,1,down,1,5.906349143328972,1784191779.1684952,0.075242065,0.070024,-0.268189,-0.451383,0.009669,-0.017357
formal,1,down,2,5.775795667127873,1784191780.965996,0.114119925,0.0941,-0.30661,-0.515963,0.009385,-0.017136
formal,1,down,3,5.6452421909267745,1784191782.756028,0.182491333,0.121903,-0.342375,-0.575637,0.009605,-0.017115
formal,1,down,4,5.514688714725676,1784191784.5409951,0.135569778,0.153145,-0.375423,-0.630969,0.00839,-0.014314
formal,1,down,5,5.384135238524578,1784191786.330009,0.233434736,0.187568,-0.404586,-0.679513,0.004568,-0.007515
formal,1,down,6,5.2535817623234795,1784191788.1121721,0.256225206,0.225364,-0.431296,-0.724357,0.000683,0.000238
formal,1,down,7,5.123028286122381,1784191789.900888,0.280356291,0.265647,-0.454319,-0.763233,-0.004616,0.009594
formal,1,down,8,4.992474809921282,1784191791.688258,0.352749547,0.308806,-0.474854,-0.797245,-0.008525,0.017457
formal,1,down,9,4.861921333720183,1784191793.484746,0.38090248,0.3543,-0.49083,-0.824194,-0.012771,0.025034
formal,1,down,10,4.731367857519084,1784191795.281748,0.411736645,0.402556,-0.504584,-0.846549,-0.017575,0.034056
formal,1,down,11,4.600814381317985,1784191797.070933,0.462680048,0.452218,-0.515699,-0.865854,-0.021744,0.041454
formal,1,down,12,4.470260905116888,1784191798.848054,0.523007761,0.504004,-0.525296,-0.881719,-0.026322,0.050475
formal,1,down,13,4.339707428915789,1784191800.640935,0.581994859,0.557292,-0.532413,-0.893564,-0.030205,0.057473
formal,1,down,14,4.20915395271469,1784191802.433116,0.673156737,0.611186,-0.53865,-0.904262,-0.032287,0.061504
formal,1,down,15,4.078600476513591,1784191804.224523,0.6785192,0.666247,-0.541237,-0.90891,-0.032746,0.061994
formal,1,down,16,3.948047000312492,1784191806.005816,0.74018753,0.722417,-0.543013,-0.912422,-0.032333,0.061461
formal,1,down,17,3.817493524111393,1784191807.796098,0.828668176,0.777888,-0.543252,-0.912602,-0.03219,0.060562
formal,1,down,18,3.6869400479102943,1784191809.5917099,0.842074335,0.833254,-0.541132,-0.909101,-0.031243,0.05931
formal,1,down,19,3.5563865717091963,1784191811.3738399,0.893017737,0.888419,-0.537488,-0.903485,-0.029703,0.056515
formal,1,down,20,3.4258330955080973,1784191813.163509,0.972114073,0.942695,-0.530173,-0.892102,-0.027033,0.051417
formal,1,down,21,3.2952796193069984,1784191814.949259,1.02171686,0.995514,-0.521028,-0.877039,-0.02281,0.04349
formal,1,down,22,3.1647261431059004,1784191816.739676,1.08606642,1.046498,-0.507232,-0.853583,-0.019038,0.036793
formal,1,down,23,3.0341726669048015,1784191818.5316741,1.13566921,1.095864,-0.4897,-0.824737,-0.016145,0.031715
formal,1,down,24,2.9036191907037026,1784191820.324865,1.16248152,1.144416,-0.469809,-0.791448,-0.015213,0.029544
formal,1,down,25,2.7730657145026036,1784191822.107625,1.22549047,1.187702,-0.446961,-0.753734,-0.012201,0.024327
formal,1,down,26,2.6425122383015047,1784191823.901279,1.27375264,1.2,-0.421091,-0.71046,-0.011322,0.021806
formal,1,down,27,2.5119587621004067,1784191825.690934,1.32335543,1.2,-0.39022,-0.658442,-0.008698,0.017649
formal,1,down,28,2.3814052858993078,1784191827.481717,1.34078343,1.2,-0.355562,-0.600673,-0.007805,0.015581
formal,1,down,29,2.250851809698209,1784191829.2675562,1.35150836,1.2,-0.317754,-0.537036,-0.008591,0.017003
formal,1,down,30,2.120298333497111,1784191831.059534,1.38234253,1.2,-0.278218,-0.470271,-0.009027,0.017847
formal,1,down,31,1.989744857296012,1784191832.850711,1.44132962,1.2,-0.237015,-0.401253,-0.010041,0.019443
formal,1,down,32,1.859191381094913,1784191834.6334589,1.38234253,1.2,-0.194596,-0.329472,-0.010139,0.019579
formal,1,down,33,1.728637904893814,1784191836.4125319,1.47216379,1.2,-0.150453,-0.254883,-0.010168,0.01939
formal,1,down,34,1.5980844286927152,1784191838.195342,1.45339517,1.2,-0.105235,-0.178571,-0.010218,0.019446
formal,1,down,35,1.4675309524916171,1784191839.974876,1.47618564,1.2,-0.059727,-0.10135,-0.010486,0.019769
formal,1,down,36,1.3369774762905182,1784191841.763084,1.44669209,1.2,-0.014081,-0.023898,-0.010778,0.020124
formal,1,down,37,1.2064240000894193,1784191843.552694,1.49227303,1.2,0.031643,0.053698,-0.010854,0.020018
formal,1,down,38,1.0758705238883213,1784191845.346591,1.49227303,1.2,0.077647,0.131875,-0.010764,0.019843
formal,1,down,39,0.9453170476872224,1784191847.134037,1.46680132,1.2,0.1234,0.20917,-0.010899,0.019975
formal,1,down,40,0.8147635714861234,1784191848.924553,1.44937332,1.2,0.168098,0.28495,-0.011085,0.01998
formal,1,down,41,0.6842100952850245,1784191850.711862,1.46814194,1.2,0.211546,0.358567,-0.010595,0.01903
formal,1,down,42,0.5536566190839256,1784191852.496141,1.40915484,1.2,0.254072,0.430259,-0.010343,0.018219
formal,1,down,43,0.4231031428828276,1784191854.2868102,1.35687082,1.2,0.295134,0.499397,-0.009239,0.016267
formal,1,down,44,0.29254966668172866,1784191856.07712,1.34078343,1.2,0.335399,0.567149,-0.009018,0.015779
formal,1,down,45,0.16199619048062974,1784191857.862006,1.30726804,1.2,0.372895,0.630561,-0.008449,0.014621
formal,1,down,46,0.031442714279531714,1784191859.649944,1.32469604,1.2,0.404868,0.684417,-0.006902,0.011464
formal,1,down,47,-0.0991107619215672,1784191861.4400132,1.19331569,1.2,0.433922,0.733726,-0.003929,0.006273
formal,1,down,48,-0.22966423812266612,1784191863.228415,1.23487478,1.185102,0.458838,0.775152,0.000595,-0.002188
formal,1,down,49,-0.36021771432376504,1784191865.020569,1.14773475,1.140775,0.481379,0.813057,0.004343,-0.009268
formal,1,down,50,-0.4907711905248635,1784191866.806657,1.06461657,1.093089,0.501478,0.846604,0.009261,-0.01789
formal,1,down,51,-0.621324666725962,1784191868.595376,1.04316671,1.041379,0.516479,0.871629,0.01266,-0.023919
formal,1,down,52,-0.7518781429270609,1784191870.3843288,0.992223311,0.988646,0.527464,0.889624,0.015777,-0.030388
formal,1,down,53,-0.8824316191281598,1784191872.177946,0.938598677,0.935462,0.536711,0.905129,0.019991,-0.038124
formal,1,down,54,-1.0129850953292583,1784191873.964648,0.831349408,0.880152,0.540918,0.911591,0.024928,-0.047156
formal,1,down,55,-1.1435385715303568,1784191875.761983,0.812580786,0.824005,0.545362,0.919018,0.028618,-0.054069
formal,1,down,56,-1.2740920477314557,1784191877.552364,0.771021695,0.767071,0.54517,0.918431,0.031697,-0.059548
formal,1,down,57,-1.4046455239325546,1784191879.342647,0.718737676,0.709408,0.544202,0.916757,0.032787,-0.061871
formal,1,down,58,-1.535199000133653,1784191881.1342669,0.647685036,0.652116,0.540297,0.910295,0.03173,-0.059912
formal,1,down,59,-1.6657524763347515,1784191882.921053,0.595401017,0.595202,0.532684,0.897248,0.03115,-0.059585
formal,1,down,60,-1.7963059525358505,1784191884.7179542,0.553841926,0.539586,0.526149,0.885685,0.030723,-0.058245
formal,1,down,61,-1.9268594287369494,1784191886.503211,0.484129901,0.485134,0.516289,0.869407,0.028674,-0.054776
formal,1,down,62,-2.057412904938048,1784191888.295373,0.396989871,0.431883,0.503869,0.848647,0.026968,-0.051452
formal,1,down,63,-2.1879663811391463,1784191890.0808551,0.376880633,0.380452,0.488948,0.823367,0.023489,-0.044324
formal,1,down,64,-2.3185198573402452,1784191891.868476,0.340684005,0.331104,0.47043,0.792346,0.01858,-0.035864
formal,1,down,65,-2.449073333541344,1784191893.653725,0.257565821,0.284168,0.448121,0.754061,0.01529,-0.03002
formal,1,down,66,-2.5796268097424426,1784191895.4506931,0.238797199,0.240014,0.423297,0.713175,0.012383,-0.024317
formal,1,down,67,-2.710180285943541,1784191897.235542,0.187853797,0.198593,0.393063,0.662584,0.011228,-0.021636
formal,1,down,68,-2.84073376214464,1784191899.018858,0.163722711,0.16066,0.359987,0.606663,0.009384,-0.018469
formal,1,down,69,-2.971287238345739,1784191900.802614,0.152997785,0.126016,0.322579,0.54382,0.008883,-0.017391
formal,1,down,70,-3.1018407145468374,1784191902.591327,0.142272858,0.095274,0.280926,0.473694,0.008627,-0.017082
formal,1,down,71,-3.232394190747936,1784191904.376122,0.0604952905,0.068519,0.23769,0.401248,0.008982,-0.017572
formal,1,down,72,-3.362947666949035,1784191906.162094,0.0484297478,0.046115,0.194008,0.327605,0.009996,-0.019068
formal,1,down,73,-3.4935011431501337,1784191907.951414,0.0028488087,0.028059,0.148932,0.251686,0.010432,-0.01968
formal,1,down,74,-3.624054619351232,1784191909.739261,0.0484297478,0.014191,0.102724,0.173805,0.010792,-0.020297
formal,1,down,75,-3.7546080955523307,1784191911.524962,0.0175957173,0.005001,0.0559,0.094566,0.010894,-0.020264
formal,1,down,76,-3.8851615717534296,1784191913.3119109,0.000167576982,0.000357,0.008264,0.014055,0.010983,-0.020234
formal,1,down,77,-4.0157150479545285,1784191915.106824,0.00687097316,0.000413,-0.039033,-0.06607,0.010952,-0.020151
formal,1,down,78,-4.1462685241556265,1784191916.9008021,0.00687065626,0.005176,-0.086269,-0.145866,0.01095,-0.019962
formal,1,down,79,-4.276822000356725,1784191918.690179,0.0269798941,0.014515,-0.132903,-0.224644,0.010618,-0.01924
formal,1,down,80,-4.407375476557824,1784191920.478736,0.0618359064,0.028491,-0.17929,-0.302833,0.010439,-0.018815
formal,2,up,0,-4.407375476557824,1784191922.270449,0.000167848199,0.034346,-0.182509,-0.30892,0.010381,-0.019003
formal,2,up,1,-4.276822000356725,1784191924.056889,0.0403860527,0.025077,-0.141919,-0.240442,0.010363,-0.019527
formal,2,up,2,-4.1462685241556265,1784191925.843062,0.00821145198,0.013241,-0.100033,-0.169519,0.010868,-0.020172
formal,2,up,3,-4.0157150479545285,1784191927.629746,0.0216174307,0.00492,-0.056974,-0.096588,0.010865,-0.02021
formal,2,up,4,-3.8851615717534296,1784191929.412062,-0.0253032621,0.000551,-0.013544,-0.022967,0.011012,-0.020362
formal,2,up,5,-3.7546080955523307,1784191931.2088041,0.0135737355,3.8e-05,0.030597,0.051834,0.01105,-0.02025
formal,2,up,6,-3.624054619351232,1784191932.995105,0.0323423575,0.003489,0.074522,0.126071,0.010971,-0.020156
formal,2,up,7,-3.4935011431501337,1784191934.782913,0.0162549673,0.010916,0.118002,0.19946,0.01064,-0.019633
formal,2,up,8,-3.362947666949035,1784191936.573395,0.0551328271,0.022308,0.161041,0.272181,0.010413,-0.018991
formal,2,up,9,-3.232394190747936,1784191938.365191,0.0645171381,0.037604,0.203253,0.343499,0.009567,-0.017638
formal,2,up,10,-3.1018407145468374,1784191940.154756,0.104735614,0.057011,0.245724,0.414894,0.009332,-0.017167
formal,2,up,11,-2.971287238345739,1784191941.943778,0.114119925,0.080083,0.28661,0.483594,0.009606,-0.017308
formal,2,up,12,-2.84073376214464,1784191943.738016,0.127526083,0.107063,0.324572,0.547232,0.009355,-0.017007
formal,2,up,13,-2.710180285943541,1784191945.5316758,0.158360248,0.137412,0.360341,0.607328,0.008449,-0.015122
formal,2,up,14,-2.5796268097424426,1784191947.31699,0.203941187,0.171284,0.392784,0.661731,0.004553,-0.008675
formal,2,up,15,-2.449073333541344,1784191949.106476,0.222709809,0.208189,0.420719,0.708907,0.000877,-0.001572
formal,2,up,16,-2.3185198573402452,1784191950.888492,0.253543974,0.248687,0.446447,0.752164,-0.004047,0.007655
formal,2,up,17,-2.1879663811391463,1784191952.676894,0.319234151,0.291873,0.468016,0.788442,-0.008735,0.01624
formal,2,up,18,-2.057412904938048,1784191954.488292,0.3487277,0.337297,0.4852,0.81713,-0.01235,0.023319
formal,2,up,19,-1.9268594287369494,1784191956.274542,0.405033566,0.385759,0.499927,0.841461,-0.018301,0.033661
formal,2,up,20,-1.7963059525358505,1784191958.050129,0.457317584,0.436124,0.512303,0.862433,-0.022538,0.041717
formal,2,up,21,-1.6657524763347515,1784191959.841114,0.514964066,0.488212,0.522256,0.879391,-0.028336,0.051977
formal,2,up,22,-1.535199000133653,1784191961.6416352,0.553841926,0.541824,0.528886,0.890662,-0.032856,0.060493
formal,2,up,23,-1.4046455239325546,1784191963.42482,0.603444712,0.596799,0.537127,0.904109,-0.034582,0.064134
formal,2,up,24,-1.2740920477314557,1784191965.218983,0.683881664,0.652144,0.540298,0.909441,-0.034883,0.064845
formal,2,up,25,-1.1435385715303568,1784191967.0098612,0.716056444,0.708586,0.54239,0.913217,-0.035071,0.064915
formal,2,up,26,-1.0129850953292583,1784191968.7955992,0.812580786,0.765095,0.54234,0.913616,-0.035589,0.066014
formal,2,up,27,-0.8824316191281598,1784191970.5796149,0.851458646,0.821722,0.541248,0.91222,-0.03418,0.063311
formal,2,up,28,-0.7518781429270609,1784191972.372468,0.930554981,0.877911,0.538471,0.908328,-0.033049,0.060615
formal,2,up,29,-0.621324666725962,1784191974.160653,0.982839,0.932507,0.532849,0.898716,-0.028702,0.053616
formal,2,up,30,-0.4907711905248635,1784191975.946607,1.07131965,0.986361,0.52254,0.881289,-0.024637,0.045918
formal,2,up,31,-0.36021771432376504,1784191977.729095,1.07936334,1.038119,0.509021,0.858639,-0.021717,0.040403
formal,2,up,32,-0.22966423812266612,1784191979.525416,1.06461657,1.090556,0.49277,0.832097,-0.019156,0.035801
formal,2,up,33,-0.0991107619215672,1784191981.310635,1.15309721,1.138309,0.474369,0.801322,-0.016786,0.031576
formal,2,up,34,0.031442714279531714,1784191983.111,1.23889663,1.183348,0.450794,0.762085,-0.014536,0.027326
formal,2,up,35,0.16199619048062974,1784191984.902327,1.2362154,1.199955,0.424882,0.718807,-0.012192,0.023303
formal,2,up,36,0.29254966668172866,1784191986.697141,1.30190557,1.2,0.394158,0.66652,-0.009555,0.0187
formal,2,up,37,0.4231031428828276,1784191988.487726,1.32201481,1.2,0.359524,0.608542,-0.008414,0.016436
formal,2,up,38,0.5536566190839256,1784191990.26657,1.3890456,1.2,0.32183,0.544894,-0.009307,0.017901
formal,2,up,39,0.6842100952850245,1784191992.0385768,1.42926408,1.2,0.282142,0.477986,-0.009821,0.018798
formal,2,up,40,0.8147635714861234,1784191993.84388,1.43730778,1.2,0.240985,0.408387,-0.010567,0.020022
formal,2,up,41,0.9453170476872224,1784191995.642852,1.4306047,1.2,0.197793,0.335488,-0.01046,0.01975
formal,2,up,42,1.0758705238883213,1784191997.4338748,1.44267024,1.2,0.15298,0.259469,-0.010233,0.019563
formal,2,up,43,1.2064240000894193,1784191999.222183,1.44937332,1.2,0.107023,0.181589,-0.010475,0.019826
formal,2,up,44,1.3369774762905182,1784192000.995757,1.49227303,1.2,0.061245,0.104054,-0.010678,0.019937
formal,2,up,45,1.4675309524916171,1784192002.7780852,1.46009824,1.2,0.015271,0.02604,-0.01085,0.020021
formal,2,up,46,1.5980844286927152,1784192004.5725179,1.50299795,1.2,-0.030958,-0.052707,-0.010769,0.019838
formal,2,up,47,1.728637904893814,1784192006.369314,1.47752625,1.2,-0.077468,-0.131551,-0.010658,0.019741
formal,2,up,48,1.859191381094913,1784192008.159764,1.45741701,1.2,-0.123649,-0.209701,-0.010745,0.019673
formal,2,up,49,1.989744857296012,1784192009.954176,1.48556995,1.2,-0.168977,-0.286366,-0.0107,0.019526
formal,2,up,50,2.120298333497111,1784192011.7498481,1.43462654,1.2,-0.212968,-0.360633,-0.009979,0.018258
formal,2,up,51,2.250851809698209,1784192013.5342422,1.42390162,1.2,-0.255946,-0.433277,-0.009633,0.017309
formal,2,up,52,2.3814052858993078,1784192015.3207848,1.36759575,1.2,-0.298008,-0.504086,-0.008642,0.015676
formal,2,up,53,2.5119587621004067,1784192017.1119418,1.33676159,1.2,-0.339072,-0.572774,-0.008357,0.015236
formal,2,up,54,2.6425122383015047,1784192018.9014962,1.30458681,1.2,-0.375199,-0.633925,-0.007846,0.013788
formal,2,up,55,2.7730657145026036,1784192020.6923342,1.2536434,1.2,-0.407366,-0.687842,-0.005359,0.009934
formal,2,up,56,2.9036191907037026,1784192022.477015,1.2536434,1.2,-0.436302,-0.736828,-0.002621,0.004521
formal,2,up,57,3.0341726669048015,1784192024.268397,1.20940308,1.184508,-0.462931,-0.780935,0.002187,-0.003841
formal,2,up,58,3.1647261431059004,1784192026.059791,1.14773475,1.13911,-0.485497,-0.818499,0.006197,-0.011297
formal,2,up,59,3.2952796193069984,1784192027.8519812,1.10751627,1.089636,-0.504286,-0.850179,0.01063,-0.020071
formal,2,up,60,3.4258330955080973,1784192029.632052,1.02573871,1.039671,-0.519825,-0.875875,0.014085,-0.026662
formal,2,up,61,3.5563865717091963,1784192031.4190469,1.02037624,0.986594,-0.530741,-0.893573,0.017847,-0.033763
formal,2,up,62,3.6869400479102943,1784192033.203952,0.954686067,0.931644,-0.538234,-0.905981,0.023463,-0.043732
formal,2,up,63,3.817493524111393,1784192034.994837,0.895698969,0.876184,-0.543731,-0.914806,0.027342,-0.051007
formal,2,up,64,3.948047000312492,1784192036.787096,0.804537091,0.819156,-0.547766,-0.920913,0.03109,-0.057681
formal,2,up,65,4.078600476513591,1784192038.580145,0.780406006,0.762322,-0.548585,-0.9223,0.033613,-0.062457
formal,2,up,66,4.20915395271469,1784192040.367768,0.70130967,0.70418,-0.546001,-0.918011,0.034459,-0.06468
formal,2,up,67,4.339707428915789,1784192042.155297,0.63025703,0.646226,-0.540704,-0.908988,0.034582,-0.064085
formal,2,up,68,4.470260905116888,1784192043.9396732,0.560545005,0.589294,-0.535144,-0.898776,0.033271,-0.062108
formal,2,up,69,4.600814381317985,1784192045.734426,0.524348377,0.533287,-0.528697,-0.887449,0.032249,-0.06008
formal,2,up,70,4.731367857519084,1784192047.5207539,0.469383127,0.47853,-0.51748,-0.869067,0.03038,-0.056628
formal,2,up,71,4.861921333720183,1784192049.314593,0.402352334,0.425498,-0.504999,-0.848074,0.028168,-0.052832
formal,2,up,72,4.992474809921282,1784192051.097877,0.38760556,0.373763,-0.488373,-0.819829,0.024247,-0.045778
formal,2,up,73,5.123028286122381,1784192052.902121,0.32593723,0.324766,-0.470354,-0.789427,0.01918,-0.035987
formal,2,up,74,5.2535817623234795,1784192054.681977,0.258906437,0.278291,-0.447143,-0.750479,0.016562,-0.030844
formal,2,up,75,5.384135238524578,1784192056.46576,0.236115968,0.234176,-0.420507,-0.706096,0.013385,-0.025395
formal,2,up,76,5.514688714725676,1784192058.242613,0.201259955,0.193364,-0.391321,-0.657279,0.011692,-0.022127
formal,2,up,77,5.6452421909267745,1784192060.041885,0.16104148,0.155757,-0.35718,-0.599964,0.010094,-0.019015
formal,2,up,78,5.775795667127873,1784192061.8335419,0.0832857601,0.12148,-0.318585,-0.535198,0.009142,-0.017719
formal,2,up,79,5.906349143328972,1784192063.622206,0.116801157,0.091216,-0.276187,-0.464232,0.009417,-0.01804
formal,2,up,80,6.036902619530071,1784192065.407113,0.0430672844,0.064933,-0.232283,-0.390435,0.00966,-0.018532
formal,2,down,0,6.036902619530071,1784192067.1958568,0.0484297478,0.055509,-0.228756,-0.385263,0.009821,-0.018251
formal,2,down,1,5.906349143328972,1784192068.977383,0.0591546747,0.069647,-0.266787,-0.449297,0.009666,-0.017429
formal,2,down,2,5.775795667127873,1784192070.75905,0.114119925,0.09342,-0.305277,-0.513531,0.009479,-0.017157
formal,2,down,3,5.6452421909267745,1784192072.544919,0.144954089,0.121107,-0.341121,-0.573453,0.009766,-0.017135
formal,2,down,4,5.514688714725676,1784192074.333387,0.19991934,0.152177,-0.373856,-0.6285,0.00832,-0.014511
formal,2,down,5,5.384135238524578,1784192076.1248891,0.226731657,0.186386,-0.403593,-0.6778,0.004746,-0.007913
formal,2,down,6,5.2535817623234795,1784192077.924097,0.211984882,0.223681,-0.429698,-0.721642,0.000849,-0.000482
formal,2,down,7,5.123028286122381,1784192079.710645,0.252203358,0.264143,-0.453863,-0.762038,-0.004431,0.00896
formal,2,down,8,4.992474809921282,1784192081.512084,0.323255998,0.307208,-0.474042,-0.795896,-0.008657,0.017233
formal,2,down,9,4.861921333720183,1784192083.2809322,0.370177553,0.352824,-0.490193,-0.82312,-0.012804,0.025025
formal,2,down,10,4.731367857519084,1784192085.0744262,0.457317584,0.401088,-0.504076,-0.845926,-0.017311,0.033085
formal,2,down,11,4.600814381317985,1784192086.859246,0.4586582,0.450863,-0.515157,-0.864885,-0.021143,0.040997
formal,2,down,12,4.470260905116888,1784192088.648778,0.508260987,0.502567,-0.524407,-0.879982,-0.02685,0.050963
formal,2,down,13,4.339707428915789,1784192090.4344141,0.66243181,0.555704,-0.531931,-0.892713,-0.030067,0.05739
formal,2,down,14,4.20915395271469,1784192092.220768,0.663772426,0.609971,-0.538411,-0.904342,-0.032136,0.061077
formal,2,down,15,4.078600476513591,1784192094.005814,0.71739706,0.665638,-0.540756,-0.908575,-0.033142,0.063051
formal,2,down,16,3.948047000312492,1784192095.792594,0.722759524,0.72144,-0.542829,-0.912154,-0.032272,0.061709
formal,2,down,17,3.817493524111393,1784192097.582904,0.81124017,0.776693,-0.543193,-0.912568,-0.031831,0.060626
formal,2,down,18,3.6869400479102943,1784192099.364564,0.90508328,0.832473,-0.541296,-0.909362,-0.030901,0.058707
formal,2,down,19,3.5563865717091963,1784192101.154921,0.937258061,0.887072,-0.537556,-0.903982,-0.029416,0.055782
formal,2,down,20,3.4258330955080973,1784192102.9417999,0.952004835,0.941309,-0.529788,-0.891324,-0.027103,0.051246
