Ap,m,kappa,resid_mrad
0.04,0.025233728836094094,68.71500800245268,528.709495803299
0.06,0.037850593254141134,80.17291652112064,466.3976391868294
0.08,0.05046745767218819,74.8772361708737,497.0551506880576
0.1,0.06308432209023522,66.49522241683745,425.33243525873974
0.13,0.08200961871730579,52.42050394308506,372.7041907077151
0.16,0.10093491534437637,43.04636918070529,277.3365848159184
0.19,0.11986021197144692,33.319114326626035,168.208987935655
