role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
formal,down,35,18,1,37,0.16199619048062974,0.29254966668172866,0.5,1784259405.8172941,1784259407.264931,37,True,1784259411.398815,1784259412.281321,1784259412.281533,1784259412.48612,1784259412.3838265,1.5070198,1784259412.486124,1784259416.6057742,1784259414.5373302,1784259416.60598,1784259416.816114,1784259416.711047,1.46680132,0.49766442137430755,1.487004493422246,1.2,0.168499,0.28754775,-0.004874750000000001,0.0082115,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2462543,2656562,0,0,0,0,4
formal,down,45,19,0,38,1.4675309524916171,1.598084428692716,0.5,1784259433.290153,1784259434.728359,38,True,1784259438.861208,1784259439.734241,1784259439.734539,1784259439.941129,1784259439.837834,1.52042596,1784259439.941132,1784259444.0716522,1784259442.0094004,1784259444.071854,1784259444.2810812,1784259444.1764677,1.49361364,0.5005185038930243,1.507005897707699,1.2,-0.14412675,-0.245604,-0.0047157499999999995,0.009358749999999999,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2104908,2323910,0,0,0,0,4
formal,up,45,19,1,39,1.4675309524916171,1.3369774762905182,0.5,1784259446.421848,1784259447.8704078,39,True,1784259452.0123231,1784259452.8863559,1784259452.886562,1784259453.092094,1784259452.989328,1.50433857,1784259453.092097,1784259457.210161,1784259455.1522956,1784259457.210679,1784259457.421,1784259457.3158395,1.49629487,0.49993340388792346,1.5003172556791469,1.2,-0.14635575,-0.2495235,-0.00468275,0.00934575,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2118288,2322555,0,0,0,0,4
formal,up,58,20,0,40,3.1647261431059004,3.0341726669048015,0.5,1784259473.983971,1784259475.417405,40,True,1784259479.540582,1784259480.425654,1784259480.425848,1784259480.636033,1784259480.5309405,0.930554981,1784259480.636035,1784259484.7608461,1784259482.7029877,1784259484.761285,1784259484.963115,1784259484.8622,0.94396114,0.5014816460894567,0.937277923683057,0.9233455,-0.40906200000000004,-0.691882,-0.00190325,0.00546075,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-5733937,5864186,0,0,0,0,4
formal,down,58,20,1,41,3.1647261431059004,3.2952796193069993,0.5,1784259487.1237838,1784259488.575982,41,True,1784259492.674892,1784259493.550632,1784259493.550882,1784259493.75998,1784259493.655431,0.911786359,1784259493.759982,1784259497.84918,1784259495.8098998,1784259497.8494442,1784259498.0574641,1784259497.953454,0.945301756,0.501269719144083,0.9285866126411925,0.9145395000000001,-0.4096875,-0.6935275,-0.0019112499999999998,0.0054265,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-5719116,5924060,0,0,0,0,4
formal,down,22,21,0,42,-1.535199000133653,-1.4046455239325542,0.5,1784259549.218036,1784259550.658376,42,True,1784259554.8122041,1784259555.692689,1784259555.693026,1784259555.90319,1784259555.798108,0.882292811,1784259555.903193,1784259560.010806,1784259557.9605103,1784259560.01104,1784259560.2161322,1784259560.113586,0.911786359,0.5010805823023171,0.8970714552060014,0.9082767500000001,0.4097895,0.694188,-0.0004462499999999999,-0.00103125,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-5815067,5769336,0,0,0,0,4
formal,up,22,21,1,43,-1.535199000133653,-1.665752476334752,0.5,1784259562.3683462,1784259563.81665,43,True,1784259567.967398,1784259568.851209,1784259568.851447,1784259569.0615768,1784259568.956512,0.941279908,1784259569.06158,1784259573.19919,1784259571.1294818,1784259573.199456,1784259573.407959,1784259573.3037076,0.917148823,0.49985554030886076,0.929217851469086,0.89764625,0.41046475,0.69593375,-0.00038475,-0.00117025,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-5828871,5771114,0,0,0,0,4
formal,up,39,22,0,44,0.6842100952850245,0.5536566190839256,0.5,1784259595.726249,1784259597.157847,44,True,1784259601.3034172,1784259602.168958,1784259602.169211,1784259602.379411,1784259602.274311,1.54857889,1784259602.379414,1784259606.491065,1784259604.4411387,1784259606.49139,1784259606.699043,1784259606.5952165,1.55394135,0.5014753748387908,1.551268031638558,1.2,0.04614875,0.07884000000000001,-0.004956250000000001,0.00895325,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-729837,900059,0,0,0,0,4
formal,down,39,22,1,45,0.6842100952850245,0.8147635714861234,0.5,1784259608.867302,1784259610.299795,45,True,1784259614.43385,1784259615.316604,1784259615.316851,1784259615.5269902,1784259615.4219205,1.55662259,1784259615.5269918,1784259619.632558,1784259617.5774121,1784259619.6327848,1784259619.840839,1784259619.7368119,1.56466628,0.49954713142902357,1.5606407922656043,1.2,0.044416,0.07596575,-0.004968,0.00896,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-764559,914794,0,0,0,0,4
formal,down,41,23,0,46,0.9453170476872224,1.0758705238883213,0.5,1784259624.867795,1784259626.305729,46,True,1784259630.456567,1784259631.332427,1784259631.3326669,1784259631.54283,1784259631.4377484,1.55528197,1784259631.5428321,1784259635.6745,1784259633.6077108,1784259635.67489,1784259635.884023,1784259635.7794566,1.54187581,0.4997946233491067,1.5485816433122421,1.2,-0.020406749999999998,-0.034800250000000005,-0.005123,0.00951225,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-341799,634987,0,0,0,0,4
