sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
29,0,29,-3.759998275143108,-3.889653388079077,-0.1296551129359691,1784258145.904566,1784258147.3442292,1784258146.6243978,0.0698796015,"[dac] CH_A set to -3.890 V (code=20022)
"
30,0,30,-3.889653388079077,-4.019308501015046,-0.1296551129359691,1784258147.3445601,1784258148.7863958,1784258148.0654778,0.0685389857,"[dac] CH_A set to -4.019 V (code=19597)
"
31,0,31,-4.019308501015046,-4.1489636139510155,-0.12965511293596954,1784258148.786609,1784258150.2304618,1784258149.5085354,0.0028488087,"[dac] CH_A set to -4.149 V (code=19172)
"
32,0,32,-4.1489636139510155,-4.278618726886985,-0.12965511293596954,1784258150.230657,1784258151.648494,1784258150.9395757,0.0242986624,"[dac] CH_A set to -4.279 V (code=18748)
"
33,0,33,-4.278618726886985,-4.408273839822954,-0.12965511293596865,1784258151.648674,1784258153.0904388,1784258152.3695564,0.018936199,"[dac] CH_A set to -4.408 V (code=18323)
"
34,0,34,-4.408273839822954,-4.537928952758923,-0.12965511293596954,1784258153.090657,1784258154.529035,1784258153.809846,-0.0159192709,"[dac] CH_A set to -4.538 V (code=17898)
"
35,1,0,-4.407375476557824,-4.342098738457275,0.06527673810054946,1784258164.830624,1784258166.268281,1784258165.5494525,-0.00117299605,"[dac] CH_A set to -4.342 V (code=18540)
"
36,1,1,-4.342098738457275,-4.276822000356725,0.06527673810054946,1784258166.26846,1784258167.713959,1784258166.9912095,0.0511109795,"[dac] CH_A set to -4.277 V (code=18753)
"
37,2,0,-4.407375476557824,-4.276822000356725,0.13055347620109892,1784258177.982433,1784258179.415699,1784258178.6990662,-0.0266438323,"[dac] CH_A set to -4.277 V (code=18753)
"
38,2,1,-4.276822000356725,-4.1462685241556265,0.13055347620109892,1784258179.415884,1784258180.8576682,1784258180.136776,-0.00251356908,"[dac] CH_A set to -4.146 V (code=19181)
"
39,2,2,-4.1462685241556265,-4.0157150479545285,0.13055347620109803,1784258180.857868,1784258182.288735,1784258181.5733013,-0.0078758498,"[dac] CH_A set to -4.016 V (code=19609)
"
40,2,3,-4.0157150479545285,-3.8851615717534296,0.13055347620109892,1784258182.288927,1784258183.718815,1784258183.003871,0.0229580465,"[dac] CH_A set to -3.885 V (code=20037)
"
41,2,4,-3.8851615717534296,-3.7546080955523307,0.13055347620109892,1784258183.7190158,1784258185.163243,1784258184.4411294,0.0712202174,"[dac] CH_A set to -3.755 V (code=20465)
"
42,2,5,-3.7546080955523307,-3.624054619351232,0.13055347620109847,1784258185.1634429,1784258186.599369,1784258185.8814058,0.0631765222,"[dac] CH_A set to -3.624 V (code=20892)
"
43,2,6,-3.624054619351232,-3.4935011431501337,0.13055347620109847,1784258186.599552,1784258188.031117,1784258187.3153343,0.127526083,"[dac] CH_A set to -3.493 V (code=21320)
"
44,2,7,-3.4935011431501337,-3.362947666949035,0.13055347620109892,1784258188.0313559,1784258189.472898,1784258188.752127,0.163722711,"[dac] CH_A set to -3.363 V (code=21748)
"
45,2,8,-3.362947666949035,-3.232394190747936,0.13055347620109892,1784258189.473253,1784258190.908976,1784258190.1911144,0.178469486,"[dac] CH_A set to -3.232 V (code=22176)
"
46,2,9,-3.232394190747936,-3.1018407145468374,0.13055347620109847,1784258190.9092531,1784258192.349845,1784258191.629549,0.241478431,"[dac] CH_A set to -3.102 V (code=22604)
"
47,2,10,-3.1018407145468374,-2.971287238345739,0.13055347620109847,1784258192.3500428,1784258193.799597,1784258193.07482,0.261587669,"[dac] CH_A set to -2.971 V (code=23031)
"
48,2,11,-2.971287238345739,-2.84073376214464,0.13055347620109892,1784258193.799801,1784258195.237556,1784258194.5186787,0.300465529,"[dac] CH_A set to -2.841 V (code=23459)
"
49,2,12,-2.84073376214464,-2.710180285943541,0.13055347620109892,1784258195.237754,1784258196.656033,1784258195.9468937,0.405033566,"[dac] CH_A set to -2.710 V (code=23887)
"
50,2,13,-2.710180285943541,-2.5796268097424426,0.13055347620109847,1784258196.656218,1784258198.091276,1784258197.3737469,0.439889578,"[dac] CH_A set to -2.580 V (code=24315)
"
51,2,14,-2.5796268097424426,-2.449073333541344,0.13055347620109847,1784258198.091485,1784258199.536869,1784258198.814177,0.451955121,"[dac] CH_A set to -2.449 V (code=24742)
"
52,2,15,-2.449073333541344,-2.3185198573402452,0.13055347620109892,1784258199.537059,1784258200.968271,1784258200.252665,0.509601602,"[dac] CH_A set to -2.319 V (code=25170)
"
53,2,16,-2.3185198573402452,-2.1879663811391463,0.13055347620109892,1784258200.968489,1784258202.381998,1784258201.6752434,0.563226237,"[dac] CH_A set to -2.188 V (code=25598)
"
54,2,17,-2.1879663811391463,-2.057412904938048,0.13055347620109847,1784258202.3823192,1784258203.819511,1784258203.100915,0.632938261,"[dac] CH_A set to -2.057 V (code=26026)
"
55,2,18,-2.057412904938048,-1.9268594287369494,0.13055347620109847,1784258203.819875,1784258205.2491572,1784258204.534516,0.683881664,"[dac] CH_A set to -1.927 V (code=26454)
"
56,2,19,-1.9268594287369494,-1.7963059525358505,0.13055347620109892,1784258205.249395,1784258206.693894,1784258205.9716444,0.74018753,"[dac] CH_A set to -1.796 V (code=26881)
"
57,2,20,-1.7963059525358505,-1.6657524763347515,0.13055347620109892,1784258206.69415,1784258208.127388,1784258207.410769,0.788449701,"[dac] CH_A set to -1.666 V (code=27309)
"
58,2,21,-1.6657524763347515,-1.535199000133653,0.13055347620109847,1784258208.127583,1784258209.566528,1784258208.8470554,0.815262018,"[dac] CH_A set to -1.535 V (code=27737)
"
59,2,22,-1.535199000133653,-1.4046455239325546,0.13055347620109847,1784258209.566827,1784258211.009037,1784258210.287932,0.935917445,"[dac] CH_A set to -1.405 V (code=28165)
"
60,2,23,-1.4046455239325546,-1.2740920477314557,0.13055347620109892,1784258211.009233,1784258212.450807,1784258211.73002,1.00562947,"[dac] CH_A set to -1.274 V (code=28593)
"
61,2,24,-1.2740920477314557,-1.1435385715303568,0.13055347620109892,1784258212.4510021,1784258213.8997362,1784258213.1753693,1.02707932,"[dac] CH_A set to -1.143 V (code=29021)
"
62,2,25,-1.1435385715303568,-1.0129850953292583,0.13055347620109847,1784258213.899947,1784258215.3333051,1784258214.616626,1.07802273,"[dac] CH_A set to -1.013 V (code=29448)
"
63,2,26,-1.0129850953292583,-0.8824316191281598,0.13055347620109847,1784258215.333674,1784258216.78054,1784258216.057107,1.14505352,"[dac] CH_A set to -0.882 V (code=29876)
"
64,2,27,-0.8824316191281598,-0.7518781429270609,0.13055347620109892,1784258216.780756,1784258218.216455,1784258217.4986055,1.18795323,"[dac] CH_A set to -0.752 V (code=30304)
"
65,2,28,-0.7518781429270609,-0.621324666725962,0.13055347620109892,1784258218.216736,1784258219.653026,1784258218.9348812,1.25900587,"[dac] CH_A set to -0.621 V (code=30732)
"
66,2,29,-0.621324666725962,-0.4907711905248635,0.13055347620109847,1784258219.653259,1784258221.08982,1784258220.3715396,1.30324619,"[dac] CH_A set to -0.491 V (code=31159)
"
67,2,30,-0.4907711905248635,-0.36021771432376504,0.13055347620109847,1784258221.090196,1784258222.52421,1784258221.8072028,1.31799296,"[dac] CH_A set to -0.360 V (code=31587)
"
68,2,31,-0.36021771432376504,-0.22966423812266612,0.13055347620109892,1784258222.5244071,1784258223.957479,1784258223.240943,1.38636437,"[dac] CH_A set to -0.230 V (code=32015)
"
69,2,32,-0.22966423812266612,-0.0991107619215672,0.13055347620109892,1784258223.9577332,1784258225.401932,1784258224.6798325,1.39977053,"[dac] CH_A set to -0.099 V (code=32443)
"
70,2,33,-0.0991107619215672,0.031442714279531714,0.13055347620109892,1784258225.402132,1784258226.8253272,1784258226.1137295,1.43194531,"[dac] CH_A set to +0.031 V (code=32870)
"
71,2,34,0.031442714279531714,0.16199619048062974,0.13055347620109803,1784258226.825533,1784258228.259758,1784258227.5426455,1.53383212,"[dac] CH_A set to +0.162 V (code=33298)
"
72,2,35,0.16199619048062974,0.29254966668172866,0.13055347620109892,1784258228.2599611,1784258229.686713,1784258228.9733372,1.45875763,"[dac] CH_A set to +0.292 V (code=33726)
"
73,2,36,0.29254966668172866,0.4231031428828276,0.13055347620109892,1784258229.6869252,1784258231.118309,1784258230.402617,1.52310719,"[dac] CH_A set to +0.423 V (code=34154)
"
74,2,37,0.4231031428828276,0.5536566190839256,0.13055347620109803,1784258231.11853,1784258232.5509949,1784258231.8347626,1.5405352,"[dac] CH_A set to +0.554 V (code=34582)
"
75,2,38,0.5536566190839256,0.6842100952850245,0.13055347620109892,1784258232.551305,1784258233.991327,1784258233.271316,1.55126012,"[dac] CH_A set to +0.684 V (code=35009)
"
76,2,39,0.6842100952850245,0.8147635714861234,0.13055347620109892,1784258233.9916039,1784258235.444971,1784258234.7182875,1.53383212,"[dac] CH_A set to +0.815 V (code=35437)
"
77,2,40,0.8147635714861234,0.9453170476872224,0.13055347620109892,1784258235.445177,1784258236.8806348,1784258236.162906,1.55930382,"[dac] CH_A set to +0.945 V (code=35865)
"
78,2,41,0.9453170476872224,1.0758705238883213,0.13055347620109892,1784258236.8808398,1784258238.3193269,1784258237.6000834,1.5660069,"[dac] CH_A set to +1.076 V (code=36293)
"
79,2,42,1.0758705238883213,1.2064240000894193,0.13055347620109803,1784258238.319544,1784258239.7625332,1784258239.0410385,1.5579632,"[dac] CH_A set to +1.206 V (code=36721)
"
80,2,43,1.2064240000894193,1.3369774762905182,0.13055347620109892,1784258239.76272,1784258241.206131,1784258240.4844255,1.54321643,"[dac] CH_A set to +1.337 V (code=37149)
"
81,2,44,1.3369774762905182,1.4675309524916171,0.13055347620109892,1784258241.2063391,1784258242.650868,1784258241.9286036,1.51908534,"[dac] CH_A set to +1.467 V (code=37576)
"
82,2,45,1.4675309524916171,1.5980844286927152,0.13055347620109803,1784258242.651072,1784258244.090374,1784258243.370723,1.46680132,"[dac] CH_A set to +1.598 V (code=38004)
"
83,2,46,1.5980844286927152,1.728637904893814,0.13055347620109892,1784258244.090728,1784258245.5433128,1784258244.8170204,1.49495426,"[dac] CH_A set to +1.729 V (code=38432)
"
84,2,47,1.728637904893814,1.859191381094913,0.13055347620109892,1784258245.543558,1784258246.991531,1784258246.2675443,1.44937332,"[dac] CH_A set to +1.859 V (code=38860)
"
85,2,48,1.859191381094913,1.989744857296012,0.13055347620109892,1784258246.991749,1784258248.4264882,1784258247.7091186,1.41853915,"[dac] CH_A set to +1.990 V (code=39287)
"
86,2,49,1.989744857296012,2.120298333497111,0.13055347620109892,1784258248.42668,1784258249.864576,1784258249.145628,1.35150836,"[dac] CH_A set to +2.120 V (code=39715)
"
87,2,50,2.120298333497111,2.250851809698209,0.13055347620109803,1784258249.864821,1784258251.298111,1784258250.581466,1.32871789,"[dac] CH_A set to +2.251 V (code=40143)
"
88,2,51,2.250851809698209,2.3814052858993078,0.13055347620109892,1784258251.298337,1784258252.737505,1784258252.017921,1.28045572,"[dac] CH_A set to +2.381 V (code=40571)
"
89,2,52,2.3814052858993078,2.5119587621004067,0.13055347620109892,1784258252.737699,1784258254.174528,1784258253.4561133,1.22549047,"[dac] CH_A set to +2.512 V (code=40999)
"
90,2,53,2.5119587621004067,2.6425122383015047,0.13055347620109803,1784258254.17479,1784258255.6257632,1784258254.9002767,1.17856891,"[dac] CH_A set to +2.642 V (code=41426)
"
91,2,54,2.6425122383015047,2.7730657145026036,0.13055347620109892,1784258255.625972,1784258257.076658,1784258256.351315,1.14773475,"[dac] CH_A set to +2.773 V (code=41854)
"
92,2,55,2.7730657145026036,2.9036191907037026,0.13055347620109892,1784258257.076917,1784258258.5020201,1784258257.7894685,1.06327595,"[dac] CH_A set to +2.904 V (code=42282)
"
93,2,56,2.9036191907037026,3.0341726669048015,0.13055347620109892,1784258258.5022469,1784258259.941211,1784258259.2217288,1.02171686,"[dac] CH_A set to +3.034 V (code=42710)
"
94,2,57,3.0341726669048015,3.1647261431059004,0.13055347620109892,1784258259.941449,1784258261.3912761,1784258260.6663625,0.988201463,"[dac] CH_A set to +3.165 V (code=43137)
"
95,2,58,3.1647261431059004,3.2952796193069984,0.13055347620109803,1784258261.391496,1784258262.8285031,1784258262.1099997,0.898380201,"[dac] CH_A set to +3.295 V (code=43565)
"
96,2,59,3.2952796193069984,3.4258330955080973,0.13055347620109892,1784258262.82867,1784258264.265444,1784258263.5470572,0.860842957,"[dac] CH_A set to +3.426 V (code=43993)
"
97,2,60,3.4258330955080973,3.5563865717091963,0.13055347620109892,1784258264.2656362,1784258265.6823108,1784258264.9739735,0.809899554,"[dac] CH_A set to +3.556 V (code=44421)
"
98,2,61,3.5563865717091963,3.6869400479102943,0.13055347620109803,1784258265.6824992,1784258267.11798,1784258266.4002395,0.712034597,"[dac] CH_A set to +3.687 V (code=44849)
"
99,2,62,3.6869400479102943,3.817493524111393,0.13055347620109892,1784258267.118171,1784258268.5607722,1784258267.8394716,0.679859816,"[dac] CH_A set to +3.818 V (code=45276)
"
100,2,63,3.817493524111393,3.948047000312492,0.13055347620109892,1784258268.561068,1784258270.00547,1784258269.283269,0.640981956,"[dac] CH_A set to +3.948 V (code=45704)
"
101,2,64,3.948047000312492,4.078600476513591,0.13055347620109892,1784258270.005783,1784258271.449043,1784258270.7274132,0.533732688,"[dac] CH_A set to +4.079 V (code=46132)
"
102,2,65,4.078600476513591,4.20915395271469,0.13055347620109892,1784258271.449247,1784258272.891079,1784258272.170163,0.485470517,"[dac] CH_A set to +4.209 V (code=46560)
"
103,2,66,4.20915395271469,4.339707428915789,0.13055347620109892,1784258272.891444,1784258274.32597,1784258273.608707,0.450614505,"[dac] CH_A set to +4.340 V (code=46988)
"
104,2,67,4.339707428915789,4.470260905116888,0.13055347620109892,1784258274.326208,1784258275.7576609,1784258275.0419345,0.375540017,"[dac] CH_A set to +4.470 V (code=47416)
"
105,2,68,4.470260905116888,4.600814381317985,0.13055347620109714,1784258275.7578418,1784258277.207721,1784258276.4827814,0.304487376,"[dac] CH_A set to +4.601 V (code=47843)
"
106,2,69,4.600814381317985,4.731367857519084,0.13055347620109892,1784258277.207996,1784258278.655305,1784258277.9316504,0.292421834,"[dac] CH_A set to +4.731 V (code=48271)
"
107,2,70,4.731367857519084,4.861921333720183,0.13055347620109892,1784258278.655474,1784258280.099391,1784258279.3774323,0.260247053,"[dac] CH_A set to +4.862 V (code=48699)
"
108,2,71,4.861921333720183,4.992474809921282,0.13055347620109892,1784258280.099596,1784258281.5354,1784258280.817498,0.202600571,"[dac] CH_A set to +4.992 V (code=49127)
"
109,2,72,4.992474809921282,5.123028286122381,0.13055347620109892,1784258281.535598,1784258282.9823492,1784258282.2589736,0.169085175,"[dac] CH_A set to +5.123 V (code=49554)
"
110,2,73,5.123028286122381,5.2535817623234795,0.13055347620109892,1784258282.98256,1784258284.416026,1784258283.6992931,0.142272858,"[dac] CH_A set to +5.254 V (code=49982)
"
111,2,74,5.2535817623234795,5.384135238524578,0.13055347620109892,1784258284.416277,1784258285.856027,1784258285.1361518,0.0712202174,"[dac] CH_A set to +5.384 V (code=50410)
"
112,2,75,5.384135238524578,5.514688714725676,0.13055347620109714,1784258285.8562372,1784258287.299347,1784258286.5777922,0.108757461,"[dac] CH_A set to +5.515 V (code=50838)
"
113,2,76,5.514688714725676,5.6452421909267745,0.13055347620109892,1784258287.299621,1784258288.729596,1784258288.0146084,0.0122332082,"[dac] CH_A set to +5.645 V (code=51265)
"
114,2,77,5.6452421909267745,5.775795667127873,0.13055347620109892,1784258288.729965,1784258290.1666071,1784258289.448286,0.0242986624,"[dac] CH_A set to +5.776 V (code=51693)
"
115,2,78,5.775795667127873,5.906349143328972,0.13055347620109892,1784258290.166841,1784258291.5993102,1784258290.8830757,0.0363642051,"[dac] CH_A set to +5.906 V (code=52121)
"
116,2,79,5.906349143328972,6.036902619530071,0.13055347620109892,1784258291.5995011,1784258293.043354,1784258292.3214276,0.0390454368,"[dac] CH_A set to +6.037 V (code=52549)
"
117,2,80,6.036902619530071,6.16745609573117,0.13055347620109892,1784258293.0435462,1784258294.4752798,1784258293.759413,0.00687074477,"[dac] CH_A set to +6.168 V (code=52977)
"
118,3,0,6.036902619530071,5.971625881429522,-0.06527673810054946,1784258304.716084,1784258306.1402838,1784258305.428184,0.00553004041,"[dac] CH_A set to +5.972 V (code=52335)
"
119,3,1,5.971625881429522,5.906349143328972,-0.06527673810054946,1784258306.1405,1784258307.582527,1784258306.8615136,0.0296611258,"[dac] CH_A set to +5.906 V (code=52121)
"
120,4,0,6.036902619530071,5.906349143328972,-0.13055347620109892,1784258317.9147189,1784258319.3693419,1784258318.6420302,0.0122331197,"[dac] CH_A set to +5.906 V (code=52121)
"
121,4,1,5.906349143328972,5.775795667127873,-0.13055347620109892,1784258319.3695161,1784258320.7910662,1784258320.0802913,0.0457485161,"[dac] CH_A set to +5.776 V (code=51693)
"
122,4,2,5.775795667127873,5.645242190926775,-0.13055347620109803,1784258320.791329,1784258322.222431,1784258321.5068798,0.0591546747,"[dac] CH_A set to +5.645 V (code=51265)
"
123,4,3,5.645242190926775,5.5146887147256765,-0.13055347620109892,1784258322.2226582,1784258323.677835,1784258322.9502466,0.0323423575,"[dac] CH_A set to +5.515 V (code=50838)
"
124,4,4,5.5146887147256765,5.3841352385245775,-0.13055347620109892,1784258323.678105,1784258325.113632,1784258324.3958685,0.0859669918,"[dac] CH_A set to +5.384 V (code=50410)
"
125,4,5,5.3841352385245775,5.2535817623234795,-0.13055347620109803,1784258325.113821,1784258326.549106,1784258325.8314633,0.0926700711,"[dac] CH_A set to +5.254 V (code=49982)
"
126,4,6,5.2535817623234795,5.123028286122381,-0.13055347620109892,1784258326.549309,1784258327.9925451,1784258327.270927,0.130207315,"[dac] CH_A set to +5.123 V (code=49554)
"
127,4,7,5.123028286122381,4.992474809921282,-0.13055347620109892,1784258327.992744,1784258329.433702,1784258328.713223,0.158360248,"[dac] CH_A set to +4.992 V (code=49127)
"
128,4,8,4.992474809921282,4.861921333720183,-0.13055347620109892,1784258329.433908,1784258330.847436,1784258330.140672,0.185172565,"[dac] CH_A set to +4.862 V (code=48699)
"
129,4,9,4.861921333720183,4.731367857519084,-0.13055347620109892,1784258330.847708,1784258332.282706,1784258331.565207,0.224050425,"[dac] CH_A set to +4.731 V (code=48271)
"
130,4,10,4.731367857519084,4.600814381317986,-0.13055347620109803,1784258332.282917,1784258333.723205,1784258333.003061,0.242819047,"[dac] CH_A set to +4.601 V (code=47843)
"
131,4,11,4.600814381317986,4.470260905116887,-0.13055347620109892,1784258333.723391,1784258335.149833,1784258334.4366121,0.311190456,"[dac] CH_A set to +4.470 V (code=47416)
"
132,4,12,4.470260905116887,4.339707428915788,-0.13055347620109892,1784258335.150079,1784258336.590751,1784258335.870415,0.383583712,"[dac] CH_A set to +4.340 V (code=46988)
"
133,4,13,4.339707428915788,4.20915395271469,-0.13055347620109803,1784258336.59097,1784258338.028916,1784258337.309943,0.438548962,"[dac] CH_A set to +4.209 V (code=46560)
"
134,4,14,4.20915395271469,4.078600476513591,-0.13055347620109892,1784258338.029121,1784258339.45803,1784258338.7435756,0.47474559,"[dac] CH_A set to +4.079 V (code=46132)
"
135,4,15,4.078600476513591,3.948047000312492,-0.13055347620109892,1784258339.4582531,1784258340.903074,1784258340.1806636,0.533732688,"[dac] CH_A set to +3.948 V (code=45704)
"
136,4,16,3.948047000312492,3.817493524111393,-0.13055347620109892,1784258340.903281,1784258342.331448,1784258341.6173644,0.564566853,"[dac] CH_A set to +3.818 V (code=45276)
"
137,4,17,3.817493524111393,3.6869400479102947,-0.13055347620109847,1784258342.331648,1784258343.770734,1784258343.051191,0.655728731,"[dac] CH_A set to +3.687 V (code=44849)
"
138,4,18,3.6869400479102947,3.5563865717091963,-0.13055347620109847,1784258343.77107,1784258345.191749,1784258344.4814095,0.703990902,"[dac] CH_A set to +3.556 V (code=44421)
"
139,4,19,3.5563865717091963,3.4258330955080973,-0.13055347620109892,1784258345.1919732,1784258346.633985,1784258345.9129791,0.776384158,"[dac] CH_A set to +3.426 V (code=43993)
"
140,4,20,3.4258330955080973,3.2952796193069984,-0.13055347620109892,1784258346.6342158,1784258348.069268,1784258347.3517418,0.805877707,"[dac] CH_A set to +3.295 V (code=43565)
"
141,4,21,3.2952796193069984,3.1647261431059,-0.13055347620109847,1784258348.069483,1784258349.522395,1784258348.795939,0.890336506,"[dac] CH_A set to +3.165 V (code=43137)
"
142,4,22,3.1647261431059,3.0341726669048015,-0.13055347620109847,1784258349.522666,1784258350.944455,1784258350.2335606,0.914467591,"[dac] CH_A set to +3.034 V (code=42710)
"
143,4,23,3.0341726669048015,2.9036191907037026,-0.13055347620109892,1784258350.9447129,1784258352.393868,1784258351.6692905,1.02573871,"[dac] CH_A set to +2.904 V (code=42282)
"
144,4,24,2.9036191907037026,2.7730657145026036,-0.13055347620109892,1784258352.394339,1784258353.828038,1784258353.1111884,1.04450733,"[dac] CH_A set to +2.773 V (code=41854)
"
145,4,25,2.7730657145026036,2.642512238301505,-0.13055347620109847,1784258353.828289,1784258355.271882,1784258354.5500855,1.09545073,"[dac] CH_A set to +2.642 V (code=41426)
"
146,4,26,2.642512238301505,2.5119587621004067,-0.13055347620109847,1784258355.272195,1784258356.713092,1784258355.9926436,1.14773475,"[dac] CH_A set to +2.512 V (code=40999)
"
147,4,27,2.5119587621004067,2.3814052858993078,-0.13055347620109892,1784258356.7132852,1784258358.154736,1784258357.4340105,1.2362154,"[dac] CH_A set to +2.381 V (code=40571)
"
148,4,28,2.3814052858993078,2.250851809698209,-0.13055347620109892,1784258358.1549041,1784258359.603483,1784258358.8791935,1.28179634,"[dac] CH_A set to +2.251 V (code=40143)
"
149,4,29,2.250851809698209,2.1202983334971104,-0.13055347620109847,1784258359.603694,1784258361.036255,1784258360.3199744,1.29922434,"[dac] CH_A set to +2.120 V (code=39715)
"
150,4,30,2.1202983334971104,1.989744857296012,-0.13055347620109847,1784258361.036522,1784258362.469176,1784258361.752849,1.35553021,"[dac] CH_A set to +1.990 V (code=39287)
"
