role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,dmm_pre_read_count,dmm_post_read_count,discard_read_attempt_count,formal_read_retry_count,t_acq_first_attempt_start_unix
formal,up,6,54,0,108,-3.624054619351232,-3.754608095552331,0.5,1784351221.032841,1784351222.471924,0,True,1784351226.5766752,1784351228.267379,1784351228.2684538,1784351229.920639,1784351229.0933447,0.036699359075,1784351229.920882,1784351248.620569,1784351239.284348,1784351248.6217349,1784351250.254494,1784351249.438203,0.036364205125,0.5009129637691121,0.036531476116586574,0.029340125,-0.1085065,-0.1855105,0.005142374999999999,-0.008798625000000001,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-1739651,1596444,0,0,0,0,8,8,8,1,0,1784351229.920882
formal,down,6,54,1,109,-3.624054619351232,-3.4935011431501333,0.5,1784351252.4128158,1784351253.8415518,1,True,1784351257.952141,1784351259.638386,1784351259.639499,1784351261.286614,1784351260.4668992,0.0574789048625,1784351261.2868412,1784351279.986889,1784351270.6460285,1784351279.9871318,1784351281.638486,1784351280.815809,0.048262170862499995,0.5002297142547291,0.05286842064731815,0.036901500000000004,-0.12106775,-0.20710175,0.005167875000000001,-0.008815125,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-1905892,1758705,0,0,0,0,8,8,8,1,0,1784351261.2868412
formal,down,74,55,0,110,5.2535817623234795,5.384135238524578,0.5,1784351381.479611,1784351382.9291918,2,True,1784351387.0286348,1784351388.705454,1784351388.706514,1784351390.350235,1784351389.527289,0.593222516625,1784351390.350463,1784351409.028359,1784351399.6908722,1784351409.029514,1784351410.6947992,1784351409.8618762,0.5640641215,0.499817533098851,0.578648639504501,0.56239325,-0.387013375,-0.65776,0.004563875,-0.0060767500000000006,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5521879,5495203,0,0,0,0,8,8,8,1,0,1784351390.350463
formal,up,74,55,1,111,5.2535817623234795,5.123028286122381,0.5,1784351412.863437,1784351414.31475,3,True,1784351418.44561,1784351420.118316,1784351420.118932,1784351421.767173,1784351420.9443407,0.5581989273750001,1784351421.767376,1784351440.406254,1784351431.0839815,1784351440.40649,1784351442.047883,1784351441.225625,0.5375869583749999,0.4999506264980156,0.5478939605600923,0.5269677500000001,-0.380456625,-0.64712025,0.00475125,-0.0063750000000000005,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5471998,5408059,0,0,0,0,8,8,8,1,0,1784351421.767376
formal,up,44,56,0,112,1.3369774762905182,1.2064240000894193,0.5,1784351487.269263,1784351488.704232,4,True,1784351492.798197,1784351494.47745,1784351494.477917,1784351496.132879,1784351495.3078642,1.66303397125,1784351496.133114,1784351514.8277829,1784351505.480434,1784351514.828041,1784351516.478791,1784351515.657195,1.654990275,0.4998970138467754,1.6590129515143346,1.2,0.13841124999999999,0.23782350000000002,-0.0047805,0.008281625,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-2083228,2323063,0,0,0,0,8,8,8,1,0,1784351496.133114
formal,down,44,56,1,113,1.3369774762905182,1.4675309524916171,0.5,1784351518.6444879,1784351520.094414,5,True,1784351524.2046459,1784351525.8820732,1784351525.882881,1784351527.548518,1784351526.7124927,1.65917969875,1784351527.548851,1784351546.2048461,1784351536.8826993,1784351546.2059362,1784351547.859974,1784351547.032022,1.6548226987499999,0.5005138849009759,1.6569989597534864,1.2,0.14221662499999999,0.24463525000000003,-0.00479825,0.00825625,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-2147590,2313324,0,0,0,0,8,8,8,1,0,1784351527.548851
formal,down,36,57,0,114,0.29254966668172866,0.4231031428828276,0.5,1784351557.1990469,1784351558.6342762,6,True,1784351562.755384,1784351564.427132,1784351564.428211,1784351566.085033,1784351565.2572947,1.33475066125,1784351566.085264,1784351584.7303529,1784351575.4139116,1784351584.730932,1784351586.3988118,1784351585.5685024,1.3250311975,0.5000498759381524,1.3298904446076272,1.2,0.33932399999999996,0.580828,-0.004647500000000001,0.0065968749999999994,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4889856,5093276,0,0,0,0,8,8,8,1,0,1784351566.085264
formal,up,36,57,1,115,0.29254966668172866,0.16199619048062974,0.5,1784351588.561135,1784351590.011858,7,True,1784351594.149369,1784351595.837579,1784351595.83801,1784351597.493238,1784351596.6619973,1.3297233512500002,1784351597.493527,1784351616.177234,1784351606.8394356,1784351616.17757,1784351617.8175611,1784351617.0028722,1.3166523475,0.5003441741802308,1.3231833506729997,1.2,0.341899625,0.5858957499999999,-0.004634874999999999,0.00649975,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4911113,5107927,0,0,0,0,8,8,8,1,0,1784351597.493527
formal,up,31,58,0,116,-0.36021771432376504,-0.49077119052486395,0.5,1784351627.151957,1784351628.602324,8,True,1784351632.7532759,1784351634.4202151,1784351634.421269,1784351636.082495,1784351635.2526035,1.012500125125,1784351636.082742,1784351654.7743082,1784351645.4296227,1784351654.77559,1784351656.4264152,1784351655.597372,1.00345096875,0.5002278156751809,1.0079734853978306,0.983527125,0.40238462499999994,0.6876473750000001,-0.004146375,0.00546025,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5749942,5822858,0,0,0,0,8,8,8,1,0,1784351636.082742
formal,down,31,58,1,117,-0.36021771432376504,-0.22966423812266612,0.5,1784351658.5860538,1784351660.029073,9,True,1784351664.11118,1784351665.803822,1784351665.80431,1784351667.457013,1784351666.63275,0.9980885042500001,1784351667.457192,1784351686.121303,1784351676.7851043,1784351686.121629,1784351687.7763488,1784351686.9512672,0.99842365825,0.4996601935288147,0.998255967362502,0.974093,0.40300487500000004,0.6893551250000001,-0.00404825,0.0053525,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-5766202,5832005,0,0,0,0,8,8,8,1,0,1784351667.457192
