transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
0,formal,up,6,54,0,108,-3.624054619351232,-3.754608095552331,1784351222.471924,1784351226.5766752,1784351228.267379,1784351227.422027,0.025589,-0.101831,-0.174075,0.005189,-0.008839,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1593734,1431049,0,0,0,0,1,1,1784351226.5766752
1,formal,down,6,54,1,109,-3.624054619351232,-3.4935011431501333,1784351253.8415518,1784351257.952141,1784351259.638386,1784351258.7952635,0.034145,-0.116857,-0.199954,0.005161,-0.008805,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1825524,1661908,0,0,0,0,1,1,1784351257.952141
2,formal,down,74,55,0,110,5.2535817623234795,5.384135238524578,1784351382.9291918,1784351387.0286348,1784351388.705454,1784351387.8670444,0.662558,-0.215686,-0.36543,0.020635,-0.038889,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4036630,8388607,0,3629,0,3634,1,1,1784351387.0286348
3,formal,up,74,55,1,111,5.2535817623234795,5.123028286122381,1784351414.31475,1784351418.44561,1784351420.118316,1784351419.2819629,0.53809,-0.382359,-0.650718,0.004918,-0.006331,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5416189,5358093,0,0,0,0,1,1,1784351418.44561
4,formal,up,44,56,0,112,1.3369774762905182,1.2064240000894193,1784351488.704232,1784351492.798197,1784351494.47745,1784351493.6378236,1.2,0.135189,0.232143,-0.004801,0.008289,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2029705,2219067,0,0,0,0,1,1,1784351492.798197
5,formal,down,44,56,1,113,1.3369774762905182,1.4675309524916171,1784351520.094414,1784351524.2046459,1784351525.8820732,1784351525.0433595,1.2,0.141255,0.242961,-0.004869,0.008322,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2043255,2235835,0,0,0,0,1,1,1784351524.2046459
6,formal,down,36,57,0,114,0.29254966668172866,0.4231031428828276,1784351558.6342762,1784351562.755384,1784351564.427132,1784351563.591258,1.2,0.337602,0.57749,-0.004725,0.006753,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4746565,4898240,0,0,0,0,1,1,1784351562.755384
7,formal,up,36,57,1,115,0.29254966668172866,0.16199619048062974,1784351590.011858,1784351594.149369,1784351595.837579,1784351594.993474,1.2,0.34096,0.58444,-0.004746,0.006703,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4879016,4939229,0,0,0,0,1,1,1784351594.149369
8,formal,up,31,58,0,116,-0.36021771432376504,-0.49077119052486395,1784351628.602324,1784351632.7532759,1784351634.4202151,1784351633.5867455,0.989607,0.402338,0.687262,-0.00428,0.005542,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5640526,5729702,0,0,0,0,1,1,1784351632.7532759
9,formal,down,31,58,1,117,-0.36021771432376504,-0.22966423812266612,1784351660.029073,1784351664.11118,1784351665.803822,1784351664.957501,0.977397,0.402627,0.688976,-0.004219,0.0054,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5654669,5725044,0,0,0,0,1,1,1784351664.11118
10,formal,down,49,59,0,118,1.989744857296012,2.120298333497111,1784351717.220781,1784351721.368083,1784351723.050324,1784351722.2092035,1.2,0.007749,0.013331,-0.004583,0.008389,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-210957,376013,0,0,0,0,1,1,1784351721.368083
11,formal,up,49,59,1,119,1.989744857296012,1.859191381094913,1784351748.6266959,1784351752.76478,1784351754.4301271,1784351753.5974536,1.2,-0.000315,-0.000689,-0.004588,0.008305,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-169460,232637,0,0,0,0,1,1,1784351752.76478
12,formal,up,66,60,0,120,4.20915395271469,4.078600476513591,1784351800.1010401,1784351804.220255,1784351805.900932,1784351805.0605936,1.034845,-0.397924,-0.677763,0.000811,0.001273,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5640442,5744946,0,0,0,0,1,1,1784351804.220255
13,formal,down,66,60,1,121,4.20915395271469,4.339707428915789,1784351831.500556,1784351835.641653,1784351837.333141,1784351836.4873972,1.006069,-0.400624,-0.683517,0.000846,0.00099,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5652128,5691254,0,0,0,0,1,1,1784351835.641653
14,formal,down,14,61,0,122,-2.5796268097424426,-2.4490733335413437,1784351934.677709,1784351938.7882218,1784351940.474337,1784351939.6312795,0.090481,0.186046,0.317192,0.003677,-0.007416,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2687642,2603717,0,0,0,0,1,1,1784351938.7882218
15,formal,up,14,61,1,123,-2.5796268097424426,-2.7101802859435415,1784351966.064996,1784351970.194005,1784351971.8780851,1784351971.036045,0.073273,0.168353,0.287805,0.003818,-0.007563,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2482445,2354228,0,0,0,0,1,1,1784351970.194005
16,formal,up,15,62,0,124,-2.449073333541344,-2.579626809742443,1784351996.031952,1784352000.1364899,1784352001.817298,1784352000.976894,0.090997,0.186306,0.318208,0.004707,-0.009447,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2778343,2586102,0,0,0,0,1,1,1784352000.1364899
17,formal,down,15,62,1,125,-2.449073333541344,-2.3185198573402452,1784352027.392382,1784352031.5118248,1784352033.192152,1784352032.3519883,0.083522,0.178788,0.305731,0.004877,-0.009415,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2671637,2486594,0,0,0,0,1,1,1784352031.5118248
18,formal,down,65,63,0,126,4.078600476513591,4.20915395271469,1784352130.6338491,1784352134.7589178,1784352136.448405,1784352135.6036615,1.137037,-0.381462,-0.650706,-0.00156,0.005001,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5355383,5541527,0,0,0,0,1,1,1784352134.7589178
19,formal,up,65,63,1,127,4.078600476513591,3.948047000312492,1784352162.0505118,1784352166.184292,1784352167.876102,1784352167.0301971,1.103262,-0.387124,-0.660932,-0.001302,0.004729,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5438462,5533481,0,0,0,0,1,1,1784352166.184292
20,formal,up,72,64,0,128,4.992474809921282,4.861921333720183,1784352199.2094731,1784352203.344358,1784352205.037615,1784352204.1909866,0.629081,-0.396174,-0.672885,0.003221,-0.003143,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5616221,5570828,0,0,0,0,1,1,1784352203.344358
21,formal,down,72,64,1,129,4.992474809921282,5.123028286122381,1784352230.647748,1784352234.762211,1784352236.434651,1784352235.598431,0.600954,-0.39184,-0.666983,0.003435,-0.003484,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5570236,5524928,0,0,0,0,1,1,1784352234.762211
22,formal,down,8,65,0,130,-3.362947666949035,-3.232394190747936,1784352349.6353889,1784352353.756604,1784352355.43332,1784352354.5949621,-0.000813,0.004009,0.006845,0.004556,-0.0083,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-236024,186990,0,0,0,0,1,1,1784352353.756604
23,formal,up,8,65,1,131,-3.362947666949035,-3.4935011431501337,1784352381.058819,1784352385.1764219,1784352386.853258,1784352386.01484,-7.4e-05,-0.017902,-0.030697,0.004566,-0.008176,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-423437,284804,0,0,0,0,1,1,1784352385.1764219
