window_sequence_index,source_sequence_index,window_index,role,direction,grid_index,target_ordinal,pair_position,bias,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
0,108,0,formal,up,6,54,0,-3.624054619351232,1784351229.920882,1784351232.2667022,1784351231.093792,0.026887,-0.104071,-0.177952,0.005129,-0.008761,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1632606,1479321,0,0,0,0,1,1,1784351229.920882
1,108,1,formal,up,6,54,0,-3.624054619351232,1784351232.26788,1784351234.6107159,1784351233.439298,0.027653,-0.105521,-0.180399,0.005132,-0.008795,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1634553,1502949,0,0,0,0,1,1,1784351232.26788
2,108,2,formal,up,6,54,0,-3.624054619351232,1784351234.611047,1784351236.953279,1784351235.7821631,0.028391,-0.106826,-0.182609,0.005126,-0.00882,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1692226,1531743,0,0,0,0,1,1,1784351234.611047
3,108,3,formal,up,6,54,0,-3.624054619351232,1784351236.953536,1784351239.284946,1784351238.119241,0.02909,-0.108107,-0.184852,0.005153,-0.008807,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1682317,1536993,0,0,0,0,1,1,1784351236.953536
4,108,4,formal,up,6,54,0,-3.624054619351232,1784351239.285204,1784351241.6200151,1784351240.4526095,0.029724,-0.109201,-0.186761,0.00513,-0.008808,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1720172,1552407,0,0,0,0,1,1,1784351239.285204
5,108,5,formal,up,6,54,0,-3.624054619351232,1784351241.620288,1784351243.962374,1784351242.7913308,0.030385,-0.110405,-0.18872,0.005162,-0.008801,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1739651,1559436,0,0,0,0,1,1,1784351241.620288
6,108,6,formal,up,6,54,0,-3.624054619351232,1784351243.962621,1784351246.304629,1784351245.133625,0.030977,-0.111412,-0.190448,0.005154,-0.008803,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1723137,1592803,0,0,0,0,1,1,1784351243.962621
7,108,7,formal,up,6,54,0,-3.624054619351232,1784351246.3048809,1784351248.620569,1784351247.462725,0.031614,-0.112509,-0.192343,0.005153,-0.008794,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1735416,1596444,0,0,0,0,1,1,1784351246.3048809
8,109,0,formal,down,6,54,1,-3.624054619351232,1784351261.2868412,1784351263.622205,1784351262.454523,0.035111,-0.118281,-0.202291,0.005173,-0.008804,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1854826,1672578,0,0,0,0,1,1,1784351261.2868412
9,109,1,formal,down,6,54,1,-3.624054619351232,1784351263.623275,1784351265.971052,1784351264.7971635,0.035648,-0.119103,-0.203709,0.005145,-0.008821,1,acq,20480,20480,0,16,True,False,1,1200000,8381618,False,-1847542,1697392,0,0,0,0,1,1,1784351263.623275
