sequence_index,observation_sequence_index,bridge_step_index,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
0,0,0,0.0,-0.12965511293596924,-0.12965511293596924,1784275907.012186,1784275908.456846,1784275907.7345161,1.10885689,"[dac] CH_A set to -0.130 V (code=32343)
"
1,0,1,-0.12965511293596924,-0.25931022587193847,-0.12965511293596924,1784275908.4570282,1784275909.8958569,1784275909.1764426,1.0927695,"[dac] CH_A set to -0.259 V (code=31918)
"
2,0,2,-0.25931022587193847,-0.38896533880790773,-0.12965511293596926,1784275909.896127,1784275911.327595,1784275910.611861,1.02305748,"[dac] CH_A set to -0.389 V (code=31493)
"
3,0,3,-0.38896533880790773,-0.5186204517438769,-0.1296551129359692,1784275911.327771,1784275912.758967,1784275912.0433688,0.978817152,"[dac] CH_A set to -0.519 V (code=31068)
"
4,0,4,-0.5186204517438769,-0.6482755646798462,-0.1296551129359692,1784275912.759276,1784275914.2042902,1784275913.481783,0.883633426,"[dac] CH_A set to -0.648 V (code=30643)
"
5,0,5,-0.6482755646798462,-0.7779306776158155,-0.12965511293596932,1784275914.204521,1784275915.645872,1784275914.9251966,0.840733719,"[dac] CH_A set to -0.778 V (code=30219)
"
6,0,6,-0.7779306776158155,-0.9075857905517847,-0.1296551129359692,1784275915.646134,1784275917.0881019,1784275916.367118,0.788449701,"[dac] CH_A set to -0.908 V (code=29794)
"
7,0,7,-0.9075857905517847,-1.0372409034877539,-0.1296551129359692,1784275917.088296,1784275918.526093,1784275917.8071945,0.77236231,"[dac] CH_A set to -1.037 V (code=29369)
"
8,0,8,-1.0372409034877539,-1.1668960164237232,-0.12965511293596932,1784275918.526334,1784275919.94416,1784275919.2352471,0.712034597,"[dac] CH_A set to -1.167 V (code=28944)
"
9,0,9,-1.1668960164237232,-1.2965511293596923,-0.1296551129359691,1784275919.9443488,1784275921.366127,1784275920.655238,0.658409963,"[dac] CH_A set to -1.297 V (code=28519)
"
10,0,10,-1.2965511293596923,-1.4262062422956616,-0.12965511293596932,1784275921.366328,1784275922.809012,1784275922.0876698,0.592719786,"[dac] CH_A set to -1.426 V (code=28094)
"
11,0,11,-1.4262062422956616,-1.555861355231631,-0.12965511293596932,1784275922.809249,1784275924.2472699,1784275923.5282593,0.53641392,"[dac] CH_A set to -1.556 V (code=27669)
"
12,0,12,-1.555861355231631,-1.6855164681676,-0.1296551129359691,1784275924.2475479,1784275925.6918132,1784275924.9696805,0.451955121,"[dac] CH_A set to -1.686 V (code=27245)
"
13,0,13,-1.6855164681676,-1.8151715811035694,-0.12965511293596932,1784275925.692008,1784275927.1271942,1784275926.4096012,0.429164651,"[dac] CH_A set to -1.815 V (code=26820)
"
14,0,14,-1.8151715811035694,-1.9448266940395385,-0.1296551129359691,1784275927.127411,1784275928.563881,1784275927.845646,0.38090248,"[dac] CH_A set to -1.945 V (code=26395)
"
15,0,15,-1.9448266940395385,-2.0744818069755078,-0.12965511293596932,1784275928.564106,1784275930.0151732,1784275929.2896395,0.346046468,"[dac] CH_A set to -2.075 V (code=25970)
"
16,0,16,-2.0744818069755078,-2.204136919911477,-0.1296551129359691,1784275930.0153852,1784275931.4526021,1784275930.7339935,0.291081218,"[dac] CH_A set to -2.204 V (code=25545)
"
17,0,17,-2.204136919911477,-2.3337920328474464,-0.12965511293596954,1784275931.4528031,1784275932.886266,1784275932.1695347,0.249522126,"[dac] CH_A set to -2.334 V (code=25120)
"
18,0,18,-2.3337920328474464,-2.4634471457834155,-0.1296551129359691,1784275932.886492,1784275934.3367171,1784275933.6116047,0.201259955,"[dac] CH_A set to -2.463 V (code=24696)
"
19,0,19,-2.4634471457834155,-2.5931022587193846,-0.1296551129359691,1784275934.336941,1784275935.770591,1784275935.053766,0.182491333,"[dac] CH_A set to -2.593 V (code=24271)
"
20,0,20,-2.5931022587193846,-2.722757371655354,-0.12965511293596954,1784275935.7707598,1784275937.201302,1784275936.486031,0.119482388,"[dac] CH_A set to -2.723 V (code=23846)
"
21,0,21,-2.722757371655354,-2.8524124845913232,-0.1296551129359691,1784275937.201521,1784275938.642501,1784275937.922011,0.0980325345,"[dac] CH_A set to -2.852 V (code=23421)
"
22,0,22,-2.8524124845913232,-2.9820675975272923,-0.1296551129359691,1784275938.64273,1784275940.085825,1784275939.3642774,0.0792639125,"[dac] CH_A set to -2.982 V (code=22996)
"
23,0,23,-2.9820675975272923,-3.111722710463262,-0.12965511293596954,1784275940.086078,1784275941.504672,1784275940.7953749,0.0698796015,"[dac] CH_A set to -3.112 V (code=22571)
"
24,0,24,-3.111722710463262,-3.241377823399231,-0.1296551129359691,1784275941.504883,1784275942.919134,1784275942.2120085,0.0417266685,"[dac] CH_A set to -3.241 V (code=22146)
"
25,0,25,-3.241377823399231,-3.3710329363352,-0.1296551129359691,1784275942.919362,1784275944.3376908,1784275943.6285264,0.0296611258,"[dac] CH_A set to -3.371 V (code=21722)
"
26,0,26,-3.3710329363352,-3.500688049271169,-0.1296551129359691,1784275944.337908,1784275945.757061,1784275945.0474844,-0.0105569902,"[dac] CH_A set to -3.501 V (code=21297)
"
27,0,27,-3.500688049271169,-3.6303431622071387,-0.12965511293596954,1784275945.757282,1784275947.181018,1784275946.46915,0.00821127212,"[dac] CH_A set to -3.630 V (code=20872)
"
28,0,28,-3.6303431622071387,-3.759998275143108,-0.1296551129359691,1784275947.1812322,1784275948.6019368,1784275947.8915844,0.0122331625,"[dac] CH_A set to -3.760 V (code=20447)
"
29,0,29,-3.759998275143108,-3.889653388079077,-0.1296551129359691,1784275948.6021361,1784275950.024935,1784275949.3135357,0.00821127212,"[dac] CH_A set to -3.890 V (code=20022)
"
30,0,30,-3.889653388079077,-4.019308501015046,-0.1296551129359691,1784275950.025156,1784275951.450764,1784275950.7379599,0.02832051,"[dac] CH_A set to -4.019 V (code=19597)
"
31,0,31,-4.019308501015046,-4.1489636139510155,-0.12965511293596954,1784275951.4510121,1784275952.8781838,1784275952.164598,0.0149143514,"[dac] CH_A set to -4.149 V (code=19172)
"
32,0,32,-4.1489636139510155,-4.278618726886985,-0.12965511293596954,1784275952.8783412,1784275954.293895,1784275953.5861182,0.0671983698,"[dac] CH_A set to -4.279 V (code=18748)
"
33,0,33,-4.278618726886985,-4.408273839822954,-0.12965511293596865,1784275954.294098,1784275955.7165592,1784275955.0053287,0.065857754,"[dac] CH_A set to -4.408 V (code=18323)
"
34,0,34,-4.408273839822954,-4.537928952758923,-0.12965511293596954,1784275955.716769,1784275957.13589,1784275956.4263296,0.0819451442,"[dac] CH_A set to -4.538 V (code=17898)
"
