role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
formal,up,16,17,1,35,-2.3185198573402452,-2.449073333541344,0.5,1784277490.1310441,1784277491.5736141,35,True,1784277495.712488,1784277496.594721,1784277496.594976,1784277496.7978618,1784277496.6964188,0.262928285,1784277496.797865,1784277500.914592,1784277498.8578868,1784277500.914848,1784277501.117652,1784277501.0162501,0.260247053,0.5003593527698421,0.2615867054918542,0.24754275000000003,0.2994535,0.5074237500000001,0.00355025,-0.007763,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4310086,4164593,0,0,0,0,4
formal,up,35,18,0,36,0.16199619048062974,0.031442714279530826,0.5,1784277526.2868102,1784277527.717185,36,True,1784277531.815681,1784277532.6711261,1784277532.6713338,1784277532.8815281,1784277532.776431,1.21208431,1784277532.8815308,1784277536.996219,1784277534.9366074,1784277536.996452,1784277537.205864,1784277537.1011581,1.23219355,0.49949424506676693,1.2221287596526664,1.2,0.300403,0.5101992500000001,-0.0035572499999999996,0.005105,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4280445,4409678,0,0,0,0,4
formal,down,35,18,1,37,0.16199619048062974,0.29254966668172866,0.5,1784277539.3705752,1784277540.811265,37,True,1784277544.956575,1784277545.8268852,1784277545.827157,1784277546.037351,1784277545.9322538,1.22414985,1784277546.037354,1784277550.139217,1784277548.095056,1784277550.1394181,1784277550.3495948,1784277550.2445064,1.20001877,0.5015481372206555,1.2120469517768775,1.2,0.29901849999999996,0.5083424999999999,-0.003541,0.00510925,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4334560,4422551,0,0,0,0,4
formal,down,45,19,0,38,1.4675309524916171,1.598084428692716,0.5,1784277566.914738,1784277568.360727,38,True,1784277572.5038788,1784277573.369526,1784277573.369749,1784277573.577805,1784277573.473777,1.46948256,1784277573.577808,1784277577.699991,1784277575.640741,1784277577.700236,1784277577.9066439,1784277577.80344,1.51506349,0.5004925406346712,1.4922954754601911,1.2,0.03015425,0.05156675,-0.0048330000000000005,0.00875925,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-576044,700874,0,0,0,0,4
formal,up,45,19,1,39,1.4675309524916171,1.3369774762905182,0.5,1784277580.060321,1784277581.488526,39,True,1784277585.6124449,1784277586.491838,1784277586.4921222,1784277586.702271,1784277586.5971966,1.46546071,1784277586.702275,1784277590.822062,1784277588.7662072,1784277590.8223412,1784277591.0318809,1784277590.9271111,1.48959179,0.500936127999274,1.4775488397796408,1.2,0.02755775,0.0471355,-0.004831,0.008765499999999999,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-508633,702483,0,0,0,0,4
formal,up,58,20,0,40,3.1647261431059004,3.0341726669048015,0.5,1784277607.567195,1784277609.017183,40,True,1784277613.143768,1784277614.013983,1784277614.014254,1784277614.2147899,1784277614.114522,1.20538123,1784277614.214792,1784277618.34213,1784277616.2746205,1784277618.342355,1784277618.543516,1784277618.4429355,1.16114091,0.4990508784455712,1.1833030594412868,1.1702015,-0.32174674999999997,-0.5454600000000001,-0.0034672500000000003,0.007793,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4515792,8388607,0,149,0,150,4
formal,down,58,20,1,41,3.1647261431059004,3.2952796193069993,0.5,1784277620.717624,1784277622.163968,41,True,1784277626.559838,1784277627.433673,1784277627.4338932,1784277627.64176,1784277627.5378265,1.15711906,1784277627.6417642,1784277631.7494311,1784277629.6962106,1784277631.749631,1784277631.958722,1784277631.8541765,1.16516276,0.5000484421084215,1.1611412996537875,1.1623187499999998,-0.3248085,-0.551058,-0.00359475,0.00804725,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-4530866,4774851,0,0,0,0,4
formal,down,22,21,0,42,-1.535199000133653,-1.4046455239325542,0.5,1784277682.984384,1784277684.426031,42,True,1784277688.5711098,1784277689.4408379,1784277689.441067,1784277689.647323,1784277689.544195,0.561885621,1784277689.647326,1784277693.7924852,1784277691.718813,1784277693.79269,1784277694.002814,1784277693.897752,0.579313627,0.4995037278461471,0.570590974965925,0.5552325,0.38712375,0.6549625,0.0016662500000000002,-0.0048255,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-5472676,5453621,0,0,0,0,4
formal,up,22,21,1,43,-1.535199000133653,-1.665752476334752,0.5,1784277696.17757,1784277697.613079,43,True,1784277701.735112,1784277702.6071339,1784277702.607368,1784277702.8086998,1784277702.708034,0.576632395,1784277702.808702,1784277706.899699,1784277704.8536274,1784277706.8999119,1784277707.1100512,1784277707.0049815,0.541776383,0.4993296788317669,0.5592277537226837,0.5453064999999999,0.38538875,0.65278325,0.0016345,-0.004909,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-5512394,5389513,0,0,0,0,4
formal,up,39,22,0,44,0.6842100952850245,0.5536566190839256,0.5,1784277729.380495,1784277730.8211148,44,True,1784277734.980788,1784277735.85073,1784277735.850989,1784277736.061186,1784277735.9560876,1.36759575,1784277736.0611892,1784277740.1834922,1784277738.1272478,1784277740.18373,1784277740.3888278,1784277740.2862787,1.36491452,0.5014005509703758,1.3662513798007216,1.2,0.20435225,0.34757675,-0.0038265,0.006212250000000001,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2972362,3091094,0,0,0,0,4
formal,down,39,22,1,45,0.6842100952850245,0.8147635714861234,0.5,1784277742.534729,1784277743.973582,45,True,1784277748.108298,1784277748.975772,1784277748.976,1784277749.186151,1784277749.0810757,1.35553021,1784277749.186153,1784277753.3142242,1784277751.2494574,1784277753.3144379,1784277753.522579,1784277753.4185085,1.35955206,0.499922825391018,1.357540824615299,1.2,0.20247725,0.34478375,-0.003828,0.0062915,1,acq,81920,81920,0,64,True,False,1,1200000,8381618,False,-2926207,3035708,0,0,0,0,4
