bias,dc_dmm,dc_board,dir
-9.0,1.3970893,1.139462,up
-8.88,1.40513299,1.2,up
-8.76,1.46143886,1.2,up
-8.64,1.45205455,1.2,up
-8.52,1.4560764,1.2,up
-8.4,1.45875763,1.2,up
-8.28,1.48825118,1.2,up
-8.16,1.50433857,1.2,up
-8.04,1.50299795,1.2,up
-7.92,1.48556995,1.2,up
-7.8,1.49495426,1.2,up
-7.68,1.46948256,1.2,up
-7.5600000000000005,1.48959179,1.2,up
-7.4399999999999995,1.45875763,1.2,up
-7.32,1.47082317,1.2,up
-7.2,1.46814194,1.2,up
-7.08,1.39977053,1.2,up
-6.96,1.41719854,1.2,up
-6.84,1.3890456,1.2,up
-6.720000000000001,1.3461459,1.2,up
-6.6,1.32469604,1.2,up
-6.48,1.28313695,1.2,up
-6.36,1.25096217,1.2,up
-6.24,1.24157786,1.195823,up
-6.12,1.1517566,1.15998,up
-6.0,1.15309721,1.118813,up
-5.88,1.07802273,1.075377,up
-5.76,1.06461657,1.030991,up
-5.640000000000001,1.01501378,0.983567,up
-5.52,0.942620524,0.936182,up
-5.4,0.901061433,0.887805,up
-5.28,0.852799262,0.837509,up
-5.16,0.79515278,0.787883,up
-5.04,0.732143835,0.736062,up
-4.92,0.674497353,0.685252,up
-4.8,0.655728731,0.634591,up
-4.68,0.59137917,0.584889,up
-4.5600000000000005,0.52971084,0.534891,up
-4.44,0.480108054,0.486503,up
-4.32,0.429164651,0.438947,up
-4.2,0.407714797,0.39296,up
-4.08,0.329959078,0.348276,up
-3.96,0.316552919,0.304927,up
-3.84,0.261587669,0.264433,up
-3.7200000000000006,0.226731657,0.225872,up
-3.6000000000000005,0.217347346,0.189856,up
-3.4800000000000004,0.166403943,0.156381,up
-3.3600000000000003,0.130207315,0.125647,up
-3.24,0.120823004,0.098076,up
-3.12,0.0886482235,0.073678,up
-3.0,0.0497703637,0.052411,up
-2.88,0.0336829734,0.034566,up
-2.76,0.0403860527,0.020416,up
-2.6400000000000006,0.0336829734,0.009843,up
-2.5200000000000005,0.0149143514,0.002907,up
-2.4000000000000004,-0.00519470944,-0.000204,up
-2.2800000000000002,0.0122331197,0.00045,up
-2.16,0.0242986624,0.004871,up
-2.04,0.0202768148,0.013062,up
-1.92,0.0149143514,0.024927,up
-1.8000000000000007,0.075242065,0.04043,up
-1.6800000000000006,0.0792639125,0.059445,up
-1.5600000000000005,0.0819451442,0.082007,up
-1.4400000000000004,0.148975937,0.108104,up
-1.3200000000000003,0.183831949,0.137255,up
-1.2000000000000002,0.179810102,0.169689,up
-1.08,0.21600673,0.204889,up
-0.9600000000000009,0.274993828,0.243269,up
-0.8399999999999999,0.301806145,0.284198,up
-0.7200000000000006,0.354090163,0.327347,up
-0.5999999999999996,0.431845883,0.372725,up
-0.4800000000000004,0.449273889,0.419954,up
-0.35999999999999943,0.470723743,0.469445,up
-0.2400000000000002,0.527029609,0.51978,up
-0.120000000000001,0.62355395,0.57121,up
0.0,0.661091194,0.624122,up
0.11999999999999922,0.713375213,0.677517,up
0.2400000000000002,0.757615536,0.731003,up
0.35999999999999943,0.835371256,0.784752,up
0.4800000000000004,0.874249115,0.837007,up
0.5999999999999996,0.931895597,0.890658,up
0.7199999999999989,0.993563927,0.942552,up
0.8399999999999999,1.0418261,0.993321,up
0.9599999999999991,1.09142888,1.042338,up
1.08,1.14907537,1.09094,up
1.1999999999999993,1.17454707,1.136873,up
1.3200000000000003,1.18795323,1.179952,up
1.4399999999999995,1.24425909,1.199894,up
1.5599999999999987,1.28984003,1.2,up
1.6799999999999997,1.31531173,1.2,up
1.799999999999999,1.35150836,1.2,up
1.92,1.40111115,1.2,up
2.039999999999999,1.42122038,1.2,up
2.16,1.42658285,1.2,up
2.2799999999999994,1.44535147,1.2,up
2.4000000000000004,1.47618564,1.2,up
2.5199999999999996,1.50433857,1.2,up
2.639999999999999,1.49093241,1.2,up
2.76,1.50433857,1.2,up
2.879999999999999,1.50567918,1.2,up
3.0,1.5070198,1.2,up
3.119999999999999,1.4735044,1.2,up
3.24,1.47216379,1.2,up
3.3599999999999994,1.46680132,1.2,up
3.4800000000000004,1.42122038,1.2,up
3.5999999999999996,1.38770499,1.2,up
3.719999999999999,1.36223329,1.2,up
3.84,1.34346467,1.2,up
3.959999999999999,1.29654311,1.2,up
4.08,1.25632463,1.2,up
4.199999999999999,1.23755601,1.2,up
4.32,1.1691846,1.17262,up
4.4399999999999995,1.1517566,1.129022,up
4.559999999999999,1.09545073,1.082127,up
4.68,1.02171686,1.033198,up
4.799999999999999,1.00294824,0.982174,up
4.92,0.907764512,0.931357,up
5.039999999999999,0.875589731,0.879092,up
5.16,0.800515243,0.825658,up
5.279999999999999,0.765659231,0.771245,up
5.399999999999999,0.710693981,0.717294,up
5.52,0.670475505,0.663406,up
5.639999999999999,0.619532103,0.609906,up
5.76,0.567248084,0.556854,up
5.879999999999999,0.489492365,0.504772,up
6.0,0.437208346,0.45303,up
6.119999999999999,0.399671102,0.403849,up
6.24,0.335321541,0.356393,up
6.359999999999999,0.304487376,0.31056,up
6.479999999999999,0.264268901,0.26703,up
6.6,0.234775352,0.226394,up
6.719999999999999,0.191875644,0.188211,up
6.84,0.144954089,0.153169,up
6.959999999999999,0.123504236,0.121089,up
7.079999999999998,0.112779309,0.09266,up
7.199999999999999,0.075242065,0.067704,up
7.32,0.0430672844,0.046459,up
7.439999999999998,0.0162549673,0.029018,up
7.559999999999999,0.0108925038,0.015582,up
7.68,-0.0105569902,0.006196,up
7.800000000000001,0.0175955831,0.000916,up
7.919999999999998,0.0175955831,-0.000223,up
8.04,0.00418942455,0.002792,up
8.16,0.02832051,0.009949,up
8.280000000000001,0.02832051,0.021125,up
8.399999999999999,0.0511109795,0.036335,up
8.52,0.0645171381,0.055444,up
8.64,0.116801157,0.078319,up
8.759999999999998,0.147635321,0.105078,up
8.879999999999999,0.158360248,0.135121,up
9.0,0.217347346,0.169089,up
9.0,0.197238108,0.18298,down
8.879999999999999,0.182491333,0.16394,down
8.759999999999998,0.152997785,0.13548,down
8.64,0.112779309,0.108955,down
8.52,0.0832857601,0.085109,down
8.399999999999999,0.0712202174,0.063781,down
8.280000000000001,0.0403860527,0.045328,down
8.16,0.0645171381,0.029765,down
8.04,0.0162549673,0.017338,down
7.919999999999998,0.0323423575,0.008184,down
7.800000000000001,0.0296611258,0.002294,down
7.68,0.00418942455,-0.000266,down
7.559999999999999,0.0028488087,0.000577,down
7.439999999999998,0.00553026595,0.004831,down
7.32,0.0108925038,0.012473,down
7.199999999999999,0.0457485161,0.023523,down
7.079999999999998,0.056473443,0.037921,down
6.959999999999999,0.0819451442,0.055609,down
6.84,0.0886482235,0.076477,down
6.719999999999999,0.110098077,0.100523,down
6.6,0.166403943,0.127847,down
6.479999999999999,0.17712887,0.157831,down
6.359999999999999,0.225391041,0.190852,down
6.24,0.242819047,0.226243,down
6.119999999999999,0.307168608,0.264457,down
6.0,0.319234151,0.30536,down
5.879999999999999,0.38090248,0.34786,down
5.76,0.391627407,0.392493,down
5.639999999999999,0.469383127,0.438915,down
5.52,0.512282834,0.487151,down
5.399999999999999,0.569929316,0.53581,down
5.279999999999999,0.624894566,0.586596,down
5.16,0.687903511,0.637723,down
5.039999999999999,0.737506298,0.68927,down
4.92,0.792471548,0.741694,down
4.799999999999999,0.840733719,0.792964,down
4.68,0.8729085,0.845177,down
4.559999999999999,0.952004835,0.896723,down
4.4399999999999995,1.01099193,0.946231,down
4.32,1.00965132,0.996006,down
4.199999999999999,1.0592541,1.044208,down
4.08,1.12762551,1.091926,down
3.959999999999999,1.17186584,1.136034,down
3.84,1.20940308,1.178353,down
3.719999999999999,1.25230279,1.199669,down
3.5999999999999996,1.29654311,1.2,down
3.4800000000000004,1.33273974,1.2,down
3.3599999999999994,1.35955206,1.2,down
3.24,1.39172684,1.2,down
3.119999999999999,1.40245176,1.2,down
3.0,1.39977053,1.2,down
2.879999999999999,1.42524223,1.2,down
2.76,1.46546071,1.2,down
2.639999999999999,1.4815481,1.2,down
2.5199999999999996,1.47752625,1.2,down
2.4000000000000004,1.48020748,1.2,down
2.2799999999999994,1.51238226,1.2,down
2.16,1.50970103,1.2,down
2.039999999999999,1.46948256,1.2,down
1.92,1.45339517,1.2,down
1.799999999999999,1.46412009,1.2,down
1.6799999999999997,1.41317669,1.2,down
1.5599999999999987,1.40245176,1.2,down
1.4399999999999995,1.38636437,1.2,down
1.3200000000000003,1.35821144,1.2,down
1.1999999999999993,1.32201481,1.2,down
1.08,1.30324619,1.2,down
0.9599999999999991,1.22280924,1.2,down
0.8399999999999999,1.23353417,1.194847,down
0.7199999999999989,1.16784399,1.156679,down
0.5999999999999996,1.1182412,1.112803,down
0.4800000000000004,1.06193534,1.067905,down
0.35999999999999943,1.04048548,1.018133,down
0.2400000000000002,0.973454689,0.969188,down
0.11999999999999922,0.919830055,0.919644,down
0.0,0.886314658,0.866969,down
-0.120000000000001,0.796493396,0.814559,down
-0.2400000000000002,0.761637384,0.761458,down
-0.35999999999999943,0.695947207,0.70748,down
-0.4800000000000004,0.673156737,0.655129,down
-0.5999999999999996,0.616850871,0.602247,down
-0.7200000000000006,0.555182542,0.550068,down
-0.8399999999999999,0.489492365,0.499087,down
-0.9600000000000009,0.431845883,0.449334,down
-1.08,0.407714797,0.400781,down
-1.2000000000000002,0.339343389,0.353999,down
-1.3200000000000003,0.274993828,0.308913,down
-1.4400000000000004,0.279015675,0.266436,down
-1.5600000000000005,0.21600673,0.226654,down
-1.6800000000000006,0.182491333,0.188809,down
-1.8000000000000007,0.181150718,0.154091,down
-1.92,0.136910394,0.122608,down
-2.04,0.0980325345,0.094562,down
-2.16,0.0913294552,0.069647,down
-2.2800000000000002,0.0524515954,0.048312,down
-2.4000000000000004,0.0417266685,0.030816,down
-2.5200000000000005,0.0149143514,0.017105,down
-2.6400000000000006,-0.0105569902,0.007253,down
-2.76,0.0323423575,0.001361,down
-2.88,0.0149143514,-0.000435,down
-3.0,0.0310017417,0.001782,down
-3.12,0.0149143514,0.008011,down
-3.24,0.00284898855,0.018211,down
-3.3600000000000003,0.0417266685,0.032268,down
-3.4800000000000004,0.065857754,0.050158,down
-3.6000000000000005,0.0913294552,0.071798,down
-3.7200000000000006,0.107416846,0.097012,down
-3.84,0.148975937,0.125853,down
-3.96,0.187853797,0.15783,down
-4.08,0.206622419,0.193207,down
-4.2,0.25488459,0.23149,down
-4.32,0.291081218,0.272998,down
-4.44,0.32593723,0.316738,down
-4.5600000000000005,0.372858785,0.36239,down
-4.68,0.451955121,0.41092,down
-4.8,0.49083298,0.461253,down
-4.92,0.541776383,0.512739,down
-5.04,0.602104097,0.565861,down
-5.16,0.654388115,0.619374,down
-5.28,0.71739706,0.674247,down
-5.4,0.771021695,0.729424,down
-5.52,0.796493396,0.783855,down
-5.640000000000001,0.884974042,0.838941,down
-5.76,0.92787375,0.893102,down
-5.88,0.958707914,0.946091,down
-6.0,1.03646363,0.998473,down
-6.12,1.06997903,1.048186,down
-6.24,1.12360366,1.096531,down
-6.36,1.18795323,1.145013,down
-6.48,1.20672185,1.189581,down
-6.6,1.27643387,1.2,down
-6.720000000000001,1.30190557,1.2,down
-6.84,1.3461459,1.2,down
-6.96,1.38234253,1.2,down
-7.08,1.39977053,1.2,down
-7.2,1.42926408,1.2,down
-7.32,1.43730778,1.2,down
-7.4399999999999995,1.47752625,1.2,down
-7.5600000000000005,1.48556995,1.2,down
-7.68,1.48825118,1.2,down
-7.8,1.5070198,1.2,down
-7.92,1.46680132,1.2,down
-8.04,1.49495426,1.2,down
-8.16,1.51104165,1.2,down
-8.28,1.45473578,1.2,down
-8.4,1.45473578,1.2,down
-8.52,1.44937332,1.2,down
-8.64,1.39977053,1.2,down
-8.76,1.40111115,1.2,down
-8.88,1.35553021,1.2,down
-9.0,1.32737727,1.2,down
