dmm_sequence_index,source_sequence_index,side,read_index,t_start_unix,t_end_unix,t_mid_unix,dc_dmm
243,69,pre,3,1784376576.691784,1784376576.897824,1784376576.794804,0.13825101
244,69,pre,4,1784376576.8979971,1784376577.107716,1784376577.0028567,0.147635321
245,69,pre,5,1784376577.107902,1784376577.3125162,1784376577.2102091,0.139591626
246,69,pre,6,1784376577.312881,1784376577.513854,1784376577.4133675,0.142272858
247,69,pre,7,1784376577.514039,1784376577.7149692,1784376577.614504,0.144954089
248,69,post,0,1784376615.085782,1784376615.289244,1784376615.1875129,0.163722711
249,69,post,1,1784376615.2894459,1784376615.499639,1784376615.3945425,0.132888547
250,69,post,2,1784376615.49982,1784376615.7091572,1784376615.6044886,0.114119925
251,69,post,3,1784376615.709333,1784376615.919509,1784376615.814421,0.139591626
252,69,post,4,1784376615.919683,1784376616.129803,1784376616.024743,0.128866699
253,69,post,5,1784376616.1300359,1784376616.3401542,1784376616.235095,0.13825101
254,69,post,6,1784376616.340371,1784376616.540819,1784376616.440595,0.1543384
255,69,post,7,1784376616.5410628,1784376616.7412941,1784376616.6411786,0.150316553
256,70,pre,0,1784376690.7095501,1784376690.9121659,1784376690.810858,1.2027
257,70,pre,1,1784376690.913223,1784376691.114042,1784376691.0136325,1.23889663
258,70,pre,2,1784376691.1142342,1784376691.324354,1784376691.219294,1.19733754
259,70,pre,3,1784376691.324536,1784376691.5254989,1784376691.4250174,1.2107437
260,70,pre,4,1784376691.5256891,1784376691.730166,1784376691.6279275,1.17990953
261,70,pre,5,1784376691.730387,1784376691.93071,1784376691.8305485,1.19197507
262,70,pre,6,1784376691.930975,1784376692.139415,1784376692.0351949,1.20538123
263,70,pre,7,1784376692.139601,1784376692.349729,1784376692.2446651,1.22280924
264,70,post,0,1784376729.6989849,1784376729.901827,1784376729.800406,1.1691846
265,70,post,1,1784376729.9039402,1784376730.114082,1784376730.0090113,1.17990953
266,70,post,2,1784376730.114314,1784376730.324451,1784376730.2193825,1.17186584
267,70,post,3,1784376730.324666,1784376730.534815,1784376730.4297404,1.18125015
268,70,post,4,1784376730.534972,1784376730.738726,1784376730.636849,1.17454707
269,70,post,5,1784376730.738928,1784376730.947346,1784376730.843137,1.13969106
270,70,post,6,1784376730.947541,1784376731.1571252,1784376731.052333,1.16114091
271,70,post,7,1784376731.1573162,1784376731.367459,1784376731.2623878,1.16784399
272,71,pre,0,1784376740.789885,1784376740.9990442,1784376740.8944645,1.19733754
273,71,pre,1,1784376740.999279,1784376741.2057111,1784376741.1024952,1.18125015
274,71,pre,2,1784376741.2059252,1784376741.416113,1784376741.311019,1.17454707
275,71,pre,3,1784376741.4162948,1784376741.618249,1784376741.517272,1.17052522
276,71,pre,4,1784376741.618439,1784376741.827053,1784376741.722746,1.17186584
277,71,pre,5,1784376741.827392,1784376742.037534,1784376741.9324632,1.16516276
278,71,pre,6,1784376742.03773,1784376742.239346,1784376742.138538,1.19063446
279,71,pre,7,1784376742.239567,1784376742.444822,1784376742.3421946,1.17990953
280,71,post,0,1784376777.9675121,1784376778.170282,1784376778.068897,1.18259076
281,71,post,1,1784376778.171371,1784376778.374861,1784376778.273116,1.15711906
282,71,post,2,1784376778.375047,1784376778.585163,1784376778.480105,1.14773475
283,71,post,3,1784376778.5853848,1784376778.7902951,1784376778.68784,1.13298798
284,71,post,4,1784376778.790484,1784376778.999125,1784376778.8948045,1.13700982
285,71,post,5,1784376778.999341,1784376779.205336,1784376779.1023386,1.15041598
286,71,post,6,1784376779.2055922,1784376779.408999,1784376779.3072956,1.16784399
287,71,post,7,1784376779.409346,1784376779.613687,1784376779.5115166,1.13164736
288,72,pre,0,1784376803.381551,1784376803.5880451,1784376803.484798,1.56868813
289,72,pre,1,1784376803.588458,1784376803.796354,1784376803.6924062,1.56868813
290,72,pre,2,1784376803.796545,1784376804.002729,1784376803.899637,1.55662259
291,72,pre,3,1784376804.002912,1784376804.209295,1784376804.1061034,1.57673182
292,72,pre,4,1784376804.2094998,1784376804.415884,1784376804.312692,1.53919458
293,72,pre,5,1784376804.4161081,1784376804.620734,1784376804.5184212,1.5914786
294,72,pre,6,1784376804.6209269,1784376804.8310452,1784376804.725986,1.59013798
295,72,pre,7,1784376804.83125,1784376805.033422,1784376804.9323359,1.59013798
296,72,post,0,1784376842.347121,1784376842.557162,1784376842.4521415,1.57673182
297,72,post,1,1784376842.557326,1784376842.762995,1784376842.6601605,1.58745675
298,72,post,2,1784376842.763276,1784376842.969434,1784376842.866355,1.54589766
299,72,post,3,1784376842.96971,1784376843.179884,1784376843.0747972,1.57539121
300,72,post,4,1784376843.18014,1784376843.390325,1784376843.2852325,1.58477552
301,72,post,5,1784376843.390499,1784376843.599369,1784376843.494934,1.56064443
302,72,post,6,1784376843.599613,1784376843.804466,1784376843.7020395,1.57136936
303,72,post,7,1784376843.8046982,1784376844.0133471,1784376843.9090228,1.56868813
304,73,pre,0,1784376853.444175,1784376853.645476,1784376853.5448256,1.58075367
305,73,pre,1,1784376853.645779,1784376853.855905,1784376853.750842,1.5834349
306,73,pre,2,1784376853.8561049,1784376854.0633621,1784376853.9597335,1.59415983
307,73,pre,3,1784376854.063615,1784376854.273788,1784376854.1687016,1.57405059
308,73,pre,4,1784376854.273963,1784376854.4777951,1784376854.375879,1.54991951
309,73,pre,5,1784376854.4780009,1784376854.688016,1784376854.5830083,1.57807244
310,73,pre,6,1784376854.688235,1784376854.896287,1784376854.7922611,1.55528197
311,73,pre,7,1784376854.8964741,1784376855.106571,1784376855.0015225,1.54455704
312,73,post,0,1784376892.446752,1784376892.6568372,1784376892.5517945,1.57002875
313,73,post,1,1784376892.657037,1784376892.862483,1784376892.75976,1.57136936
314,73,post,2,1784376892.86274,1784376893.0728781,1784376892.9678092,1.57405059
315,73,post,3,1784376893.073077,1784376893.273233,1784376893.1731548,1.59550045
316,73,post,4,1784376893.273452,1784376893.477035,1784376893.3752437,1.56868813
317,73,post,5,1784376893.47722,1784376893.6873841,1784376893.582302,1.58611614
318,73,post,6,1784376893.687646,1784376893.897898,1784376893.7927718,1.59281921
319,73,post,7,1784376893.8983428,1784376894.1085188,1784376894.0034308,1.57136936
320,74,pre,0,1784376933.647826,1784376933.850528,1784376933.749177,0.793812164
321,74,pre,1,1784376933.850701,1784376934.054472,1784376933.9525867,0.809899554
322,74,pre,2,1784376934.0547688,1784376934.264917,1784376934.159843,0.796493396
323,74,pre,3,1784376934.265103,1784376934.470464,1784376934.3677835,0.830008792
324,74,pre,4,1784376934.470666,1784376934.6794538,1784376934.57506,0.801855859
325,74,pre,5,1784376934.67995,1784376934.880536,1784376934.780243,0.81124017
326,74,pre,6,1784376934.8807738,1784376935.084576,1784376934.9826748,0.813921402
327,74,pre,7,1784376935.084775,1784376935.291397,1784376935.188086,0.807218323
328,74,post,0,1784376972.579278,1784376972.7861671,1784376972.6827226,0.776384158
329,74,post,1,1784376972.786506,1784376972.991323,1784376972.8889146,0.776384158
330,74,post,2,1784376972.991474,1784376973.2017229,1784376973.0965984,0.77236231
331,74,post,3,1784376973.201986,1784376973.4121752,1784376973.3070807,0.761637384
332,74,post,4,1784376973.412406,1784376973.6134841,1784376973.5129452,0.77906539
333,74,post,5,1784376973.6137002,1784376973.8183239,1784376973.716012,0.773702926
334,74,post,6,1784376973.818541,1784376974.0286741,1784376973.9236076,0.773702926
335,74,post,7,1784376974.028898,1784376974.235708,1784376974.132303,0.762977999
336,75,pre,0,1784376983.613693,1784376983.823851,1784376983.718772,0.787109085
337,75,pre,1,1784376983.82406,1784376984.030962,1784376983.927511,0.769681079
338,75,pre,2,1784376984.031191,1784376984.2390249,1784376984.135108,0.785768469
339,75,pre,3,1784376984.239191,1784376984.439455,1784376984.339323,0.788449701
340,75,pre,4,1784376984.4396539,1784376984.642751,1784376984.5412025,0.783087237
341,75,pre,5,1784376984.642949,1784376984.8530738,1784376984.7480116,0.780406006
342,75,pre,6,1784376984.853269,1784376985.062749,1784376984.958009,0.785768469
343,75,pre,7,1784376985.062954,1784376985.273091,1784376985.1680226,0.777724774
344,75,post,0,1784377022.583241,1784377022.7934248,1784377022.688333,0.768340463
345,75,post,1,1784377022.793629,1784377023.000984,1784377022.8973064,0.783087237
346,75,post,2,1784377023.001235,1784377023.201619,1784377023.101427,0.781746621
347,75,post,3,1784377023.201798,1784377023.411937,1784377023.3068676,0.773702926
348,75,post,4,1784377023.4121401,1784377023.613873,1784377023.5130067,0.789790317
