transition_discard_index,role,direction,grid_index,target_ordinal,pair_position,source_sequence_index,bias,approach_bias,t_target_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,read_attempt_count,t_first_attempt_start_unix
0,sentinel,up,0,0,0,0,-4.407375476557824,-4.537928952758923,1784371606.6701272,1784371610.8047428,1784371612.494824,1784371611.6497834,0.213478,-0.116479,-0.199442,0.002144,-0.003033,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1749813,1669868,0,0,0,0,1,1,1784371610.8047428
1,sentinel,down,0,0,1,1,-4.407375476557824,-4.276822000356725,1784371656.8282251,1784371660.971838,1784371662.657156,1784371661.814497,0.246988,-0.123438,-0.211708,0.002185,-0.003078,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1850252,1800880,0,0,0,0,1,1,1784371660.971838
2,sentinel,down,80,1,0,2,6.036902619530071,6.16745609573117,1784371820.500057,1784371824.636051,1784371826.3097181,1784371825.4728847,0.256731,-0.127606,-0.217525,0.001161,-0.001448,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1846950,1868460,0,0,0,0,1,1,1784371824.636051
3,sentinel,up,80,1,1,3,6.036902619530071,5.906349143328972,1784371870.602447,1784371874.739399,1784371876.4105449,1784371875.574972,0.208387,-0.116912,-0.199478,0.001191,-0.00155,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1745325,1728303,0,0,0,0,1,1,1784371874.739399
4,formal,up,18,2,0,4,-2.057412904938048,-2.1879663811391468,1784372007.2729752,1784372011.3481102,1784372013.009567,1784372012.1788387,0.213643,0.116043,0.198392,-0.000975,0.000997,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1661823,1723475,0,0,0,0,1,1,1784372011.3481102
5,formal,down,18,2,1,5,-2.057412904938048,-1.926859428736949,1784372056.977049,1784372061.057801,1784372062.723629,1784372061.8907151,0.18281,0.108447,0.185831,-0.000844,0.00081,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1584418,1610163,0,0,0,0,1,1,1784372061.057801
6,formal,down,62,3,0,6,3.6869400479102943,3.817493524111393,1784372167.84597,1784372171.922786,1784372173.5921228,1784372172.7574544,1.2,-0.141076,-0.241541,0.000171,0.000415,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2045711,2122523,0,0,0,0,1,1,1784372171.922786
7,formal,up,62,3,1,7,3.6869400479102943,3.5563865717091954,1784372217.559298,1784372221.634336,1784372223.300073,1784372222.4672046,1.2,-0.145725,-0.250161,0.000203,0.000327,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2137597,2266492,0,0,0,0,1,1,1784372221.634336
8,formal,up,78,4,0,8,5.775795667127873,5.6452421909267745,1784372286.330227,1784372290.4309819,1784372292.109403,1784372291.2701924,0.26746,-0.126034,-0.214632,0.001347,-0.001524,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1800456,1875743,0,0,0,0,1,1,1784372290.4309819
9,formal,down,78,4,1,9,5.775795667127873,5.906349143328972,1784372336.424042,1784372340.5615518,1784372342.234114,1784372341.3978329,0.234246,-0.119326,-0.203677,0.001299,-0.001625,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1768190,1777337,0,0,0,0,1,1,1784372340.5615518
