sequence_index,point_ordinal,bridge_step_index,is_target,from_bias,bias,delta_bias,t_start_unix,t_end_unix,t_mid_unix,dc_dmm,dac_response
0,0,0,0,0.0,0.11403501588083746,0.11403501588083746,1784286899.360259,1784286900.805281,1784286900.0827699,1.30190557,"[dac] CH_A set to +0.114 V (code=33141)
"
1,0,1,0,0.11403501588083746,0.22807003176167492,0.11403501588083746,1784286900.8055701,1784286902.248567,1784286901.5270686,1.39574868,"[dac] CH_A set to +0.228 V (code=33515)
"
2,0,2,0,0.22807003176167492,0.34210504764251237,0.11403501588083745,1784286902.248786,1784286903.692629,1784286902.9707074,1.39440807,"[dac] CH_A set to +0.342 V (code=33888)
"
3,0,3,0,0.34210504764251237,0.45614006352334985,0.11403501588083748,1784286903.696775,1784286905.140718,1784286904.4187465,1.46143886,"[dac] CH_A set to +0.456 V (code=34262)
"
4,0,4,0,0.45614006352334985,0.5701750794041873,0.11403501588083748,1784286905.140943,1784286906.5805771,1784286905.8607602,1.49495426,"[dac] CH_A set to +0.570 V (code=34636)
"
5,0,5,0,0.5701750794041873,0.6842100952850247,0.11403501588083742,1784286906.580789,1784286908.024008,1784286907.3023987,1.53517273,"[dac] CH_A set to +0.684 V (code=35009)
"
6,0,6,1,0.6842100952850247,0.8147635714861234,0.1305534762010987,1784286908.024212,1784286909.4619782,1784286908.743095,1.57673182,"[dac] CH_A set to +0.815 V (code=35437)
"
