epoch,order,direction,bias,timestamp_unix,dc_dmm
0,0,forward,-3.101840714546838,1784188088.8640661,1.40513299
0,1,forward,-0.49077119052486373,1784188090.000577,1.37295821
0,2,forward,2.12029833349711,1784188091.140553,1.37966129
0,3,forward,4.731367857519084,1784188092.2831402,1.38368314
0,4,reverse,4.731367857519084,1784188093.418679,1.37429883
0,5,reverse,2.12029833349711,1784188094.567151,1.41317669
0,6,reverse,-0.49077119052486373,1784188095.717076,1.39306745
0,7,reverse,-3.101840714546838,1784188096.8711958,1.39440807
