role,grid_index,sequence_index,candidate_order_index,bias,pilot_V,bias_prepositioned,bias_settle_s,t_bias_set_unix,t_start_unix,t_end_unix,t_mid_unix,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
formal,58,210,2,3.1647261431059004,0.06,False,0.5,1784253581.948912,1784253588.532387,1784253591.595406,1784253590.0638967,0.607019,-0.245443,-0.415369,-0.001177,0.003205,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3413245,3524609,0,0,0,0,1
formal,59,211,0,3.2952796193069984,0.1,True,0.5,1784253593.047437,1784253593.547439,1784253596.603681,1784253595.07556,0.56608,-0.387156,-0.651995,0.012156,-0.021807,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5058130,8388607,0,632,0,634,1
formal,59,212,1,3.2952796193069984,0.06,False,0.5,1784253593.047437,1784253596.604414,1784253599.643342,1784253598.123878,0.54701,-0.239474,-0.405178,7.8e-05,0.001136,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3352863,3441869,0,0,0,0,1
formal,59,213,2,3.2952796193069984,0.08,False,0.5,1784253593.047437,1784253599.6439528,1784253602.693711,1784253601.1688318,0.546163,-0.320847,-0.542688,0.001051,-8.1e-05,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4475226,4579392,0,0,0,0,1
formal,60,214,0,3.4258330955080973,0.06,True,0.5,1784253604.148233,1784253604.648234,1784253607.6869278,1784253606.1675808,0.506894,-0.230469,-0.388795,0.004039,-0.007561,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2769451,8388607,0,229,0,230,1
formal,60,215,1,3.4258330955080973,0.08,False,0.5,1784253604.148233,1784253607.6876721,1784253610.746899,1784253609.2172856,0.4882,-0.310944,-0.525676,0.003085,-0.003343,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4402564,4422889,0,0,0,0,1
formal,60,216,2,3.4258330955080973,0.1,False,0.5,1784253604.148233,1784253610.7475672,1784253613.798165,1784253612.2728662,0.487047,-0.389991,-0.658852,0.003954,-0.004747,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5521286,5468187,0,0,0,0,1
formal,61,217,0,3.5563865717091963,0.08,True,0.5,1784253615.232321,1784253615.7323241,1784253618.786934,1784253617.259629,0.431528,-0.301742,-0.50965,0.003981,-0.005524,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4275279,4229548,0,0,0,0,1
formal,61,218,1,3.5563865717091963,0.1,False,0.5,1784253615.232321,1784253618.787485,1784253621.813673,1784253620.300579,0.43096,-0.377421,-0.637704,0.004585,-0.00601,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5351827,5288057,0,0,0,0,1
formal,61,219,2,3.5563865717091963,0.06,False,0.5,1784253615.232321,1784253621.814246,1784253624.84319,1784253623.328718,0.429417,-0.225535,-0.381954,0.003304,-0.004558,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3258690,3165449,0,0,0,0,1
formal,62,220,0,3.6869400479102943,0.1,True,0.5,1784253626.282986,1784253626.782987,1784253629.812011,1784253628.2974992,0.376344,-0.36103,-0.609392,0.004763,-0.006589,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5119529,5030692,0,0,0,0,1
formal,62,221,1,3.6869400479102943,0.06,False,0.5,1784253626.282986,1784253629.812526,1784253632.877942,1784253631.345234,0.375397,-0.21871,-0.37013,0.00245,-0.003231,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3144786,3081270,0,0,0,0,1
formal,62,222,2,3.6869400479102943,0.08,False,0.5,1784253626.282986,1784253632.878628,1784253635.913727,1784253634.3961775,0.37477,-0.2898,-0.49031,0.004231,-0.006005,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4130463,4038239,0,0,0,0,1
formal,63,223,0,3.817493524111393,0.06,True,0.5,1784253637.3816252,1784253637.8816361,1784253640.953313,1784253639.4174747,0.324059,-0.207515,-0.350985,0.001043,-0.001125,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2913419,2968043,0,0,0,0,1
formal,63,224,1,3.817493524111393,0.08,False,0.5,1784253637.3816252,1784253640.953844,1784253643.994862,1784253642.474353,0.322951,-0.274525,-0.464185,0.001245,-0.001049,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3830924,3862428,0,0,0,0,1
formal,63,225,2,3.817493524111393,0.1,False,0.5,1784253637.3816252,1784253643.995528,1784253647.040852,1784253645.51819,0.321957,-0.340997,-0.576012,0.003182,-0.004106,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4781456,4746565,0,0,0,0,1
formal,64,226,0,3.948047000312492,0.08,True,0.5,1784253648.479746,1784253648.979748,1784253652.022142,1784253650.500945,0.274106,-0.257408,-0.43495,0.001331,-0.001181,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3634025,3629791,0,0,0,0,1
formal,64,227,1,3.948047000312492,0.1,False,0.5,1784253648.479746,1784253652.022667,1784253655.08615,1784253653.5544086,0.27324,-0.321528,-0.543029,0.003033,-0.003887,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4535778,4491740,0,0,0,0,1
formal,64,228,2,3.948047000312492,0.06,False,0.5,1784253648.479746,1784253655.08669,1784253658.1293912,1784253656.6080406,0.272192,-0.192334,-0.325502,1e-05,0.000953,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2691115,2775125,0,0,0,0,1
formal,65,229,0,4.078600476513591,0.1,True,0.5,1784253659.5796218,1784253660.079625,1784253663.13235,1784253661.6059875,0.227692,-0.298522,-0.504048,0.003997,-0.005403,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4234036,4189914,0,0,0,0,1
formal,65,230,1,4.078600476513591,0.06,False,0.5,1784253659.5796218,1784253663.1329129,1784253666.1820538,1784253664.6574833,0.226596,-0.177259,-0.299813,0.000818,-0.000646,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2511492,2540286,0,0,0,0,1
formal,65,231,2,4.078600476513591,0.08,False,0.5,1784253659.5796218,1784253666.1826959,1784253669.232091,1784253667.7073934,0.225714,-0.236803,-0.400425,0.002257,-0.002854,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3360823,3350915,0,0,0,0,1
formal,66,232,0,4.20915395271469,0.06,True,0.5,1784253670.705788,1784253671.20579,1784253674.25263,1784253672.72921,0.18451,-0.162863,-0.275532,0.00249,-0.003306,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2372690,2318828,0,0,0,0,1
formal,66,233,1,4.20915395271469,0.08,False,0.5,1784253670.705788,1784253674.2534468,1784253677.280711,1784253675.7670789,0.1838,-0.21791,-0.3686,0.003621,-0.005241,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3164094,3062723,0,0,0,0,1
formal,66,234,2,4.20915395271469,0.1,False,0.5,1784253670.705788,1784253677.281251,1784253680.313805,1784253678.797528,0.182924,-0.272563,-0.460668,0.005054,-0.00771,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3914849,3804247,0,0,0,0,1
formal,67,235,0,4.339707428915789,0.08,True,0.5,1784253681.788725,1784253682.288727,1784253685.3159292,1784253683.802328,0.145369,-0.196847,-0.332683,0.004571,-0.00713,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2871330,2787913,0,0,0,0,1
formal,67,236,1,4.339707428915789,0.1,False,0.5,1784253681.788725,1784253685.316639,1784253688.359264,1784253686.8379514,0.144752,-0.246171,-0.415618,0.006056,-0.009546,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3618697,3419173,0,0,0,0,1
formal,67,237,2,4.339707428915789,0.06,False,0.5,1784253681.788725,1784253688.359817,1784253691.401618,1784253689.8807175,0.143658,-0.146413,-0.247998,0.003279,-0.004966,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2160886,2075013,0,0,0,0,1
formal,68,238,0,4.470260905116888,0.1,True,0.5,1784253692.857588,1784253693.357598,1784253696.410629,1784253694.8841136,0.11043,-0.217715,-0.367562,0.005383,-0.00884,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-3144193,3033337,0,0,0,0,1
formal,68,239,1,4.470260905116888,0.06,False,0.5,1784253692.857588,1784253696.411388,1784253699.4558878,1784253697.9336379,0.109473,-0.131382,-0.222442,0.002375,-0.003749,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1945780,1889971,0,0,0,0,1
formal,68,240,2,4.470260905116888,0.08,False,0.5,1784253692.857588,1784253699.4564018,1784253702.497778,1784253700.97709,0.108938,-0.173684,-0.293977,0.004164,-0.00661,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2537322,2421554,0,0,0,0,1
formal,69,241,0,4.600814381317985,0.06,True,0.5,1784253703.938041,1784253704.4380429,1784253707.46415,1784253705.9510965,0.079932,-0.113939,-0.192914,0.001802,-0.002789,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1674780,1647934,0,0,0,0,1
formal,69,242,1,4.600814381317985,0.08,False,0.5,1784253703.938041,1784253707.4646258,1784253710.520112,1784253708.992369,0.079303,-0.150092,-0.253963,0.002871,-0.004542,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2204077,2146659,0,0,0,0,1
formal,69,243,2,4.600814381317985,0.1,False,0.5,1784253703.938041,1784253710.520627,1784253713.581256,1784253712.0509415,0.078869,-0.185983,-0.314646,0.004849,-0.008049,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2722703,2601685,0,0,0,0,1
formal,70,244,0,4.731367857519084,0.08,True,0.5,1784253715.0510468,1784253715.551049,1784253718.607641,1784253717.079345,0.053881,-0.124739,-0.210954,0.002538,-0.004052,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1840767,1784874,0,0,0,0,1
formal,70,245,1,4.731367857519084,0.1,False,0.5,1784253715.0510468,1784253718.6083379,1784253721.659838,1784253720.134088,0.053483,-0.155234,-0.262494,0.004429,-0.007409,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2302314,2189087,0,0,0,0,1
formal,70,246,2,4.731367857519084,0.06,False,0.5,1784253715.0510468,1784253721.660578,1784253724.707347,1784253723.1839623,0.052829,-0.092782,-0.156946,0.001078,-0.001722,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1361775,1361013,0,0,0,0,1
formal,71,247,0,4.861921333720183,0.1,True,0.5,1784253726.1508641,1784253726.6508648,1784253729.6907892,1784253728.170827,0.03275,-0.123475,-0.208846,0.0051,-0.008675,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1890394,1738804,0,0,0,0,1
formal,71,248,1,4.861921333720183,0.06,False,0.5,1784253726.1508641,1784253729.691329,1784253732.759257,1784253731.2252932,0.032046,-0.073066,-0.123706,0.001601,-0.002524,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1122109,1094417,0,0,0,0,1
formal,71,249,2,4.861921333720183,0.08,False,0.5,1784253726.1508641,1784253732.759774,1784253735.820425,1784253734.2900996,0.031839,-0.09735,-0.164893,0.003009,-0.005083,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1505405,1400138,0,0,0,0,1
formal,72,250,0,4.992474809921282,0.06,True,0.5,1784253737.288034,1784253737.788036,1784253740.825782,1784253739.306909,0.016443,-0.05354,-0.090716,0.002146,-0.003501,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-858477,822908,0,0,0,0,1
formal,72,251,1,4.992474809921282,0.08,False,0.5,1784253737.288034,1784253740.826942,1784253743.870896,1784253742.348919,0.016224,-0.071203,-0.120616,0.003513,-0.006067,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1154037,1031494,0,0,0,0,1
formal,72,252,2,4.992474809921282,0.1,False,0.5,1784253737.288034,1784253743.871412,1784253746.895454,1784253745.3834329,0.016131,-0.088678,-0.150194,0.005497,-0.009508,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1460775,1242535,0,0,0,0,1
formal,73,253,0,5.123028286122381,0.08,True,0.5,1784253748.333815,1784253748.833817,1784253751.896677,1784253750.365247,0.005474,-0.045009,-0.076239,0.003667,-0.006478,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-767862,672927,0,0,0,0,1
formal,73,254,1,5.123028286122381,0.1,False,0.5,1784253748.333815,1784253751.897228,1784253754.966586,1784253753.4319072,0.005382,-0.055575,-0.094093,0.005435,-0.009638,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-999058,788271,0,0,0,0,1
formal,73,255,2,5.123028286122381,0.06,False,0.5,1784253748.333815,1784253754.967135,1784253758.022578,1784253756.4948564,0.005007,-0.032714,-0.055556,0.002185,-0.003805,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-579601,525909,0,0,0,0,1
formal,74,256,0,5.2535817623234795,0.1,True,0.5,1784253759.456511,1784253759.956513,1784253763.0247061,1784253761.4906096,-0.00033,-0.021692,-0.036755,0.005198,-0.009492,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-486699,317917,0,0,0,0,1
formal,74,257,1,5.2535817623234795,0.06,False,0.5,1784253759.456511,1784253763.025236,1784253766.064616,1784253764.544926,-0.000672,-0.0125,-0.021275,0.00197,-0.003549,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-292680,251353,0,0,0,0,1
formal,74,258,2,5.2535817623234795,0.08,False,0.5,1784253759.456511,1784253766.065234,1784253769.115415,1784253767.5903244,-0.000597,-0.016101,-0.027385,0.003439,-0.006247,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-382618,277098,0,0,0,0,1
formal,75,259,0,5.384135238524578,0.06,True,0.5,1784253770.5672472,1784253771.0672488,1784253774.12622,1784253772.5967345,-0.001244,0.007728,0.013075,0.001867,-0.003531,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-234500,181993,0,0,0,0,1
formal,75,260,1,5.384135238524578,0.08,False,0.5,1784253770.5672472,1784253774.126753,1784253777.172033,1784253775.649393,-0.001089,0.010903,0.018346,0.003267,-0.006162,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-303351,198846,0,0,0,0,1
formal,75,261,2,5.384135238524578,0.1,False,0.5,1784253770.5672472,1784253777.172686,1784253780.227623,1784253778.7001545,-0.000909,0.014125,0.024103,0.005,-0.009337,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-386175,233229,0,0,0,0,1
formal,76,262,0,5.514688714725676,0.08,True,0.5,1784253781.693697,1784253782.1936991,1784253785.231918,1784253783.7128086,0.00194,0.037562,0.063482,0.003469,-0.006403,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1196211,477638,0,0,0,0,1
formal,76,263,1,5.514688714725676,0.1,False,0.5,1784253781.693697,1784253785.232525,1784253788.2921028,1784253786.7623138,0.003645,0.048043,0.081295,0.005126,-0.009696,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-895655,664797,0,0,0,0,1
formal,76,264,2,5.514688714725676,0.06,False,0.5,1784253781.693697,1784253788.292622,1784253791.325993,1784253789.8093076,0.00362,0.029302,0.049646,0.00197,-0.003786,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-531245,463071,0,0,0,0,1
formal,77,265,0,5.6452421909267745,0.1,True,0.5,1784253792.7833831,1784253793.2833862,1784253796.296503,1784253794.7899446,0.013284,0.081236,0.137437,0.005022,-0.009787,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1317822,1117028,0,0,0,0,1
formal,77,266,1,5.6452421909267745,0.06,False,0.5,1784253792.7833831,1784253796.297036,1784253799.363561,1784253797.8302984,0.01347,0.04896,0.083066,0.001967,-0.003865,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-803769,733817,0,0,0,0,1
formal,77,267,2,5.6452421909267745,0.08,False,0.5,1784253792.7833831,1784253799.364256,1784253802.394838,1784253800.879547,0.013779,0.066158,0.112149,0.003275,-0.00647,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1074769,944096,0,0,0,0,1
formal,78,268,0,5.775795667127873,0.06,True,0.5,1784253803.855923,1784253804.355926,1784253807.38208,1784253805.869003,0.028003,0.068409,0.115942,0.001436,-0.003085,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1068587,1010576,0,0,0,0,1
formal,78,269,1,5.775795667127873,0.08,False,0.5,1784253803.855923,1784253807.383002,1784253810.426784,1784253808.904893,0.028504,0.092398,0.156501,0.002735,-0.005729,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1429017,1318161,0,0,0,0,1
formal,78,270,2,5.775795667127873,0.1,False,0.5,1784253803.855923,1784253810.427365,1784253813.476306,1784253811.9518356,0.029014,0.116508,0.197466,0.004594,-0.009179,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1795544,1606268,0,0,0,0,1
formal,79,271,0,5.906349143328972,0.08,True,0.5,1784253814.943418,1784253815.44342,1784253818.489908,1784253816.9666638,0.041908,0.118063,0.1995,0.002198,-0.004212,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-4114373,1443329,0,0,0,0,1
formal,79,272,1,5.906349143328972,0.1,False,0.5,1784253814.943418,1784253818.490597,1784253821.523264,1784253820.0069304,0.04865,0.148471,0.250966,0.003767,-0.007884,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2227874,2044949,0,0,0,0,1
formal,79,273,2,5.906349143328972,0.06,False,0.5,1784253814.943418,1784253821.523929,1784253824.574767,1784253823.049348,0.048928,0.088997,0.150841,0.000684,-0.00192,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1349241,1284540,0,0,0,0,1
formal,80,274,0,6.036902619530071,0.1,True,0.5,1784253826.0323489,1784253826.532351,1784253829.591616,1784253828.0619836,0.065228,0.179741,0.303199,0.003769,-0.007336,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-5554992,2179518,0,0,0,0,1
formal,80,275,1,6.036902619530071,0.06,False,0.5,1784253826.0323489,1784253829.5921779,1784253832.626554,1784253831.109366,0.073392,0.109039,0.184642,0.000889,-0.00216,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-1622020,1555371,0,0,0,0,1
formal,80,276,2,6.036902619530071,0.08,False,0.5,1784253826.0323489,1784253832.6271129,1784253835.662435,1784253834.144774,0.074342,0.145332,0.246077,0.001783,-0.004148,1,acq,7680,7680,0,6,True,False,1,1200000,8381618,False,-2130060,2028774,0,0,0,0,1
