role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,dmm_pre_read_count,dmm_post_read_count,discard_read_attempt_count,formal_read_retry_count,t_acq_first_attempt_start_unix
sentinel,up,0,0,0,0,-4.407375476557824,-4.537928952758923,0.5,1784345419.104674,1784345420.5399969,0,True,1784345424.6628401,1784345426.3425229,1784345426.342836,1784345427.9908779,1784345427.166244,0.288567563125,1784345427.991115,1784345446.684244,1784345437.3394856,1784345446.6845372,1784345448.345033,1784345447.5172932,0.3031467605,0.49988782017656896,0.2958555263207127,0.2792265,-0.305072,-0.520993,0.00547175,-0.008261375,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4467520,4336000,0,0,0,0,8,8,8,1,0,1784345427.991115
sentinel,down,0,0,1,1,-4.407375476557824,-4.276822000356725,0.5,1784345450.51213,1784345451.9468632,1,True,1784345456.053347,1784345457.725424,1784345457.725652,1784345459.3907871,1784345458.5586243,0.3043197995,1784345459.3915992,1784345478.080339,1784345468.732564,1784345478.080598,1784345479.7454348,1784345478.913288,0.3227532675,0.4998333443593742,0.3135334614585815,0.30137512499999997,-0.31427625000000003,-0.537088,0.0053906250000000005,-0.008125125,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4642061,4454986,0,0,0,0,8,8,8,1,0,1784345459.3915992
sentinel,down,80,1,0,2,6.036902619530071,6.16745609573117,0.5,1784345595.37077,1784345596.802424,2,True,1784345600.936312,1784345602.63065,1784345602.630919,1784345604.2789602,1784345603.4564056,0.322753267625,1784345604.2791822,1784345622.974692,1784345613.6226444,1784345622.974933,1784345624.628501,1784345623.8014107,0.2946003345,0.49969212428803744,0.3086854686668297,0.28869587500000005,-0.30994849999999996,-0.5267578749999999,0.005228,-0.0078975,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4515537,4422974,0,0,0,0,8,8,8,1,0,1784345604.2791822
sentinel,up,80,1,1,3,6.036902619530071,5.906349143328972,0.5,1784345626.7631528,1784345628.179392,3,True,1784345632.3176398,1784345634.014603,1784345634.014909,1784345635.671239,1784345634.8387778,0.287394524125,1784345635.671529,1784345654.371113,1784345645.0142434,1784345654.371427,1784345656.0111308,1784345655.1941855,0.257230667625,0.49989004034446466,0.27231591268227034,0.25746975,-0.295971,-0.50329975,0.0053349999999999995,-0.008104375,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4308985,4203210,0,0,0,0,8,8,8,1,0,1784345635.671529
formal,up,18,2,0,4,-2.057412904938048,-2.1879663811391468,0.5,1784345745.6469362,1784345747.079026,4,True,1784345751.1682088,1784345752.8408582,1784345752.8411388,1784345754.494671,1784345753.669375,0.197740838625,1784345754.494859,1784345773.188382,1784345763.839541,1784345773.188639,1784345774.837367,1784345774.01109,0.17562067725,0.4999660041896481,0.18668150993031105,0.17721775,0.25234912499999995,0.430332375,0.0020916249999999997,-0.004989499999999999,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-3688564,3608450,0,0,0,0,8,8,8,1,0,1784345754.494859
formal,down,18,2,1,5,-2.057412904938048,-1.926859428736949,0.5,1784345777.000499,1784345778.437867,5,True,1784345782.5742788,1784345784.26163,1784345784.2620249,1784345785.915334,1784345785.0899544,0.17210156062499998,1784345785.915512,1784345804.604244,1784345795.2569785,1784345804.604542,1784345806.251476,1784345805.4328651,0.154338400375,0.49978217238614364,0.1632238498068118,0.16089074999999997,0.2417245,0.412631,0.002311625,-0.005220250000000001,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-3533840,3435857,0,0,0,0,8,8,8,1,0,1784345785.915512
formal,down,62,3,0,6,3.6869400479102943,3.817493524111393,0.5,1784345870.168213,1784345871.603295,6,True,1784345875.737414,1784345877.4121878,1784345877.4124842,1784345879.04513,1784345878.2310271,1.3816722175,1784345879.045409,1784345897.719485,1784345888.3819947,1784345897.719767,1784345899.360592,1784345898.5442448,1.3511732075,0.49972228811308383,1.3664311824376163,1.2,-0.32633,-0.558014625,-0.00027499999999999996,0.002455125,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4690078,4791195,0,0,0,0,8,8,8,1,0,1784345879.045409
formal,up,62,3,1,7,3.6869400479102943,3.5563865717091954,0.5,1784345901.521491,1784345902.9691,7,True,1784345907.112281,1784345908.781538,1784345908.781864,1784345910.436461,1784345909.6087909,1.360725095,1784345910.436655,1784345929.1474822,1784345919.795943,1784345929.14781,1784345930.787286,1784345929.9695716,1.34932986,0.500332098725301,1.3550236931569821,1.2,-0.33363,-0.5708565000000001,-6.8625e-05,0.0021962500000000003,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4755627,4901204,0,0,0,0,8,8,8,1,0,1784345910.436655
formal,up,78,4,0,8,5.775795667127873,5.6452421909267745,0.5,1784345951.5821319,1784345953.0212789,8,True,1784345957.141027,1784345958.811132,1784345958.811368,1784345960.462919,1784345959.6375332,0.346381622,1784345960.463238,1784345979.1048498,1784345969.783061,1784345979.105969,1784345980.7619278,1784345979.932283,0.32325599837499996,0.49990898982464654,0.3348209148545612,0.32263637500000003,-0.323290375,-0.549314375,0.00387,-0.005286,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4683473,4625547,0,0,0,0,8,8,8,1,0,1784345960.463238
formal,down,78,4,1,9,5.775795667127873,5.906349143328972,0.5,1784345982.906293,1784345984.3533912,9,True,1784345988.474112,1784345990.1566699,1784345990.156932,1784345991.8052402,1784345990.9813108,0.326775115,1784345991.805456,1784346010.4812841,1784346001.137629,1784346010.481598,1784346012.135147,1784346011.3121333,0.30800649324999996,0.4995527457778575,0.31739919847032144,0.29910075,-0.31376937499999996,-0.5335488749999999,0.0039735,-0.005501375,1,acq,163840,163840,0,128,True,False,1,1200000,8381618,False,-4530104,4480392,0,0,0,0,8,8,8,1,0,1784345991.805456
