role,direction,grid_index,target_ordinal,pair_position,sequence_index,bias,approach_bias,bias_settle_s,t_approach_set_unix,t_target_set_unix,transition_discard_index,transition_followed_without_reconfigure,t_discard_start_unix,t_discard_end_unix,t_dmm_pre_start_unix,t_dmm_pre_end_unix,t_dmm_pre_mid_unix,dc_dmm_pre,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post_start_unix,t_dmm_post_end_unix,t_dmm_post_mid_unix,dc_dmm_post,dmm_interpolation_weight,dc_dmm_interp,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows,dmm_pre_read_count,dmm_post_read_count,discard_read_attempt_count,formal_read_retry_count,t_acq_first_attempt_start_unix
formal,up,6,54,0,108,-3.624054619351232,-3.754608095552331,0.5,1784379302.69034,1784379304.1072488,0,True,1784379308.1944761,1784379309.865524,1784379309.865817,1784379311.4998999,1784379310.6846905,0.02312566278,1784379311.5002,1784379348.59343,1784379330.0476408,1784379348.593717,1784379350.217869,1784379349.4063768,0.0351911662225,0.500054417655841,0.029159071077663884,0.019769000000000002,-0.038921750000000005,-0.06673018750000001,0.0012418125,-0.00202375,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-708580,685969,0,0,0,0,16,8,8,1,0,1784379311.5002
formal,down,6,54,1,109,-3.624054619351232,-3.4935011431501333,0.5,1784379352.3558478,1784379353.779595,1,True,1784379357.851279,1784379359.513197,1784379359.5134258,1784379361.148706,1784379360.3316517,0.033682973387499995,1784379361.1489081,1784379398.287728,1784379379.715711,1784379398.287982,1784379399.910583,1784379399.0969,0.043570015337500004,0.5000370249104336,0.03862686042934265,0.0284076875,-0.0461250625,-0.0791145,0.0013028749999999998,-0.0021043750000000003,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-780988,766930,0,0,0,0,16,8,8,1,0,1784379361.1489081
formal,down,74,55,0,110,5.2535817623234795,5.384135238524578,0.5,1784379498.594764,1784379500.0214038,2,True,1784379504.102609,1784379505.774197,1784379505.7744498,1784379507.4108238,1784379506.5918534,0.5401006132499999,1784379507.411034,1784379544.564806,1784379525.9848256,1784379544.565079,1784379546.196301,1784379545.3821325,0.48898963362500003,0.4999441266177812,0.5145479791808001,0.5008494375,-0.16062593749999998,-0.2741051875,0.0009177500000000001,-0.0009446875,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-2351687,2398519,0,0,0,0,16,8,8,1,0,1784379507.411034
formal,up,74,55,1,111,5.2535817623234795,5.123028286122381,0.5,1784379548.331553,1784379549.757056,3,True,1784379553.8286889,1784379555.499517,1784379555.499774,1784379557.13135,1784379556.3162043,0.486811133,1784379557.131534,1784379594.244729,1784379575.6964126,1784379594.244972,1784379595.8750982,1784379595.060538,0.461339431625,0.5002075498804305,0.47406999566392527,0.45770256249999997,-0.156617125,-0.2673729375,0.0009668125,-0.0010187500000000001,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-2315102,2343303,0,0,0,0,16,8,8,1,0,1784379557.131534
formal,up,44,56,0,112,1.3369774762905182,1.2064240000894193,0.5,1784379640.613107,1784379642.0328681,4,True,1784379646.099317,1784379647.757716,1784379647.757959,1784379649.382824,1784379648.5715435,1.5743857449999998,1784379649.382997,1784379686.668031,1784379668.0113912,1784379686.6683772,1784379688.3398862,1784379687.5066035,1.56248778125,0.49928901344019827,1.568445222417315,1.2,0.051180375,0.088146375,-0.000985,0.0015652499999999998,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-997111,1012608,0,0,0,0,16,8,8,1,0,1784379649.382997
formal,down,44,56,1,113,1.3369774762905182,1.4675309524916171,0.5,1784379690.496425,1784379691.9327612,5,True,1784379696.045045,1784379697.719114,1784379697.719373,1784379699.36672,1784379698.5462842,1.55863351,1784379699.366913,1784379736.6996942,1784379718.0296628,1784379736.700001,1784379738.3533592,1784379737.5234132,1.56734751125,0.49986695165474193,1.5629893512415531,1.2,0.053343562500000004,0.09202787500000001,-0.000980125,0.00156,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-998212,1086541,0,0,0,0,16,8,8,1,0,1784379699.366913
formal,down,36,57,0,114,0.29254966668172866,0.4231031428828276,0.5,1784379747.6787882,1784379749.118032,6,True,1784379753.273433,1784379754.954696,1784379754.954939,1784379756.607198,1784379755.7830944,1.28849941625,1784379756.607388,1784379793.996841,1784379775.3014898,1784379793.9971468,1784379795.642095,1784379794.8189013,1.268055025,0.5000126032168185,1.2782769629599045,1.2,0.13591587500000002,0.2333795625,-0.00219175,0.002880125,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-2137512,2160209,0,0,0,0,16,8,8,1,0,1784379756.607388
formal,up,36,57,1,115,0.29254966668172866,0.16199619048062974,0.5,1784379797.810848,1784379799.23623,7,True,1784379803.373621,1784379805.052481,1784379805.052802,1784379806.69043,1784379805.868213,1.265206215,1784379806.690604,1784379844.018091,1784379825.3536584,1784379844.018385,1784379845.655992,1784379844.8332582,1.247945785,0.5000750131959161,1.256574705239983,1.2,0.13727925000000002,0.2360540625,-0.0021945,0.0028953125000000003,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-2179179,2172997,0,0,0,0,16,8,8,1,0,1784379806.690604
formal,up,31,58,0,116,-0.36021771432376504,-0.49077119052486395,0.5,1784379855.0452852,1784379856.4800498,8,True,1784379860.600348,1784379862.28093,1784379862.2812989,1784379863.938127,1784379863.1155727,0.9764710745,1784379863.938337,1784379901.2300081,1784379882.5853534,1784379901.2302341,1784379902.890718,1784379902.0588923,0.968930110375,0.49995174792358577,0.9727009563046772,0.9480416875,0.167636125,0.2876645625,-0.0008869374999999999,0.0009935624999999999,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-2516912,2528176,0,0,0,0,16,8,8,1,0,1784379863.938337
formal,down,31,58,1,117,-0.36021771432376504,-0.22966423812266612,0.5,1784379905.051507,1784379906.483423,9,True,1784379910.602294,1784379912.293362,1784379912.293625,1784379913.954852,1784379913.1185904,0.963400069875,1784379913.955082,1784379951.269094,1784379932.6047292,1784379951.2693162,1784379952.9162261,1784379952.0906734,0.94982633425,0.5000024960118258,0.9566131681822954,0.9373624375,0.16806725,0.2887155,-0.0008603125,0.0009701875,1,acq,327680,327680,0,256,True,False,1,1200000,8381618,False,-2509968,2524619,0,0,0,0,16,8,8,1,0,1784379913.955082
