dmm_sequence_index,source_sequence_index,side,read_index,t_start_unix,t_end_unix,t_mid_unix,dc_dmm
0,108,pre,0,1784379309.865817,1784379310.071081,1784379309.968449,0.0310017417
1,108,pre,1,1784379310.071318,1784379310.2764559,1784379310.1738868,0.0242986624
2,108,pre,2,1784379310.276665,1784379310.481339,1784379310.379002,0.0122331197
3,108,pre,3,1784379310.481513,1784379310.686657,1784379310.584085,0.00418955873
4,108,pre,4,1784379310.686857,1784379310.890374,1784379310.7886155,0.0363642051
5,108,pre,5,1784379310.890545,1784379311.093379,1784379310.991962,0.0242986624
6,108,pre,6,1784379311.093739,1784379311.2946172,1784379311.194178,0.0484297478
7,108,pre,7,1784379311.294791,1784379311.4998999,1784379311.3973455,0.00418960441
8,108,post,0,1784379348.593717,1784379348.794971,1784379348.694344,0.0444079002
9,108,post,1,1784379348.795157,1784379348.998771,1784379348.896964,0.0296611258
10,108,post,2,1784379348.998973,1784379349.2041118,1784379349.1015425,0.00955188798
11,108,post,3,1784379349.204304,1784379349.406539,1784379349.3054214,0.0336829734
12,108,post,4,1784379349.406788,1784379349.6119602,1784379349.5093741,0.0511109795
13,108,post,5,1784379349.612148,1784379349.813227,1784379349.7126875,0.0242986624
14,108,post,6,1784379349.813531,1784379350.014884,1784379349.9142075,0.0430672844
15,108,post,7,1784379350.0150778,1784379350.217869,1784379350.1164734,0.0457485161
16,109,pre,0,1784379359.5134258,1784379359.718657,1784379359.6160414,0.0484297478
17,109,pre,1,1784379359.718828,1784379359.9239428,1784379359.8213854,0.0202768148
18,109,pre,2,1784379359.924128,1784379360.129269,1784379360.0266986,0.0323423575
19,109,pre,3,1784379360.1294458,1784379360.3305442,1784379360.229995,0.0363642051
20,109,pre,4,1784379360.330755,1784379360.535188,1784379360.4329715,0.0242986624
21,109,pre,5,1784379360.535373,1784379360.740515,1784379360.637944,0.0256392783
22,109,pre,6,1784379360.740757,1784379360.943327,1784379360.842042,0.0403860527
23,109,pre,7,1784379360.943567,1784379361.148706,1784379361.0461364,0.0417266685
24,109,post,0,1784379398.287982,1784379398.488171,1784379398.3880765,0.0417266685
25,109,post,1,1784379398.488346,1784379398.690938,1784379398.589642,0.0242986624
26,109,post,2,1784379398.6911201,1784379398.8924491,1784379398.7917848,0.047089132
27,109,post,3,1784379398.892632,1784379399.093919,1784379398.9932756,0.0725608332
28,109,post,4,1784379399.094135,1784379399.2992792,1784379399.1967072,0.0631765222
29,109,post,5,1784379399.299482,1784379399.5046039,1784379399.4020429,0.02832051
30,109,post,6,1784379399.504937,1784379399.705827,1784379399.605382,0.037704821
31,109,post,7,1784379399.705993,1784379399.910583,1784379399.808288,0.0336829734
32,110,pre,0,1784379505.7744498,1784379505.979595,1784379505.8770223,0.561885621
33,110,pre,1,1784379505.979796,1784379506.18288,1784379506.081338,0.55250131
34,110,pre,2,1784379506.183136,1784379506.388266,1784379506.285701,0.527029609
35,110,pre,3,1784379506.3884501,1784379506.5898838,1784379506.489167,0.523007761
36,110,pre,4,1784379506.590067,1784379506.795174,1784379506.6926203,0.559204389
37,110,pre,5,1784379506.795383,1784379507.000175,1784379506.897779,0.524348377
38,110,pre,6,1784379507.000366,1784379507.205516,1784379507.102941,0.537754535
39,110,pre,7,1784379507.205693,1784379507.4108238,1784379507.3082585,0.535073304
40,110,post,0,1784379544.565079,1784379544.770262,1784379544.6676705,0.481448669
41,110,post,1,1784379544.770553,1784379544.975681,1784379544.873117,0.469383127
42,110,post,2,1784379544.9758441,1784379545.176082,1784379545.075963,0.501557907
43,110,post,3,1784379545.1762729,1784379545.3814132,1784379545.278843,0.498876676
44,110,post,4,1784379545.381592,1784379545.5864792,1784379545.4840355,0.485470517
45,110,post,5,1784379545.586674,1784379545.7918239,1784379545.689249,0.496195444
46,110,post,6,1784379545.79211,1784379545.9938781,1784379545.892994,0.468042511
47,110,post,7,1784379545.9940732,1784379546.196301,1784379546.0951872,0.510942218
48,111,pre,0,1784379555.499774,1784379555.7049348,1784379555.6023545,0.476086206
49,111,pre,1,1784379555.705174,1784379555.908162,1784379555.806668,0.453295737
50,111,pre,2,1784379555.908339,1784379556.111445,1784379556.009892,0.489492365
51,111,pre,3,1784379556.111928,1784379556.317111,1784379556.2145195,0.488151749
52,111,pre,4,1784379556.317353,1784379556.518474,1784379556.4179134,0.492173596
53,111,pre,5,1784379556.518687,1784379556.723818,1784379556.6212525,0.514964066
54,111,pre,6,1784379556.724076,1784379556.929207,1784379556.8266416,0.486811133
55,111,pre,7,1784379556.929436,1784379557.13135,1784379557.0303931,0.493514212
56,111,post,0,1784379594.244972,1784379594.4480078,1784379594.34649,0.464020663
57,111,post,1,1784379594.44822,1784379594.6523678,1784379594.550294,0.468042511
58,111,post,2,1784379594.6525671,1784379594.8577092,1784379594.7551382,0.461339432
59,111,post,3,1784379594.85792,1784379595.0593972,1784379594.9586587,0.447933273
60,111,post,4,1784379595.059596,1784379595.264781,1784379595.1621885,0.468042511
61,111,post,5,1784379595.264949,1784379595.470098,1784379595.3675237,0.451955121
62,111,post,6,1784379595.4703581,1784379595.671181,1784379595.5707695,0.455976968
63,111,post,7,1784379595.671387,1784379595.8750982,1784379595.7732425,0.473404974
64,112,pre,0,1784379647.757959,1784379647.962969,1784379647.860464,1.53919458
65,112,pre,1,1784379647.963202,1784379648.164895,1784379648.0640485,1.59281921
66,112,pre,2,1784379648.165094,1784379648.369084,1784379648.267089,1.58075367
67,112,pre,3,1784379648.369268,1784379648.570008,1784379648.4696379,1.57673182
68,112,pre,4,1784379648.570186,1784379648.774283,1784379648.6722345,1.57807244
69,112,pre,5,1784379648.774452,1784379648.979584,1784379648.877018,1.57405059
70,112,pre,6,1784379648.979841,1784379649.180423,1784379649.080132,1.57539121
71,112,pre,7,1784379649.180623,1784379649.382824,1784379649.2817235,1.57807244
72,112,post,0,1784379686.6683772,1784379686.878508,1784379686.7734427,1.57002875
73,112,post,1,1784379686.878687,1784379687.0888078,1784379686.9837475,1.55260074
74,112,post,2,1784379687.089056,1784379687.297337,1784379687.1931965,1.5579632
75,112,post,3,1784379687.2975218,1784379687.507632,1784379687.402577,1.55528197
76,112,post,4,1784379687.507796,1784379687.7179468,1784379687.6128714,1.56198505
77,112,post,5,1784379687.718132,1784379687.928273,1784379687.8232026,1.55930382
78,112,post,6,1784379687.928462,1784379688.129456,1784379688.028959,1.55260074
79,112,post,7,1784379688.129775,1784379688.3398862,1784379688.2348306,1.59013798
80,113,pre,0,1784379697.719373,1784379697.929596,1784379697.8244843,1.54589766
81,113,pre,1,1784379697.929798,1784379698.134785,1784379698.0322914,1.55930382
